year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2019,Aaron Baddeley,0.313,-0.46,-0.34,0.46,0.654,286.3,57.74,63.33,70.783,904982.0,116.0,-0.34
2019,Aaron Wise,0.329,0.533,-0.085,0.026,-0.146,302.6,61.75,68.6,70.739,1052507.0,114.0,0.47400000000000003
2019,Abraham Ancer,0.515,0.575,0.011,-0.005,-0.065,293.3,70.21,66.79,70.58,2688625.0,21.0,0.581
2019,Adam Hadwin,0.343,0.31,0.008,-0.227,0.252,291.2,67.77,67.55,70.545,2039012.0,52.0,0.091
2019,Adam Long,-0.418,-0.036,0.138,-0.151,-0.369,292.0,66.51,65.28,71.464,1648007.0,69.0,-0.04899999999999999
2019,Adam Schenk,0.487,0.08,0.142,-0.075,0.341,300.8,61.27,68.61,70.817,1257158.0,71.0,0.14699999999999996
2019,Adam Scott,1.831,0.285,0.846,0.351,0.348,299.3,59.91,68.94,69.693,4084541.0,6.0,1.482
2019,Adam Svensson,0.38,0.213,0.509,0.259,-0.602,289.8,65.24,69.4,71.042,405730.0,,0.981
2019,Alex Cejka,-0.844,-0.092,-0.014,-0.257,-0.482,278.0,67.19,64.44,72.076,181155.0,,-0.363
2019,Alex Noren,-0.269,0.083,-0.366,0.28,-0.266,301.1,62.38,65.28,71.046,913446.0,129.0,-0.002999999999999947
2019,Alex Prugh,-0.066,0.379,0.222,-0.323,-0.344,303.7,64.08,71.44,71.322,467732.0,,0.27799999999999997
2019,Anders Albertson,-0.52,-0.265,0.165,-0.113,-0.307,293.2,60.11,67.71,71.772,449226.0,,-0.21300000000000002
2019,Andres Romero,,,,,,,,,,74786.0,,
2019,Andrew Landry,-0.011,0.185,0.2,-0.244,-0.153,286.8,71.72,67.12,71.265,887405.0,96.0,0.14100000000000001
2019,Andrew Putnam,0.536,-0.639,0.414,0.061,0.7,281.5,60.64,65.94,70.644,2439137.0,34.0,-0.16400000000000003
2019,Anirban Lahiri,-0.752,-0.431,-0.298,-0.139,0.116,290.2,60.08,62.96,71.698,419620.0,,-0.868
2019,Arjun Atwal,,,,,,,,,,62095.0,,
2019,Austin Cook,-0.319,0.236,-0.095,-0.372,-0.088,291.0,70.26,65.71,71.201,837788.0,130.0,-0.231
2019,Beau Hossler,-0.178,0.048,-0.765,-0.08,0.619,299.4,59.19,67.0,71.381,645795.0,145.0,-0.7969999999999999
2019,Ben Crane,,,,,,,,,,193074.0,,
2019,Ben Silverman,-0.357,0.164,-0.33,-0.079,-0.112,287.2,67.97,66.5,71.401,298497.0,,-0.245
2019,Bernhard Langer,,,,,,,,,,25415.0,,
2019,Bill Haas,0.153,-0.083,-0.169,0.35,0.055,291.5,61.33,64.65,71.056,730806.0,140.0,0.09799999999999998
2019,Billy Horschel,0.829,0.145,0.147,0.014,0.522,291.8,64.71,67.63,70.644,2187249.0,43.0,0.306
2019,Billy Hurley III,,,,,,,,,,239396.0,,
2019,Boo Weekley,,,,,,,,,,107981.0,,
2019,Brady Schnell,-0.763,-0.439,-0.318,-0.071,0.065,283.3,67.46,64.49,71.944,210914.0,,-0.828
2019,Branden Grace,-0.107,0.024,0.11,0.278,-0.52,295.1,57.22,66.09,71.421,1373185.0,77.0,0.41200000000000003
2019,Brandon Hagy,,,,,,,,,,14555.0,,
2019,Brandon Harkins,-0.389,0.03,0.042,0.019,-0.481,304.3,56.96,67.67,71.519,494795.0,,0.09100000000000001
2019,Brandt Snedeker,0.962,-0.193,0.083,0.48,0.592,287.2,63.25,64.93,70.52,3122936.0,24.0,0.37
2019,Brendan Steele,-0.53,0.518,-0.316,-0.228,-0.503,302.5,68.71,69.98,71.893,515139.0,,-0.025999999999999995
2019,Brendon Todd,,,,,,,,,,252546.0,,
2019,Brendon de Jonge,,,,,,,,,,11904.0,,
2019,Brian Davis,,,,,,,,,,10500.0,,
2019,Brian Gay,-0.278,-0.286,-0.392,0.065,0.335,274.9,70.19,64.36,71.356,1029440.0,119.0,-0.613
2019,Brian Harman,0.346,0.312,-0.301,0.245,0.09,288.4,68.17,64.17,71.016,1342778.0,88.0,0.256
2019,Brian Stuard,0.393,-0.239,0.266,0.19,0.176,276.6,71.09,64.89,70.999,1320637.0,82.0,0.21700000000000003
2019,Brice Garnett,-0.034,0.281,-0.253,-0.153,0.091,287.4,71.45,69.54,71.067,1019594.0,104.0,-0.12499999999999997
2019,Bronson Burgoon,-0.344,0.054,-0.033,-0.074,-0.291,296.1,66.49,67.98,71.295,814673.0,135.0,-0.053
2019,Brooks Koepka,1.366,0.468,0.636,0.036,0.226,309.0,61.83,69.97,69.395,9684006.0,3.0,1.1400000000000001
2019,Bryson DeChambeau,1.013,0.421,0.236,-0.016,0.372,302.5,65.02,66.2,70.177,3186232.0,12.0,0.641
2019,Bubba Watson,0.281,0.743,-0.052,-0.067,-0.344,311.6,58.13,66.76,70.71,1558014.0,81.0,0.6239999999999999
2019,Bud Cauley,0.558,-0.163,0.196,0.577,-0.052,293.4,63.26,67.21,70.574,1090018.0,95.0,0.61
