year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2008,Aaron Baddeley,0.885,0.096,-0.192,0.218,0.762,290.3,59.45,62.02,70.196,1665587,48,0.122
2008,Adam Scott,0.859,0.475,0.384,0.44,-0.44,302.1,54.66,63.72,70.06,1979160,40,1.299
2008,Alejandro Cañizares,-0.426,-0.413,-0.219,0.105,0.1,287.1,62.36,62.37,71.151,162115,206,-0.527
2008,Alex Cejka,-0.01,-0.041,0.677,-0.202,-0.444,282.7,65.42,63.12,71.096,893998,120,0.434
2008,Andres Romero,-0.406,0.061,-0.553,0.079,0.008,299.1,52.83,58.79,70.816,2064612,31,-0.41300000000000003
2008,Andrew Buckle,,,,,,,,,,170264,194,
2008,Andrew Magee,,,,,,,,,,12238,247,
2008,Anthony Kim,1.479,0.549,0.474,0.093,0.362,300.9,58.34,65.78,69.279,4656265,5,1.116
2008,Arron Oberholser,,,,,,,,,,454881,186,
2008,Bart Bryant,0.689,0.316,0.347,0.03,-0.004,279.5,73.87,64.88,70.205,1719153,44,0.6930000000000001
2008,Ben Crane,0.88,0.171,-0.081,0.045,0.745,287.8,67.64,65.76,70.155,1488505,58,0.135
2008,Ben Curtis,0.761,0.377,-0.173,0.236,0.321,284.7,67.2,63.45,69.981,2615798,13,0.44
2008,Bernhard Langer,,,,,,,,,,147250,211,
2008,Bill Haas,0.391,0.218,0.031,0.051,0.09,296.7,59.95,68.07,70.638,1000939,73,0.3
2008,Billy Andrade,-0.963,-0.381,-0.11,-0.162,-0.311,283.3,59.35,63.52,71.967,243490,182,-0.653
2008,Billy Mayfair,0.377,0.308,0.003,0.294,-0.228,284.0,72.16,68.12,70.512,1750683,27,0.605
2008,Bo Van Pelt,-0.019,0.187,0.014,-0.071,-0.149,292.0,62.06,67.3,70.956,903967,81,0.13
2008,Bob Burns,,,,,,,,,,6650,261,
2008,Bob Estes,0.498,-0.126,0.396,0.082,0.146,282.6,66.48,68.69,70.742,829395,138,0.35200000000000004
2008,Bob Heintz,,,,,,,,,,301015,169,
2008,Bob May,,,,,,,,,,114085,210,
2008,Bob Sowards,-0.847,-0.394,-0.483,-0.072,0.101,287.9,60.89,63.43,71.967,263327,184,-0.949
2008,Bob Tway,0.912,-0.087,0.35,-0.173,0.822,279.2,67.34,67.36,70.262,785641,135,0.09000000000000002
