year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2013,Aaron Baddeley,-0.319,-0.603,-0.669,0.293,0.661,288.5,50.71,58.0,71.503,721024,101,-0.9790000000000001
2013,Aaron Watkins,-0.589,-0.568,-0.707,0.285,0.402,277.1,63.03,62.25,71.77,217495,187,-0.99
2013,Adam Scott,1.31,0.734,0.548,0.055,-0.027,297.8,61.84,68.8,69.3,4892611,4,1.337
2013,Alexandre Rocha,,,,,,,,,,21254,244,
2013,Alistair Presnell,-1.03,-0.548,-0.585,0.123,-0.02,284.6,58.01,62.28,71.951,163134,180,-1.01
2013,Andre Stolz,,,,,,,,,,7905,240,
2013,Andres Gonzales,,,,,,,,,,179387,198,
2013,Andres Romero,-0.2,-0.05,-0.437,0.17,0.117,293.1,57.35,61.3,71.256,718507,120,-0.31699999999999995
2013,Andrew Svoboda,-0.562,-0.027,-0.295,-0.308,0.067,290.1,60.91,65.91,71.747,77219,202,-0.63
2013,Arjun Atwal,,,,,,,,,,22122,249,
2013,Bart Bryant,,,,,,,,,,19068,227,
2013,Ben Crane,0.199,-0.143,0.313,0.005,0.024,281.0,60.94,63.98,70.864,796947,125,0.17500000000000002
2013,Ben Curtis,-0.248,-0.632,-0.034,0.208,0.211,274.9,60.55,63.84,71.531,372543,153,-0.4580000000000001
2013,Ben Kohles,-0.459,-0.042,-0.113,-0.354,0.051,279.0,67.78,65.26,71.488,419416,148,-0.509
2013,Bernhard Langer,,,,,,,,,,56040,218,
2013,Bill Haas,1.265,0.365,0.346,0.289,0.266,288.2,62.31,67.79,70.023,3475563,24,1.0
2013,Bill Lunde,,,,,,,,,,206710,183,
2013,Billy Andrade,,,,,,,,,,114000,209,
2013,Billy Horschel,0.656,0.465,-0.121,-0.069,0.381,293.8,64.17,67.48,70.244,3501703,16,0.275
2013,Billy Mayfair,,,,,,,,,,123860,204,
2013,Bo Van Pelt,-0.07,0.186,0.025,-0.1,-0.181,285.9,63.8,65.63,71.08,956629,89,0.11099999999999999
2013,Bob Estes,0.759,-0.216,0.277,0.362,0.335,285.0,63.11,64.9,70.361,769717,83,0.42300000000000004
2013,Bobby Gates,-1.398,-0.58,-0.498,-0.331,0.011,296.2,51.59,62.84,72.59,320248,179,-1.4089999999999998
2013,Boo Weekley,0.099,0.594,0.401,-0.221,-0.676,290.9,66.36,69.39,70.611,2786662,29,0.774
2013,Brad Fritsch,-0.046,0.005,0.313,-0.152,-0.212,297.0,58.06,66.59,71.085,452184,129,0.166
2013,Brandt Jobe,0.121,0.104,0.209,-0.191,-0.002,292.1,64.78,66.0,71.175,309105,149,0.122
2013,Brandt Snedeker,1.141,-0.025,0.121,0.354,0.692,281.3,62.57,65.68,69.791,5318087,12,0.44999999999999996
2013,Brendan Steele,0.023,0.025,-0.135,0.105,0.028,290.7,61.56,65.99,71.053,1004161,70,-0.005000000000000018
2013,Brendon Todd,,,,,,,,,,473220,145,
2013,Brendon de Jonge,0.756,0.28,0.414,0.032,0.03,286.3,66.28,68.84,70.154,1795244,26,0.726
2013,Brian Davis,0.689,0.051,0.222,0.185,0.232,278.8,68.61,62.15,70.69,1221524,47,0.458
2013,Brian Gay,-0.266,-0.577,-0.453,0.336,0.428,275.1,64.79,56.68,71.16,1426017,57,-0.694
2013,Brian Harman,-0.296,0.316,-0.856,0.096,0.147,287.5,60.64,62.61,71.29,909759,94,-0.44400000000000006
2013,Brian Stuard,-0.068,-0.128,0.118,-0.125,0.067,281.8,65.99,65.77,70.869,1032028,92,-0.135
2013,Bryce Molder,0.504,-0.538,0.052,0.395,0.594,273.8,65.95,63.68,70.52,816922,64,-0.09100000000000003
2013,Bubba Watson,1.069,0.937,0.292,-0.065,-0.096,303.7,58.73,69.41,70.276,1759276,37,1.1640000000000001
2013,Bud Cauley,-0.247,-0.063,0.238,0.148,-0.57,287.5,59.16,63.76,71.445,443698,131,0.32299999999999995
2013,Cameron Beckman,,,,,,,,,,276805,178,
2013,Cameron Percy,-0.167,0.001,-0.198,-0.092,0.121,293.6,59.28,65.74,71.106,277336,158,-0.28900000000000003
2013,Cameron Tringale,0.343,-0.079,0.169,0.149,0.104,287.2,62.89,67.01,70.724,971209,79,0.239
2013,Camilo Villegas,0.458,-0.183,0.885,-0.095,-0.149,291.8,58.56,66.74,70.586,709677,82,0.607
2013,Carl Pettersson,-0.129,0.026,-0.252,0.126,-0.028,290.2,59.43,62.22,71.273,738143,107,-0.1
2013,Casey Wittenberg,-0.62,-1.071,-0.067,0.263,0.254,280.5,54.61,62.14,71.659,425395,164,-0.8749999999999999
2013,Chad Campbell,-0.044,-0.286,0.525,-0.033,-0.249,288.9,60.7,67.03,71.234,510661,136,0.20600000000000004
2013,Charl Schwartzel,1.268,0.195,0.711,0.061,0.301,296.1,59.87,65.85,69.651,2256723,27,0.9669999999999999
2013,Charles Howell III,0.862,0.133,-0.084,0.374,0.438,294.8,53.11,66.73,70.272,1877389,35,0.423
2013,Charley Hoffman,0.578,0.333,0.262,-0.145,0.128,294.0,59.57,65.48,70.497,1582423,61,0.44999999999999996
2013,Charlie Beljan,-0.524,0.424,-0.437,-0.306,-0.205,295.4,59.86,64.61,71.839,916229,112,-0.319
2013,Charlie Wi,-0.251,-0.224,-0.498,0.295,0.176,282.1,63.02,60.56,71.174,656672,123,-0.427
2013,Chez Reavie,0.375,0.381,0.186,-0.184,-0.009,282.8,70.29,66.74,70.6,590925,118,0.38299999999999995
2013,Chris DiMarco,,,,,,,,,,175555,190,
2013,Chris Kirk,0.962,-0.213,0.62,0.099,0.456,289.0,59.65,65.92,70.206,1728616,34,0.506
2013,Chris Riley,,,,,,,,,,27521,222,
2013,Chris Stroud,0.616,-0.578,0.52,0.333,0.34,277.0,62.4,64.33,70.546,1602122,43,0.2750000000000001
2013,Colt Knost,-1.279,-0.625,-0.847,-0.242,0.435,271.7,66.48,61.71,72.264,176710,184,-1.714
2013,D.A. Points,0.0,-0.194,0.191,0.163,-0.161,281.1,63.48,62.77,71.116,2658887,30,0.16
2013,D.H. Lee,-0.176,-0.142,-0.055,-0.015,0.037,280.9,66.23,65.98,71.187,882793,119,-0.21199999999999997
2013,D.J. Trahan,-0.531,0.182,-0.448,-0.018,-0.247,293.4,63.54,67.87,71.429,284249,175,-0.28400000000000003
2013,Daniel Summerhays,0.453,-0.062,0.227,0.067,0.221,285.7,62.08,64.46,70.813,1277886,40,0.232
2013,Darron Stiles,-0.912,-0.087,-0.401,0.003,-0.427,275.1,67.64,62.24,71.947,184866,188,-0.485
2013,David Duval,,,,,,,,,,6210,248,
2013,David Frost,,,,,,,,,,16864,230,
2013,David Hearn,0.345,-0.199,0.179,-0.119,0.484,279.7,62.08,64.71,70.738,1171515,56,-0.139
2013,David Lingmerth,0.015,0.301,-0.255,-0.022,-0.009,285.8,64.87,63.24,70.996,1748109,75,0.023999999999999987
2013,David Lynn,0.361,-0.229,-0.164,0.323,0.432,277.9,59.27,62.48,71.016,1633253,48,-0.07
2013,David Mathis,-1.149,-0.328,-0.267,-0.105,-0.448,280.6,62.42,63.6,72.222,274477,165,-0.7
2013,David Toms,-0.679,-0.37,-0.026,0.095,-0.379,277.4,66.5,63.64,71.134,646161,138,-0.30100000000000005
2013,Davis Love III,,,,,,,,,,303470,162,
2013,Dean Wilson,,,,,,,,,,20836,229,
2013,Derek Ernst,-1.075,0.231,-0.564,-0.526,-0.216,291.5,60.49,63.89,72.271,1330856,93,-0.859
2013,Dicky Pride,-0.361,-0.365,0.012,0.002,-0.011,274.8,65.24,64.43,71.293,495390,144,-0.351
