year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2025,Aaron Baddeley,,,,,,,,,,167011.0,186.0,
2025,Aaron Rai,0.808,0.391,0.476,0.077,-0.134,289.6,73.85,70.52,70.234,3274601.0,53.0,0.944
2025,Aaron Wise,,,,,,,,,,22709.0,224.0,
2025,Adam Hadwin,-0.603,-0.146,-0.455,-0.053,0.051,299.8,62.09,66.16,71.639,1079946.0,136.0,-0.654
2025,Adam Schenk,-0.244,0.059,-0.088,-0.16,-0.054,304.6,56.42,65.08,71.239,2016294.0,133.0,-0.189
2025,Adam Scott,0.448,0.348,0.17,0.03,-0.1,304.9,58.33,66.08,70.82,1803164.0,90.0,0.548
2025,Adam Svensson,-0.338,-0.253,0.238,0.255,-0.579,295.7,65.97,69.48,71.273,487188.0,162.0,0.24
2025,Adrien Dumont de Chassart,,,,,,,,,,29450.0,211.0,
2025,Akshay Bhatia,0.638,0.024,0.575,-0.238,0.277,298.7,60.51,67.5,70.558,4882187.0,13.0,0.361
2025,Aldrich Potgieter,0.181,0.572,-0.137,-0.37,0.116,325.0,55.63,64.55,71.151,3038146.0,52.0,0.06499999999999995
2025,Alejandro Tosti,-0.223,0.352,-0.162,0.167,-0.58,314.2,56.15,64.53,71.143,1010144.0,114.0,0.357
2025,Alex Noren,,,,,,,,,,1346680.0,105.0,
2025,Alex Smalley,0.657,0.409,0.083,0.125,0.043,306.2,63.96,68.73,70.294,2337573.0,79.0,0.617
2025,Anders Albertson,,,,,,,,,,56282.0,219.0,
2025,Andrew Novak,0.363,0.042,-0.036,0.155,0.202,301.3,57.2,61.55,70.699,7788219.0,25.0,0.161
2025,Andrew Putnam,0.501,-0.69,0.287,0.465,0.439,280.5,71.77,70.26,70.756,1371617.0,96.0,0.062000000000000055
2025,Antoine Rozner,-0.11,0.065,0.462,-0.32,-0.318,308.1,58.51,69.85,71.291,710529.0,148.0,0.20700000000000002
2025,Austin Cook,,,,,,,,,,112640.0,202.0,
2025,Austin Eckroat,0.021,0.213,0.252,-0.397,-0.047,300.3,66.12,68.6,71.402,1675705.0,107.0,0.06799999999999995
2025,Beau Hossler,-0.009,-0.286,-0.412,0.426,0.263,303.9,54.88,64.48,71.047,1533612.0,89.0,-0.27199999999999996
2025,Ben Griffin,1.223,0.196,0.466,0.153,0.407,305.1,60.03,69.66,69.692,11724352.0,10.0,0.8150000000000001
2025,Ben Kohles,0.272,0.161,0.656,-0.016,-0.529,295.2,73.12,72.88,70.994,658427.0,153.0,0.801
2025,Ben Martin,-0.103,-0.169,0.007,0.028,0.031,296.7,61.85,68.45,70.969,335350.0,174.0,-0.134
