year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2009,Aaron Baddeley,-0.151,-0.459,-0.507,0.212,0.604,287.8,56.48,59.57,71.153,837065,111.0,-0.754
2009,Aaron Watkins,,,,,,,,,,263969,192.0,
2009,Adam Scott,-0.66,-0.005,-0.045,0.27,-0.881,294.9,58.77,62.82,71.72,783138,110.0,0.22000000000000003
2009,Alex Cejka,0.233,-0.006,0.372,0.188,-0.322,281.2,69.8,66.52,70.98,953664,116.0,0.554
2009,Andres Romero,-0.291,0.37,-0.521,-0.096,-0.044,298.5,51.62,64.91,71.462,789305,132.0,-0.24700000000000003
2009,Anthony Kim,0.479,0.115,0.1,0.019,0.245,299.0,53.65,62.69,70.507,1972155,35.0,0.234
2009,Arjun Atwal,,,,,,,,,,76676,210.0,
2009,Aron Price,-0.567,-0.456,-0.056,-0.165,0.109,279.6,63.82,65.71,71.329,487454,136.0,-0.677
2009,Arron Oberholser,,,,,,,,,,48017,228.0,
2009,Bart Bryant,-0.507,-0.106,-0.033,-0.226,-0.142,274.6,71.9,62.76,71.177,326590,161.0,-0.365
2009,Ben Crane,0.775,0.282,-0.038,0.1,0.431,285.0,67.75,64.87,70.376,1667085,61.0,0.344
2009,Ben Curtis,0.251,0.154,-0.642,-0.028,0.766,279.5,64.75,64.25,70.978,799524,102.0,-0.516
2009,Bill Haas,0.455,0.535,-0.126,0.011,0.036,298.3,62.81,67.37,70.53,1425418,41.0,0.42000000000000004
2009,Bill Lunde,0.158,0.143,-0.029,0.043,0.0,292.4,64.0,67.01,70.623,825691,107.0,0.15699999999999997
2009,Billy Andrade,,,,,,,,,,19654,245.0,
2009,Billy Mayfair,-0.89,0.02,-0.01,0.01,-0.91,284.2,70.01,66.33,71.952,392068,162.0,0.02
2009,Bo Van Pelt,0.701,0.387,0.082,-0.042,0.275,292.5,65.62,66.73,70.357,1945307,50.0,0.42700000000000005
2009,Bob Estes,0.528,-0.128,0.131,0.212,0.313,282.6,67.99,64.25,70.568,1079929,70.0,0.215
