year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2007,Aaron Baddeley,1.064,0.152,-0.252,0.535,0.629,291.9,60.0,60.35,70.088,3441119.0,9.0,0.43500000000000005
2007,Adam Scott,1.234,0.478,0.708,-0.081,0.129,300.9,59.17,65.44,70.008,3413185.0,12.0,1.105
2007,Alex Cejka,0.728,0.257,0.609,0.34,-0.479,288.9,68.08,69.44,70.437,868303.0,129.0,1.206
2007,Anders Hansen,-0.089,-0.224,0.335,-0.023,-0.176,280.7,66.95,62.85,70.856,461216.0,138.0,0.08800000000000002
2007,Andrew Buckle,-0.265,-0.223,-0.28,0.077,0.161,294.7,58.14,62.52,71.443,513630.0,141.0,-0.426
2007,Anthony Kim,0.673,0.578,0.2,0.016,-0.121,302.4,60.79,65.35,70.128,1545195.0,44.0,0.794
2007,Arjun Atwal,,,,,,,,,,135015.0,210.0,
2007,Arron Oberholser,1.183,0.125,0.3,0.396,0.362,285.5,61.7,62.25,69.807,1797458.0,33.0,0.821
2007,B.J. Staten,,,,,,,,,,175505.0,188.0,
2007,Bart Bryant,0.638,0.18,0.253,0.008,0.198,281.1,70.66,66.34,70.637,1167874.0,80.0,0.441
2007,Ben Crane,,,,,,,,,,278252.0,190.0,
2007,Ben Crenshaw,,,,,,,,,,16530.0,240.0,
2007,Ben Curtis,-0.749,-0.03,-0.554,0.023,-0.188,277.1,67.37,60.56,71.582,772321.0,115.0,-0.561
2007,Bernhard Langer,,,,,,,,,,1153603.0,71.0,
2007,Bill Haas,0.408,0.443,0.063,-0.081,-0.018,302.7,62.93,65.98,70.653,967443.0,127.0,0.425
2007,Billy Andrade,-0.241,-0.272,0.244,-0.079,-0.134,286.2,59.56,65.03,71.588,499197.0,137.0,-0.10700000000000003
2007,Billy Mayfair,0.604,0.234,0.315,0.141,-0.086,286.8,70.7,68.08,70.444,1814518.0,51.0,0.6900000000000001
2007,Blaine McCallister,,,,,,,,,,11330.0,245.0,
2007,Bo Van Pelt,0.949,0.354,0.282,0.153,0.16,294.7,61.97,66.4,70.051,1559181.0,61.0,0.7889999999999999
2007,Bob Burns,,,,,,,,,,18153.0,248.0,
2007,Bob Estes,0.38,-0.373,-0.094,0.232,0.616,282.6,65.28,63.19,70.962,878051.0,108.0,-0.23499999999999996
2007,Bob Heintz,0.078,-0.267,-0.113,0.237,0.221,285.2,64.74,63.17,71.162,649342.0,117.0,-0.14300000000000002
2007,Bob May,,,,,,,,,,244970.0,208.0,
2007,Bob Tway,-0.329,-0.314,-0.131,-0.044,0.16,284.3,60.45,63.52,71.272,456767.0,143.0,-0.489
2007,Boo Weekley,0.627,0.876,0.231,-0.289,-0.192,296.6,64.65,65.86,70.303,2613211.0,22.0,0.8180000000000001
2007,Brad Faxon,,,,,,,,,,84645.0,205.0,
2007,Brandt Jobe,,,,,,,,,,11016.0,246.0,
2007,Brandt Snedeker,0.672,-0.157,0.226,0.092,0.511,285.6,59.8,64.58,70.089,2836643.0,17.0,0.161
2007,Brendon de Jonge,-0.271,-0.002,0.079,-0.265,-0.083,293.8,59.2,64.35,71.413,447172.0,175.0,-0.188
2007,Brent Geiberger,,,,,,,,,,91750.0,203.0,
2007,Brett Quigley,0.128,-0.248,0.362,0.02,-0.005,290.7,55.9,62.11,71.212,717411.0,114.0,0.13399999999999998
2007,Brett Wetterich,0.134,0.671,0.205,-0.21,-0.533,303.3,58.15,66.28,70.902,2208282.0,29.0,0.666
2007,Brian Bateman,-0.739,-0.284,-0.121,-0.255,-0.079,291.6,58.74,61.33,71.657,1022763.0,67.0,-0.6599999999999999
2007,Brian Davis,0.593,0.014,0.23,0.284,0.065,279.6,71.96,64.96,70.799,1289207.0,75.0,0.528
2007,Brian Gay,0.356,-0.442,0.177,0.237,0.384,270.0,72.9,62.94,70.877,1114571.0,78.0,-0.028000000000000025
2007,Briny Baird,0.586,0.132,0.502,0.001,-0.049,292.1,66.24,69.27,70.662,985453.0,99.0,0.635
2007,Bryce Molder,-1.443,-0.956,-0.832,0.159,0.186,291.2,54.82,59.47,72.853,257593.0,235.0,-1.6289999999999998
2007,Bubba Dickerson,-1.63,0.111,-0.945,-0.136,-0.66,298.9,61.68,59.34,72.712,87430.0,219.0,-0.97
2007,Bubba Watson,0.372,0.539,-0.06,-0.192,0.085,315.2,55.66,65.49,70.914,1654807.0,37.0,0.28700000000000003
2007,Cameron Beckman,0.418,0.201,0.273,0.016,-0.072,291.9,67.7,69.87,70.845,902258.0,149.0,0.49000000000000005
2007,Camilo Villegas,0.949,0.369,0.603,-0.068,0.046,298.3,60.23,65.72,70.163,1866961.0,25.0,0.9039999999999999
2007,Carl Pettersson,0.821,0.092,0.312,0.185,0.232,288.5,59.41,63.84,70.453,2040938.0,36.0,0.589
2007,Carlos Franco,,,,,,,,,,108021.0,218.0,
2007,Chad Campbell,-0.237,-0.134,0.474,-0.099,-0.477,287.0,62.79,63.77,71.309,1701242.0,107.0,0.24099999999999996
2007,Charles Howell III,0.368,-0.212,0.144,0.099,0.338,299.8,49.54,63.37,70.655,2832091.0,13.0,0.031
2007,Charles Warren,0.314,0.68,0.119,-0.162,-0.324,302.8,66.81,68.37,70.793,1068440.0,87.0,0.637
2007,Charley Hoffman,-0.034,0.348,-0.245,-0.29,0.153,299.9,57.08,64.03,71.229,1689366.0,50.0,-0.187
2007,Charlie Wi,0.421,-0.032,-0.195,0.232,0.416,286.0,66.59,66.35,70.873,1145975.0,86.0,0.0050000000000000044
2007,Chris Couch,-0.616,0.369,-0.333,-0.517,-0.135,299.8,56.59,64.11,71.783,355386.0,153.0,-0.48100000000000004
2007,Chris DiMarco,0.115,-0.349,0.556,-0.023,-0.068,282.4,59.05,60.53,70.913,950414.0,100.0,0.18400000000000008
2007,Chris Riley,0.305,-0.343,-0.277,0.644,0.281,280.6,71.39,62.12,71.009,403199.0,179.0,0.02399999999999991
2007,Chris Smith,,,,,,,,,,50381.0,223.0,
2007,Chris Stroud,-0.041,0.146,-0.257,0.157,-0.087,290.0,66.56,66.15,71.218,673106.0,167.0,0.045999999999999985
2007,Chris Tidland,-0.706,-0.009,-0.822,-0.422,0.547,292.9,61.8,63.64,71.967,339482.0,172.0,-1.253
2007,Cliff Kresge,0.074,-0.231,0.248,-0.038,0.095,285.6,61.15,64.75,70.76,901549.0,92.0,-0.02100000000000001
2007,Corey Pavin,-0.178,-0.968,0.235,0.246,0.309,265.3,68.82,60.77,71.276,498252.0,136.0,-0.487
2007,Craig Barlow,0.024,-0.046,0.135,0.189,-0.253,295.5,60.97,67.2,71.343,154214.0,199.0,0.278
2007,Craig Bowden,-0.004,-0.169,-0.087,-0.003,0.255,273.1,73.07,64.91,71.565,333970.0,166.0,-0.259
2007,Craig Kanada,0.011,-0.308,0.038,0.268,0.012,277.2,65.96,64.5,71.065,743305.0,106.0,-0.0020000000000000018
2007,Craig Lile,-0.108,-0.361,-0.255,0.024,0.484,283.9,63.27,63.04,71.386,255659.0,193.0,-0.592
2007,Craig Stadler,,,,,,,,,,18560.0,239.0,
2007,D.J. Brigman,-0.49,-0.195,-0.146,-0.123,-0.026,288.9,62.2,66.05,71.467,268205.0,192.0,-0.46399999999999997
2007,D.J. Trahan,-0.029,0.556,0.143,-0.169,-0.559,295.1,65.36,66.95,71.083,1106374.0,118.0,0.53
2007,Daisuke Maruyama,-0.385,0.16,0.068,-0.348,-0.265,288.6,67.42,64.91,71.547,499206.0,191.0,-0.11999999999999997
2007,Dan Forsman,,,,,,,,,,185522.0,231.0,
2007,Daniel Chopra,0.402,-0.02,0.036,0.164,0.222,297.6,55.34,65.2,70.948,1755110.0,116.0,0.18
