year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2024,Aaron Baddeley,-0.499,-1.031,-0.359,0.404,0.487,283.4,57.92,63.39,71.828,471410,154.0,-0.9859999999999999
2024,Aaron Rai,1.185,0.303,0.676,0.152,0.054,293.8,72.02,71.58,70.027,4613515,23.0,1.131
2024,Adam Hadwin,-0.028,-0.002,-0.053,0.004,0.023,297.6,61.98,64.91,71.018,4052108,47.0,-0.051000000000000004
2024,Adam Long,,,,,,,,,,32063,220.0,
2024,Adam Schenk,-0.411,0.188,-0.531,-0.094,0.026,302.1,60.05,65.16,71.617,1861382,80.0,-0.43700000000000006
2024,Adam Scott,0.938,0.321,0.114,0.104,0.399,307.1,58.28,66.35,69.969,4753172,4.0,0.539
2024,Adam Svensson,0.1,0.059,0.344,0.145,-0.447,297.4,65.7,67.55,70.976,2014485,76.0,0.5479999999999999
2024,Adrian Meronk,,,,,,,,,,45238,219.0,
2024,Adrien Dumont de Chassart,-1.207,-0.336,-0.379,-0.227,-0.266,302.6,55.54,66.22,71.821,822656,166.0,-0.9420000000000001
2024,Akshay Bhatia,0.748,0.188,0.264,-0.048,0.345,299.8,65.5,66.02,70.448,5344905,26.0,0.404
2024,Alejandro Tosti,-0.713,0.547,-0.602,-0.244,-0.414,315.6,52.93,65.06,71.895,1086746,129.0,-0.29899999999999993
2024,Alex Cejka,,,,,,,,,,38525,228.0,
2024,Alex Noren,1.011,0.118,0.286,0.394,0.213,295.5,63.78,68.28,70.005,3649210,37.0,0.798
2024,Alex Smalley,-0.351,0.352,-0.086,-0.198,-0.418,307.5,62.43,70.65,71.346,1102220,130.0,0.068
2024,Alexander Björk,,,,,,,,,,414659,167.0,
2024,Anders Albertson,,,,,,,,,,8760,236.0,
2024,Andrew Novak,0.786,0.159,0.43,0.2,-0.003,298.7,58.76,71.15,70.141,2507992,86.0,0.7889999999999999
2024,Andrew Putnam,0.297,-0.485,0.212,0.28,0.289,280.8,65.7,68.92,70.941,2054544,73.0,0.007000000000000006
2024,Austin Cook,,,,,,,,,,230622,182.0,
2024,Austin Eckroat,0.301,0.333,0.395,-0.243,-0.172,300.8,67.86,66.17,70.633,5054871,45.0,0.485
2024,Austin Smotherman,0.108,0.236,0.456,-0.027,-0.557,299.8,64.77,73.17,71.31,414237,189.0,0.6649999999999999
2024,Beau Hossler,0.593,0.086,-0.374,0.385,0.496,302.7,59.66,69.54,70.462,2607962,85.0,0.09699999999999998
2024,Ben Crane,,,,,,,,,,13662,,
2024,Ben Griffin,0.716,-0.12,0.327,0.271,0.238,295.6,59.21,69.79,70.192,3459847,61.0,0.47800000000000004
2024,Ben Kohles,-0.348,0.015,0.169,-0.332,-0.201,290.9,70.57,70.0,71.386,1853159,83.0,-0.14800000000000002
2024,Ben Martin,,,,,,,,,,605828,152.0,
2024,Ben Silverman,0.717,0.097,-0.008,0.078,0.55,293.9,62.89,70.09,70.492,1262599,109.0,0.16699999999999998
2024,Ben Taylor,-1.067,-0.675,-0.644,0.139,0.113,299.4,54.52,63.71,72.267,258058,184.0,-1.18
2024,Bill Haas,,,,,,,,,,98084,199.0,
2024,Billy Horschel,0.731,0.146,0.007,0.136,0.442,299.4,63.76,66.45,69.875,5037278,23.0,0.28900000000000003
2024,Blaine Hale Jr.,-1.388,-0.384,-0.157,-0.661,-0.187,307.1,53.46,65.28,72.697,108473,211.0,-1.202
2024,Brandon Wu,-0.458,-0.478,-0.006,0.164,-0.138,291.5,61.97,67.7,71.43,750748,153.0,-0.31999999999999995
2024,Brandt Snedeker,-1.164,-0.561,-0.697,-0.054,0.147,281.0,62.03,63.7,72.589,238234,208.0,-1.312
2024,Brendon Todd,-0.112,-0.398,-0.423,0.3,0.409,279.8,68.07,63.08,71.058,2461227,63.0,-0.5209999999999999
2024,Brian Harman,0.788,0.083,0.322,0.092,0.291,292.7,67.19,65.84,70.39,5201770,31.0,0.497
2024,Brian Stuard,,,,,,,,,,8360,238.0,
2024,Brice Garnett,-0.15,-0.173,0.185,0.263,-0.424,289.2,70.51,71.06,71.028,1340330,88.0,0.275
2024,Bronson Burgoon,,,,,,,,,,222850,188.0,
2024,Bud Cauley,0.313,0.176,0.161,0.15,-0.175,299.7,61.73,70.58,70.844,638703,186.0,0.487
2024,Byeong Hun An,0.499,0.404,0.181,-0.006,-0.079,317.1,53.33,67.63,70.627,5871643,21.0,0.579
2024,C.T. Pan,0.541,-0.023,0.159,0.36,0.045,294.4,64.43,67.8,70.549,1801097,93.0,0.496
2024,Callum Tarren,-1.247,-0.344,-0.092,-0.182,-0.629,306.9,52.99,66.43,72.117,287924,181.0,-0.6179999999999999
2024,Cam Davis,-0.426,-0.109,-0.105,0.041,-0.254,303.2,61.08,63.49,71.404,4039533,36.0,-0.173
2024,Cameron Champ,-0.16,0.883,-0.716,-0.637,0.31,322.8,60.94,68.32,71.519,352843,164.0,-0.47
2024,Cameron Young,0.262,0.375,0.116,0.005,-0.234,308.9,59.61,66.19,70.841,4057224,44.0,0.496
2024,Camilo Villegas,-1.988,-0.96,-0.251,-0.057,-0.72,284.9,57.8,66.28,72.92,232296,194.0,-1.2679999999999998
2024,Carl Yuan,-0.807,0.23,-0.359,-0.048,-0.63,309.8,59.26,63.11,72.065,1013322,128.0,-0.177
2024,Carson Young,0.257,0.301,0.153,-0.327,0.129,295.6,70.5,69.57,70.742,1937622,114.0,0.12699999999999995
2024,Chad Ramey,-0.057,-0.116,-0.402,0.056,0.406,293.9,65.07,68.81,71.192,1266025,111.0,-0.462
