year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2018,Aaron Baddeley,0.309,-0.345,0.117,0.595,-0.057,295.3,53.27,63.39,70.85,725928.0,132.0,0.367
2018,Aaron Wise,0.703,0.41,0.012,0.042,0.238,302.9,63.33,68.81,70.247,3486407.0,24.0,0.46399999999999997
2018,Abraham Ancer,0.32,0.325,0.074,-0.022,-0.056,296.1,63.64,66.49,70.659,1676695.0,60.0,0.377
2018,Adam Hadwin,0.596,0.057,0.166,0.267,0.106,289.4,65.6,68.04,70.75,1932488.0,36.0,0.49
2018,Adam Schenk,-0.15,0.073,-0.262,-0.091,0.13,305.5,57.67,67.92,71.37,474923.0,,-0.28
2018,Adam Scott,0.779,0.3,0.639,0.125,-0.285,304.6,62.51,70.66,70.42,2237641.0,51.0,1.064
2018,Alex Cejka,0.312,-0.024,-0.169,0.495,0.009,286.7,66.49,63.77,70.675,1198541.0,108.0,0.302
2018,Alex Noren,1.044,0.208,0.107,-0.029,0.758,299.2,61.73,64.91,69.973,2699150.0,43.0,0.286
2018,Andres Romero,,,,,,,,,,206764.0,,
2018,Andrew Johnston,,,,,,,,,,24448.0,,
2018,Andrew Landry,-0.039,0.206,-0.083,-0.152,-0.01,291.1,62.92,65.63,71.059,2642179.0,37.0,-0.029000000000000012
2018,Andrew Putnam,0.472,-0.146,0.38,0.187,0.052,293.8,60.42,70.47,70.579,2387382.0,33.0,0.42100000000000004
2018,Andrew Yun,-1.936,-0.457,-0.447,-0.432,-0.6,290.6,53.58,61.85,73.624,41566.0,,-1.336
2018,Anirban Lahiri,0.104,0.07,-0.285,0.12,0.199,294.0,60.09,64.7,70.66,1441205.0,99.0,-0.09499999999999997
2018,Arjun Atwal,,,,,,,,,,12006.0,,
2018,Austin Cook,0.569,0.12,-0.045,0.179,0.315,292.3,66.76,66.51,70.469,2448920.0,38.0,0.254
2018,Beau Hossler,0.584,0.281,-0.395,0.013,0.685,300.0,60.47,67.95,70.574,2449707.0,46.0,-0.10099999999999999
2018,Ben Crane,0.176,-0.302,-0.038,0.184,0.332,281.1,67.52,64.88,71.097,620646.0,148.0,-0.15599999999999997
2018,Ben Martin,-0.001,-0.142,0.119,-0.096,0.118,289.6,63.52,63.98,70.974,532936.0,150.0,-0.119
2018,Ben Silverman,-0.206,0.069,-0.385,-0.128,0.238,290.2,65.56,64.95,71.281,793140.0,136.0,-0.444
2018,Bernhard Langer,,,,,,,,,,130200.0,,
2018,Bill Haas,0.079,-0.177,-0.052,0.368,-0.059,296.2,57.27,64.79,71.028,638414.0,,0.139
2018,Billy Horschel,1.112,0.538,0.352,-0.169,0.392,295.4,67.8,71.75,70.154,4315200.0,5.0,0.721
2018,Billy Hurley III,-0.702,-0.696,-0.17,0.139,0.025,284.0,59.24,63.02,71.715,145725.0,,-0.727
2018,Blayne Barber,-0.041,0.101,-0.047,-0.073,-0.022,294.7,64.67,69.98,70.835,398137.0,,-0.01899999999999999
2018,Bob Estes,,,,,,,,,,15431.0,,
2018,Branden Grace,0.812,0.163,0.174,0.125,0.35,298.9,63.49,67.1,70.412,1529289.0,88.0,0.46199999999999997
2018,Brandon Hagy,,,,,,,,,,76817.0,,
2018,Brandon Harkins,0.275,0.181,-0.006,-0.124,0.225,303.1,54.79,65.67,70.721,1148115.0,103.0,0.05099999999999999
2018,Brandt Snedeker,0.625,-0.145,-0.026,0.318,0.478,293.1,62.79,65.04,70.379,2448970.0,40.0,0.14700000000000002
2018,Brendan Steele,0.029,0.557,0.243,-0.195,-0.576,310.3,60.47,69.24,71.021,2291128.0,56.0,0.605
2018,Brendon de Jonge,,,,,,,,,,110276.0,,
2018,Brett Stegmaier,0.048,-0.135,0.078,-0.296,0.401,295.4,58.38,70.31,71.191,305607.0,,-0.353
2018,Brian Davis,,,,,,,,,,60851.0,,
2018,Brian Gay,0.565,-0.166,0.036,0.253,0.442,282.9,71.37,64.52,70.28,2152501.0,59.0,0.123
2018,Brian Harman,0.29,0.137,-0.024,-0.096,0.273,291.9,67.14,67.59,70.536,2733463.0,48.0,0.017000000000000015
2018,Brian Stuard,0.062,-0.227,0.099,0.026,0.164,278.9,71.44,67.12,71.038,1089763.0,86.0,-0.10200000000000001
2018,Brice Garnett,-0.31,0.188,-0.144,-0.278,-0.076,296.7,64.45,66.78,71.018,1466224.0,61.0,-0.234
2018,Bronson Burgoon,0.481,0.309,0.371,-0.307,0.107,302.8,64.53,68.44,70.701,1179616.0,78.0,0.37299999999999994
2018,Brooks Koepka,1.22,0.658,0.232,0.162,0.168,313.4,56.85,68.28,69.444,7094047.0,9.0,1.052
2018,Bryson DeChambeau,1.558,0.586,0.556,0.07,0.346,305.7,62.23,69.65,69.646,8094489.0,3.0,1.212
2018,Bubba Watson,0.555,0.78,0.005,-0.231,0.001,313.1,58.27,68.21,70.384,5793748.0,10.0,0.554
