year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2017,Aaron Baddeley,-0.172,-0.782,0.256,0.31,0.044,292.6,52.25,62.57,71.483,755356,138.0,-0.21600000000000003
2017,Adam Hadwin,0.551,0.003,0.183,-0.044,0.409,291.3,63.2,65.08,70.583,3455012,26.0,0.14200000000000002
2017,Adam Scott,1.006,0.524,0.536,0.043,-0.097,307.0,56.65,67.05,69.996,1695144,79.0,1.103
2017,Alex Cejka,-0.452,-0.02,-0.2,0.127,-0.359,282.1,67.19,66.45,71.461,618171,149.0,-0.093
2017,Andres Gonzales,0.02,-0.104,-0.089,0.19,0.023,299.2,55.75,67.71,71.112,422078,,-0.0030000000000000027
2017,Andres Romero,,,,,,,,,,196518,,
2017,Andrew Johnston,,,,,,,,,,293233,,
2017,Andrew Loupe,-1.416,-0.348,-0.424,-0.403,-0.242,311.3,45.93,59.83,72.803,273070,,-1.175
2017,Anirban Lahiri,-0.186,0.234,-0.143,0.059,-0.336,297.0,59.82,63.43,70.799,1944289,51.0,0.15000000000000002
2017,Arjun Atwal,,,,,,,,,,40799,,
2017,Ben Crane,-0.223,-0.15,-0.024,0.105,-0.155,278.5,67.97,65.68,71.091,618483,147.0,-0.06899999999999999
2017,Ben Martin,0.163,0.138,0.297,-0.227,-0.044,291.7,63.67,66.6,70.954,850319,123.0,0.208
2017,Bill Haas,0.923,-0.047,0.399,0.516,0.055,293.0,59.27,67.91,70.011,2842173,35.0,0.8680000000000001
2017,Bill Lunde,,,,,,,,,,233984,,
2017,Billy Horschel,0.004,0.224,0.02,-0.324,0.084,300.1,60.07,67.89,70.832,2697960,42.0,-0.08000000000000002
2017,Billy Hurley III,0.11,-0.812,0.432,0.117,0.374,276.9,60.57,63.61,71.176,719579,135.0,-0.26300000000000007
2017,Blayne Barber,0.013,0.041,-0.123,-0.306,0.402,291.2,61.62,67.61,71.163,823082,122.0,-0.388
2017,Bob Estes,,,,,,,,,,76930,,
2017,Bobby Wyatt,,,,,,,,,,33139,,
2017,Boo Weekley,-0.323,0.634,0.425,-0.429,-0.954,289.9,71.67,68.65,71.476,416929,,0.6299999999999999
2017,Brad Fritsch,-0.719,-0.432,0.235,0.075,-0.596,288.3,56.4,64.21,71.855,166440,,-0.12200000000000001
2017,Branden Grace,0.271,0.18,0.173,0.165,-0.248,292.0,58.47,66.4,70.862,1315054,80.0,0.518
2017,Brandon Hagy,0.293,0.459,-0.393,0.118,0.109,312.7,52.46,64.5,70.875,861227,113.0,0.184
2017,Brandt Snedeker,1.079,-0.311,0.503,0.314,0.572,281.6,63.58,67.11,70.055,1625806,73.0,0.506
2017,Brendan Steele,0.875,0.387,0.411,0.09,-0.013,300.4,62.88,67.26,70.503,2907095,33.0,0.888
2017,Brendon Todd,,,,,,,,,,14925,,
2017,Brendon de Jonge,,,,,,,,,,54273,,
2017,Brett Drewitt,-1.035,-0.209,-0.314,-0.054,-0.457,286.4,60.73,64.78,72.13,184388,,-0.5770000000000001
2017,Brett Stegmaier,-1.265,-0.141,-0.117,-0.493,-0.514,288.7,64.66,66.74,72.115,271031,,-0.751
2017,Brian Campbell,-0.428,0.063,-0.75,-0.126,0.385,296.0,58.2,63.29,71.924,237537,,-0.8130000000000001
2017,Brian Gay,0.282,-0.417,-0.006,0.254,0.451,278.7,65.47,63.53,70.585,942372,112.0,-0.16899999999999998
2017,Brian Harman,0.746,0.015,-0.198,0.329,0.6,289.9,62.8,63.78,70.402,4396470,25.0,0.14600000000000002
