year,player_name,scoring_average
2007,José Coceres,70.737
2007,Kevin Sutherland,70.747
2007,Cliff Kresge,70.76
2007,Joe Ogilvie,70.761
2007,Nick Watney,70.789
2007,Charles Warren,70.793
2007,Brian Davis,70.799
2007,Paul Goydos,70.807
2007,Stephen Leaney,70.82
2007,Cameron Beckman,70.845
2007,Anders Hansen,70.856
2007,Steve Allan,70.873
2007,Charlie Wi,70.873
2007,Brian Gay,70.877
2007,Tim Petrovic,70.879
2007,Kevin Na,70.884
2007,Brett Wetterich,70.902
2007,Chris DiMarco,70.913
2007,Bubba Watson,70.914
2007,Henrik Stenson,70.935
2007,Daniel Chopra,70.948
2007,Troy Matteson,70.951
2007,Ryuji Imada,70.952
2007,Steve Marino,70.954
2007,Steve Flesch,70.958
2007,Bob Estes,70.962
2007,Shaun Micheel,70.964
2007,Jason Gore,70.969
2007,Davis Love III,70.984
2007,George McNeill,70.991
2007,Rocco Mediate,70.998
2007,Chris Riley,71.009
2007,Rich Beem,71.036
2007,Joe Durant,71.038
2007,Ryan Armour,71.048
2007,J.P. Hayes,71.065
2007,Craig Kanada,71.065
2007,Jay Williamson,71.074
2007,Michael Allen,71.077
2007,D.J. Trahan,71.083
2007,John Mallinger,71.085
2007,Jeff Quinney,71.112
2007,Tommy Armour III,71.133
2007,Frank Lickliter II,71.137
2007,Jarrod Lyle,71.142
2007,Johnson Wagner,71.144
2007,Jeff Gove,71.146
2007,Jason Dufner,71.154
2007,Bob Heintz,71.162
2007,Kent Jones,71.162
2007,Glen Day,71.172
2007,Shigeki Maruyama,71.175
2007,Jeff Maggert,71.195
2007,Brett Quigley,71.212
2007,Mathias Grönberg,71.214
2007,Michael Putnam,71.215
2007,Chris Stroud,71.218
2007,Michael Sim,71.219
2007,Charley Hoffman,71.229
2007,Gavin Coles,71.245
2007,John Merrick,71.265
2007,Bob Tway,71.272
2007,Corey Pavin,71.276
2007,Chad Campbell,71.309
2007,Doug LaBelle II,71.332
2007,Marco Dawson,71.336
2007,Craig Barlow,71.343
2007,Robert Garrigus,71.358
2007,Ted Purdy,71.36
2007,J.B. Holmes,71.377
2007,Craig Lile,71.386
2007,Mark Hensby,71.408
2007,Brendon de Jonge,71.413
2007,Paul Stankowski,71.427
2007,Tag Ridings,71.435
2007,Andrew Buckle,71.443
2007,Dicky Pride,71.465
2007,D.J. Brigman,71.467
2007,Parker McLachlin,71.516
2007,José María Olazábal,71.521
2007,Daisuke Maruyama,71.547
2007,Richard Johnson,71.555
2007,Craig Bowden,71.565
2007,Harrison Frazar,71.569
2007,Steve Lowery,71.573
2007,Ben Curtis,71.582
2007,Billy Andrade,71.588
2007,Darron Stiles,71.592
2007,Robert Gamez,71.629
2007,Tripp Isenhour,71.635
2007,Duffy Waldorf,71.648
2007,Brian Bateman,71.657
2007,Rich Barcelo,71.659
2007,Joey Sindelar,71.664
2007,Ryan Palmer,71.68
2007,Jason Schultz,71.69
2007,Lee Janzen,71.715
2007,Jeff Brehaut,71.754
2007,Jeff Sluman,71.758
2007,Mark Brooks,71.783
2007,Chris Couch,71.783
2007,Kirk Triplett,71.818
2007,Tom Johnson,71.865
2007,Kevin Stadler,71.895
2007,John Daly,71.927
2007,Chris Tidland,71.967
2007,Eric Axley,71.97
2007,Scott Gutschewski,71.994
2007,Paul Gow,72.016
2007,Tom Byrum,72.018
2007,Greg Owen,72.086
2007,Michael Boyd,72.095
2007,Steve Wheatcroft,72.138
2007,David Branshaw,72.223
2007,Matt Hendrix,72.369
2007,Kyle Reifers,72.407
2007,Jim Rutledge,72.679
2007,Jaco Van Zyl,72.691
2007,Bubba Dickerson,72.712
2007,Bryce Molder,72.853
2007,Todd Hamilton,72.933
