year,player_name,scoring_average
2007,Tiger Woods,67.794
2007,Ernie Els,69.294
2007,Justin Rose,69.301
2007,Steve Stricker,69.394
2007,Phil Mickelson,69.456
2007,Jim Furyk,69.474
2007,Sergio Garcia,69.481
2007,Vijay Singh,69.489
2007,K.J. Choi,69.611
2007,Scott Verplank,69.693
2007,Rory Sabbatini,69.741
2007,Arron Oberholser,69.807
2007,Padraig Harrington,69.822
2007,Tim Clark,69.877
2007,David Toms,69.883
2007,Zach Johnson,69.906
2007,Heath Slocum,69.948
2007,Hunter Mahan,69.99
2007,Adam Scott,70.008
2007,Pat Perez,70.051
2007,Bo Van Pelt,70.051
2007,Ian Poulter,70.073
2007,Geoff Ogilvy,70.085
2007,Aaron Baddeley,70.088
2007,Brandt Snedeker,70.089
2007,Stephen Ames,70.09
2007,Luke Donald,70.118
2007,Anthony Kim,70.128
2007,Stewart Cink,70.133
2007,Mike Weir,70.151
2007,Camilo Villegas,70.163
2007,Sean O'Hair,70.19
2007,Freddie Jacobson,70.259
2007,Retief Goosen,70.297
2007,Boo Weekley,70.303
2007,Jerry Kelly,70.313
2007,Rod Pampling,70.335
2007,Jeff Overton,70.339
2007,Kenny Perry,70.369
2007,Lucas Glover,70.417
2007,Woody Austin,70.419
2007,John Rollins,70.419
2007,Alex Cejka,70.437
2007,Billy Mayfair,70.444
2007,Carl Pettersson,70.453
2007,Robert Allenby,70.462
2007,Stuart Appleby,70.477
2007,Jonathan Byrd,70.488
2007,J.J. Henry,70.506
2007,Tim Herron,70.509
2007,Justin Leonard,70.527
2007,Steve Elkington,70.532
2007,Fred Funk,70.55
2007,Dean Wilson,70.557
2007,Vaughn Taylor,70.561
2007,John Senden,70.566
2007,Mark Wilson,70.57
2007,Mark Calcavecchia,70.579
2007,Peter Lonard,70.611
2007,Jason Bohn,70.614
2007,Ken Duke,70.628
2007,Jesper Parnevik,70.629
2007,Nick O'Hern,70.63
2007,Bart Bryant,70.637
2007,Nathan Green,70.644
2007,Bill Haas,70.653
2007,Charles Howell III,70.655
2007,Tom Pernice Jr.,70.659
2007,Briny Baird,70.662
2007,Tom Lehman,70.667
2007,Ryan Moore,70.7
2007,Mathew Goggin,70.703
2007,Matt Kuchar,70.703
2007,Will MacKenzie,70.718
2007,Trevor Immelman,70.731
