year,player_name,sg_off_the_tee
2012,Tommy Biershenk,-0.551
2012,Matt Bettencourt,-0.558
2012,Colt Knost,-0.566
2012,Brendon Todd,-0.57
2012,Marco Dawson,-0.606
2012,Sung Kang,-0.628
2012,Bryce Molder,-0.632
2012,Gavin Coles,-0.676
2012,Derek Lamely,-0.754
2012,Nick O'Hern,-0.86
2012,Ryuji Imada,-0.919
2012,Tom Pernice Jr.,-0.921
2012,Stephen Gangluff,-0.932
2012,Billy Hurley III,-0.967
2012,Michael Bradley,-1.146
