year,player_name,sg_off_the_tee
2012,Bubba Watson,1.485
2012,Rory McIlroy,1.072
2012,Charlie Beljan,0.797
2012,Robert Garrigus,0.797
2012,Kyle Stanley,0.786
2012,Dustin Johnson,0.72
2012,Keegan Bradley,0.68
2012,Boo Weekley,0.668
2012,Lee Westwood,0.628
2012,John Rollins,0.627
2012,Adam Scott,0.605
2012,J.B. Holmes,0.585
2012,Josh Teater,0.57
2012,Jason Dufner,0.553
2012,Tiger Woods,0.553
2012,Billy Horschel,0.546
2012,Will Claxton,0.524
2012,John Senden,0.503
2012,Graham DeLaet,0.5
2012,Louis Oosthuizen,0.496
2012,Graeme McDowell,0.49
2012,Ryan Palmer,0.485
2012,Scott Piercy,0.476
2012,Bill Haas,0.472
2012,Rickie Fowler,0.458
2012,Bo Van Pelt,0.45
2012,Vijay Singh,0.435
2012,Jeff Overton,0.434
2012,Hunter Mahan,0.4
2012,Scott Stallings,0.393
2012,John Huh,0.391
2012,Chris Couch,0.377
2012,Martin Laird,0.374
2012,Charl Schwartzel,0.356
2012,S.Y. Noh,0.355
2012,Justin Rose,0.355
2012,Kevin Stadler,0.351
2012,Sergio Garcia,0.346
2012,Henrik Stenson,0.343
2012,Brian Harman,0.337
2012,Greg Owen,0.336
2012,Charley Hoffman,0.334
2012,Bobby Gates,0.331
2012,Gary Woodland,0.32
2012,Jeff Maggert,0.287
2012,Harris English,0.286
2012,Tim Clark,0.285
2012,John Daly,0.272
2012,Ernie Els,0.272
2012,Sean O'Hair,0.255
2012,Heath Slocum,0.248
2012,Rory Sabbatini,0.247
2012,Roberto Castro,0.244
2012,Blake Adams,0.237
2012,Kevin Chappell,0.228
2012,Jim Furyk,0.225
2012,Webb Simpson,0.222
2012,Erik Compton,0.215
2012,Tom Gillis,0.207
2012,Davis Love III,0.206
2012,John Merrick,0.202
2012,Daniel Summerhays,0.2
2012,Ángel Cabrera,0.198
2012,Brandt Jobe,0.198
2012,Cameron Tringale,0.195
2012,Padraig Harrington,0.193
2012,Kris Blanks,0.192
2012,Ian Poulter,0.186
2012,Brendon de Jonge,0.185
2012,Scott Brown,0.17
2012,Gary Christian,0.17
2012,Ryan Moore,0.163
2012,Geoff Ogilvy,0.158
2012,Tim Herron,0.152
2012,David Toms,0.131
2012,Chez Reavie,0.125
2012,Hunter Haas,0.123
2012,Jason Day,0.121
2012,Steve Stricker,0.116
2012,Zach Johnson,0.112
2012,Matt Kuchar,0.11
2012,Kevin Streelman,0.11
2012,Harrison Frazar,0.108
2012,Mathew Goggin,0.108
2012,Kevin Kisner,0.106
2012,Richard Lee,0.106
2012,Ben Crane,0.102
2012,Pat Perez,0.099
2012,Charles Howell III,0.098
2012,D.J. Trahan,0.088
2012,Brendan Steele,0.084
2012,Billy Mayfair,0.08
2012,Camilo Villegas,0.08
2012,Martin Flores,0.077
2012,Sangmoon Bae,0.069
2012,D.A. Points,0.067
2012,Bud Cauley,0.065
2012,K.J. Choi,0.064
2012,Scott Dunlap,0.062
2012,Rod Pampling,0.061
2012,Edward Loar,0.059
2012,Kyle Reifers,0.056
2012,Bill Lunde,0.052
2012,J.J. Henry,0.051
2012,Russell Knox,0.049
2012,Carl Pettersson,0.041
2012,Chris Kirk,0.032
2012,Ken Duke,0.019
2012,Steve Wheatcroft,0.001
2012,Stuart Appleby,-0.003
2012,Garth Mulroy,-0.004
2012,Brian Davis,-0.012
2012,Jhonattan Vegas,-0.012
2012,Nick Watney,-0.016
2012,Jerry Kelly,-0.018
2012,David Hearn,-0.022
2012,Johnson Wagner,-0.027
2012,Chad Campbell,-0.04
2012,Robert Karlsson,-0.04
2012,Miguel Angel Carballo,-0.042
2012,Ben Curtis,-0.044
2012,Jason Kokrak,-0.044
2012,Matt Every,-0.051
2012,J.J. Killeen,-0.063
2012,Troy Matteson,-0.066
2012,Freddie Jacobson,-0.071
2012,Alexandre Rocha,-0.083
2012,John Mallinger,-0.086
2012,William McGirt,-0.092
2012,Jonas Blixt,-0.1
2012,Phil Mickelson,-0.103
2012,Rocco Mediate,-0.106
2012,Aaron Baddeley,-0.108
2012,Tommy Gainey,-0.108
2012,Jason Bohn,-0.11
2012,Y.E. Yang,-0.118
2012,Arjun Atwal,-0.132
2012,Trevor Immelman,-0.14
2012,George McNeill,-0.149
2012,Roland Thatcher,-0.156
2012,Luke Donald,-0.188
2012,Ted Potter Jr.,-0.191
2012,Matt Jones,-0.192
2012,Charlie Wi,-0.197
2012,Ryo Ishikawa,-0.199
2012,Danny Lee,-0.202
2012,David Mathis,-0.203
2012,Kyle Thompson,-0.204
2012,Spencer Levin,-0.207
2012,Marc Leishman,-0.209
2012,Troy Kelly,-0.211
2012,Andres Romero,-0.216
2012,Mark Anderson,-0.217
2012,Jonathan Byrd,-0.22
2012,Cameron Beckman,-0.226
2012,Chris Stroud,-0.236
2012,Jimmy Walker,-0.243
2012,Kevin Na,-0.255
2012,Mark Wilson,-0.255
2012,Brandt Snedeker,-0.276
2012,Stephen Ames,-0.277
2012,Dicky Pride,-0.287
2012,Ricky Barnes,-0.29
2012,Vaughn Taylor,-0.327
2012,Greg Chalmers,-0.335
2012,Brian Gay,-0.364
2012,Chris DiMarco,-0.371
2012,Michael Thompson,-0.375
2012,Justin Leonard,-0.401
2012,Robert Allenby,-0.449
2012,Bob Estes,-0.454
2012,Patrick Sheehan,-0.468
2012,Nathan Green,-0.479
2012,Stewart Cink,-0.485
2012,Daniel Chopra,-0.489
2012,James Driscoll,-0.525
