year,player_name,sg_putting
2014,Graeme McDowell,0.882
2014,Aaron Baddeley,0.872
2014,Greg Chalmers,0.856
2014,Matt Every,0.733
2014,Freddie Jacobson,0.704
2014,Brendon Todd,0.664
2014,Luke Donald,0.517
2014,Morgan Hoffmann,0.506
2014,Justin Leonard,0.496
2014,Daniel Summerhays,0.492
2014,Stuart Appleby,0.487
2014,Jimmy Walker,0.479
2014,John Senden,0.476
2014,Michael Thompson,0.466
2014,Matt Kuchar,0.457
2014,Richard Lee,0.446
2014,Chad Collins,0.438
2014,Sangmoon Bae,0.418
2014,Ben Curtis,0.4
2014,Jordan Spieth,0.399
2014,Kevin Kisner,0.388
2014,Chris Kirk,0.374
2014,Andres Romero,0.353
2014,Retief Goosen,0.352
2014,Andrew Loupe,0.35
2014,K.J. Choi,0.332
2014,Russell Henley,0.332
2014,Brandt Snedeker,0.326
2014,Jason Day,0.317
2014,David Hearn,0.315
2014,Kevin Na,0.315
2014,William McGirt,0.314
2014,Jonas Blixt,0.303
2014,Webb Simpson,0.3
2014,Ryan Palmer,0.295
2014,Ben Martin,0.291
2014,Rickie Fowler,0.29
2014,Paul Casey,0.283
2014,Brian Stuard,0.283
2014,Erik Compton,0.282
2014,Rory McIlroy,0.274
2014,George McNeill,0.271
2014,Brian Gay,0.268
2014,Scott Langley,0.268
2014,Charley Hoffman,0.266
2014,Mike Weir,0.256
2014,Keegan Bradley,0.254
2014,Pat Perez,0.251
2014,Bryce Molder,0.249
2014,Patrick Reed,0.249
2014,Jerry Kelly,0.239
2014,Phil Mickelson,0.234
2014,Jason Kokrak,0.222
2014,Billy Horschel,0.22
2014,Adam Scott,0.22
2014,Scott Brown,0.211
2014,Hunter Mahan,0.207
2014,Tim Wilkinson,0.205
2014,Luke Guthrie,0.19
2014,Chris Stroud,0.182
2014,Sergio Garcia,0.167
2014,Brooks Koepka,0.162
2014,Ricky Barnes,0.157
2014,Will MacKenzie,0.154
2014,Lee Westwood,0.151
2014,Bill Haas,0.147
2014,Brian Davis,0.145
2014,Matt Jones,0.142
2014,Danny Lee,0.141
2014,Ben Crane,0.138
2014,Jason Bohn,0.126
2014,James Driscoll,0.123
2014,Brendan Steele,0.121
2014,Robert Streb,0.119
2014,Brian Harman,0.113
2014,Charlie Wi,0.112
2014,Brice Garnett,0.109
2014,Cameron Tringale,0.107
2014,Zach Johnson,0.106
2014,Ryo Ishikawa,0.092
2014,Jim Furyk,0.091
2014,Dustin Johnson,0.082
2014,Sean O'Hair,0.082
2014,Justin Hicks,0.069
2014,Ian Poulter,0.067
2014,Charl Schwartzel,0.055
2014,David Toms,0.055
2014,Johnson Wagner,0.05
2014,Robert Garrigus,0.047
2014,Ryan Moore,0.042
2014,Chesson Hadley,0.041
2014,Billy Hurley III,0.039
2014,Charles Howell III,0.037
2014,Tim Clark,0.025
2014,D.H. Lee,0.024
2014,Troy Merritt,0.024
2014,Tommy Gainey,0.019
2014,Jeff Overton,0.017
2014,Tyrone Van Aswegen,0.017
2014,Ángel Cabrera,0.007
2014,Kevin Streelman,0.006
2014,Wes Roach,0.0
2014,Camilo Villegas,0.0
2014,Marc Leishman,-0.017
2014,Andrew Svoboda,-0.026
2014,Harris English,-0.028
2014,Brendon de Jonge,-0.032
2014,Justin Rose,-0.04
2014,Brad Fritsch,-0.05
2014,Bubba Watson,-0.05
2014,Bo Van Pelt,-0.053
2014,Y.E. Yang,-0.073
2014,J.B. Holmes,-0.075
2014,Nick Watney,-0.075
2014,Heath Slocum,-0.078
2014,David Lingmerth,-0.087
2014,Bronson La'Cassie,-0.088
2014,Graham DeLaet,-0.093
2014,Spencer Levin,-0.094
2014,Martin Kaymer,-0.111
2014,Russell Knox,-0.116
2014,Gonzalo Fernandez-Castaño,-0.12
2014,S.Y. Noh,-0.121
2014,Stewart Cink,-0.131
2014,Woody Austin,-0.137
2014,Carl Pettersson,-0.138
2014,Martin Flores,-0.144
2014,Shawn Stefani,-0.146
2014,Gary Woodland,-0.149
2014,Martin Laird,-0.154
2014,Briny Baird,-0.156
2014,Kevin Tway,-0.157
2014,John Huh,-0.159
2014,Robert Allenby,-0.163
2014,Henrik Stenson,-0.17
2014,Ernie Els,-0.171
2014,J.J. Henry,-0.187
2014,Hudson Swafford,-0.2
2014,Will Wilcox,-0.204
2014,Ted Potter Jr.,-0.216
2014,Josh Teater,-0.218
2014,Charlie Beljan,-0.231
2014,John Rollins,-0.252
2014,Jonathan Byrd,-0.271
2014,Kevin Chappell,-0.278
2014,Scott Stallings,-0.305
2014,James Hahn,-0.306
2014,Rory Sabbatini,-0.326
2014,Geoff Ogilvy,-0.331
2014,D.A. Points,-0.344
2014,Davis Love III,-0.361
2014,Jim Herman,-0.362
2014,Jhonattan Vegas,-0.37
2014,Roberto Castro,-0.384
2014,Bud Cauley,-0.389
2014,Hideki Matsuyama,-0.393
2014,Ken Duke,-0.409
2014,Michael Putnam,-0.409
2014,Troy Matteson,-0.422
2014,Louis Oosthuizen,-0.429
2014,Chad Campbell,-0.434
2014,Kevin Stadler,-0.467
2014,Trevor Immelman,-0.474
2014,Mark Wilson,-0.539
2014,Derek Ernst,-0.558
2014,John Merrick,-0.568
2014,Jason Dufner,-0.576
2014,Vijay Singh,-0.579
2014,Steven Bowditch,-0.581
2014,Jamie Lovemark,-0.585
2014,Nicholas Thompson,-0.622
2014,Jeff Maggert,-0.652
2014,Jim Renner,-0.792
2014,John Peterson,-0.819
2014,Boo Weekley,-1.152
2014,Kyle Stanley,-1.385
2014,Lucas Glover,-1.475
