year,player_name,sg_off_the_tee
2019,Rory McIlroy,1.195
2019,Jhonattan Vegas,0.753
2019,Bubba Watson,0.743
2019,Dustin Johnson,0.703
2019,Jon Rahm,0.692
2019,Cameron Champ,0.657
2019,Keith Mitchell,0.657
2019,Corey Conners,0.653
2019,Paul Casey,0.614
2019,Abraham Ancer,0.575
2019,Jason Kokrak,0.55
2019,Tommy Fleetwood,0.545
2019,Jason Day,0.535
2019,Aaron Wise,0.533
2019,Brendan Steele,0.518
2019,Luke List,0.481
2019,Justin Thomas,0.479
2019,Patrick Cantlay,0.475
2019,Gary Woodland,0.472
2019,Emiliano Grillo,0.47
2019,Brooks Koepka,0.468
2019,Xander Schauffele,0.456
2019,Tony Finau,0.439
2019,Bryson DeChambeau,0.421
2019,Kevin Streelman,0.383
2019,Hideki Matsuyama,0.381
2019,Alex Prugh,0.379
2019,Sepp Straka,0.378
2019,Byeong Hun An,0.351
2019,Sergio Garcia,0.35
2019,Daniel Berger,0.344
2019,Seth Reeves,0.343
2019,Sungjae Im,0.341
2019,Trey Mullinax,0.341
2019,Matt Fitzpatrick,0.338
2019,Joaquin Niemann,0.338
2019,Lucas Glover,0.337
2019,Kramer Hickok,0.336
2019,Brian Harman,0.312
2019,Adam Hadwin,0.31
2019,Matt Jones,0.304
2019,Rory Sabbatini,0.3
2019,Adam Scott,0.285
2019,Brice Garnett,0.281
2019,Sam Burns,0.277
2019,Dylan Frittelli,0.272
2019,Scott Piercy,0.27
2019,Jason Dufner,0.264
2019,Charles Howell III,0.262
2019,Hunter Mahan,0.262
2019,Harold Varner III,0.26
2019,Ryan Palmer,0.255
2019,Chez Reavie,0.254
2019,Joel Dahmen,0.249
2019,Rickie Fowler,0.247
2019,Keegan Bradley,0.238
2019,Austin Cook,0.236
2019,Max Homa,0.213
2019,Adam Svensson,0.213
2019,J.B. Holmes,0.21
2019,Jim Herman,0.203
2019,Scott Brown,0.199
2019,Cam Davis,0.197
2019,Joey Garber,0.191
2019,Andrew Landry,0.185
2019,Rafa Cabrera Bello,0.18
2019,Justin Rose,0.179
2019,Carlos Ortiz,0.177
2019,Tyrrell Hatton,0.176
2019,Sung Kang,0.165
2019,Ben Silverman,0.164
2019,Patrick Rodgers,0.157
2019,Tyler Duncan,0.156
2019,Kevin Kisner,0.149
2019,Billy Horschel,0.145
2019,Patrick Reed,0.145
2019,Russell Henley,0.137
2019,Nick Taylor,0.135
2019,Louis Oosthuizen,0.13
2019,K.H. Lee,0.125
2019,Roberto Díaz,0.118
2019,Ryan Moore,0.114
2019,Danny Willett,0.108
2019,Francesco Molinari,0.105
2019,Martin Laird,0.1
2019,Hank Lebioda,0.085
2019,Danny Lee,0.085
2019,Wyndham Clark,0.084
2019,Alex Noren,0.083
2019,Josh Teater,0.081
2019,Adam Schenk,0.08
2019,Wes Roach,0.079
2019,Si Woo Kim,0.066
2019,Matt Kuchar,0.063
2019,Denny McCarthy,0.061
2019,Richy Werenski,0.057
2019,Bronson Burgoon,0.054
2019,Zach Johnson,0.053
2019,Charley Hoffman,0.049
2019,Fabián Gómez,0.048
2019,Beau Hossler,0.048
2019,Jim Knous,0.041
2019,Sam Ryder,0.038
2019,Kyle Stanley,0.037
2019,J.T. Poston,0.032
2019,Brandon Harkins,0.03
2019,Branden Grace,0.024
2019,Sangmoon Bae,0.02
2019,Russell Knox,0.013
2019,Chase Wright,0.013
2019,Nick Watney,0.01
2019,Scott Stallings,0.009
2019,Jonas Blixt,-0.003
2019,Webb Simpson,-0.007
2019,Kiradech Aphibarnrat,-0.015
2019,Harris English,-0.024
2019,Kyle Jones,-0.03
2019,Adam Long,-0.036
2019,Michael Thompson,-0.045
2019,J.J. Spaun,-0.046
2019,Hudson Swafford,-0.047
2019,Sebastián Muñoz,-0.048
2019,Ryan Blaum,-0.052
2019,Troy Merritt,-0.054
2019,José de Jesús Rodríguez,-0.067
2019,Mackenzie Hughes,-0.068
2019,Jim Furyk,-0.072
2019,Roger Sloan,-0.072
2019,Martin Trainer,-0.075
2019,Marc Leishman,-0.077
2019,Ian Poulter,-0.078
2019,Bill Haas,-0.083
2019,Alex Cejka,-0.092
2019,J.J. Henry,-0.099
2019,Kevin Tway,-0.099
2019,Ryan Armour,-0.103
2019,Cameron Tringale,-0.108
2019,John Chin,-0.112
2019,C.T. Pan,-0.114
2019,Cameron Smith,-0.123
2019,Sam Saunders,-0.136
2019,David Hearn,-0.158
2019,Bud Cauley,-0.163
2019,Tom Hoge,-0.179
2019,Jimmy Walker,-0.181
2019,Rod Pampling,-0.187
2019,Brandt Snedeker,-0.193
2019,Johnson Wagner,-0.2
2019,Vaughn Taylor,-0.205
2019,Dominic Bozzelli,-0.236
2019,Stephan Jaeger,-0.239
2019,Brian Stuard,-0.239
2019,Talor Gooch,-0.24
2019,Nate Lashley,-0.247
2019,Seamus Power,-0.247
2019,Ted Potter Jr.,-0.253
2019,Robert Streb,-0.256
2019,Anders Albertson,-0.265
2019,Kevin Na,-0.282
2019,Julián Etulain,-0.284
2019,Ollie Schniederjans,-0.285
2019,Brian Gay,-0.286
2019,Henrik Stenson,-0.293
2019,Shawn Stefani,-0.303
2019,Kelly Kraft,-0.307
2019,Phil Mickelson,-0.307
2019,Satoshi Kodaira,-0.311
2019,Chesson Hadley,-0.336
2019,Cody Gribble,-0.374
2019,Roberto Castro,-0.382
2019,Peter Malnati,-0.41
2019,Graeme McDowell,-0.426
2019,Anirban Lahiri,-0.431
2019,Brady Schnell,-0.439
2019,Peter Uihlein,-0.442
2019,Jordan Spieth,-0.452
2019,Aaron Baddeley,-0.46
2019,Ernie Els,-0.463
2019,Patton Kizzire,-0.489
2019,Pat Perez,-0.498
2019,Curtis Luck,-0.546
2019,Chris Stroud,-0.557
2019,Scott Langley,-0.593
2019,Freddie Jacobson,-0.639
2019,Andrew Putnam,-0.639
2019,Jonathan Byrd,-0.758
2019,Whee Kim,-1.035
2019,Michael Kim,-1.556
