year,player_name,greens_in_regulation
2008,Joe Durant,71.1
2008,Robert Allenby,70.4
2008,Harrison Frazar,70.34
2008,John Huston,70.3
2008,Briny Baird,70.0
2008,Kent Jones,69.71
2008,Hunter Mahan,69.61
2008,John Riegger,69.49
2008,J.J. Henry,69.19
2008,John Senden,69.08
2008,Bob Estes,68.69
2008,Vijay Singh,68.45
2008,Chad Campbell,68.44
2008,George McNeill,68.44
2008,Steve Marino,68.36
2008,Nick Watney,68.23
2008,Kevin Sutherland,68.2
2008,Woody Austin,68.15
2008,Billy Mayfair,68.12
2008,Bill Haas,68.07
2008,Robert Garrigus,68.02
2008,Jeff Gove,67.87
2008,Scott Sterling,67.87
2008,Boo Weekley,67.87
2008,John Merrick,67.72
2008,Chris Stroud,67.63
2008,Bubba Watson,67.6
2008,Zach Johnson,67.59
2008,Mathew Goggin,67.58
2008,Kenny Perry,67.47
2008,Kevin Streelman,67.44
2008,Troy Matteson,67.38
2008,Bob Tway,67.36
2008,Bo Van Pelt,67.3
2008,Gavin Coles,67.15
2008,Tommy Gainey,67.09
2008,Sergio Garcia,67.06
2008,Martin Laird,67.03
2008,Jason Gore,67.02
2008,Steve Elkington,67.0
2008,Stewart Cink,66.94
2008,Mark Wilson,66.93
2008,Pat Perez,66.91
2008,Justin Bolli,66.88
2008,Charles Warren,66.88
2008,Ted Purdy,66.85
2008,Carlos Franco,66.83
2008,Jim Furyk,66.78
2008,Charles Howell III,66.78
2008,Heath Slocum,66.77
2008,Ryan Palmer,66.75
2008,Jay Williamson,66.73
2008,Michael Allen,66.67
2008,Justin Leonard,66.61
2008,Chez Reavie,66.61
2008,Tommy Armour III,66.51
2008,Rich Beem,66.48
2008,Brandt Jobe,66.45
2008,Steve Allan,66.44
2008,Charlie Wi,66.44
2008,Jeff Maggert,66.34
2008,D.J. Trahan,66.25
2008,Charley Hoffman,66.24
2008,Dudley Hart,66.11
2008,Rory Sabbatini,66.08
2008,Robert Gamez,66.02
2008,Y.E. Yang,65.96
2008,Brad Adamonis,65.86
2008,Cameron Beckman,65.82
2008,Phil Mickelson,65.81
2008,Anthony Kim,65.78
2008,Tom Scherrer,65.78
2008,Ben Crane,65.76
2008,Paul Casey,65.71
2008,Jon Mills,65.71
2008,Olin Browne,65.63
2008,Dean Wilson,65.61
2008,Ryan Armour,65.6
2008,Ron Whittaker,65.51
2008,Jason Day,65.5
2008,K.J. Choi,65.48
2008,Vaughn Taylor,65.48
2008,Fred Couples,65.46
2008,Jim McGovern,65.46
2008,Tim Wilkinson,65.39
2008,Lucas Glover,65.38
2008,Todd Demsey,65.31
2008,Brenden Pappas,65.28
2008,Brian Davis,65.23
2008,David Toms,65.2
2008,Omar Uresti,65.16
2008,Richard Johnson,65.12
2008,Kevin Stadler,65.11
2008,Scott Verplank,65.09
2008,James Driscoll,65.05
2008,Stephen Ames,65.04
2008,Paul Claxton,65.01
2008,Cliff Kresge,65.0
2008,Brad Elder,64.94
2008,Peter Lonard,64.9
2008,Bart Bryant,64.88
2008,Kenneth Ferrie,64.84
2008,Scott McCarron,64.81
2008,Ken Duke,64.8
2008,Patrick Sheehan,64.8
2008,Davis Love III,64.74
2008,Will MacKenzie,64.7
2008,Doug LaBelle II,64.66
2008,Steve Flesch,64.62
2008,Mike Weir,64.62
2008,Camilo Villegas,64.6
2008,Brett Quigley,64.53
2008,Sean O'Hair,64.47
2008,Mark Calcavecchia,64.39
2008,Lee Janzen,64.39
2008,Nick O'Hern,64.38
2008,Glen Day,64.37
2008,Jeff Overton,64.14
2008,Joe Ogilvie,64.12
2008,Tom Pernice Jr.,64.1
2008,Mark Hensby,64.08
2008,Shane Bertsch,64.06
2008,Nick Flanagan,63.99
2008,Frank Lickliter II,63.97
2008,Tag Ridings,63.95
2008,Matt Kuchar,63.89
2008,Steve Stricker,63.81
2008,Adam Scott,63.72
2008,Brian Gay,63.71
2008,Dustin Johnson,63.71
2008,Tim Clark,63.61
2008,Rod Pampling,63.61
2008,Kevin Na,63.57
2008,Carl Pettersson,63.54
2008,Billy Andrade,63.52
2008,John Rollins,63.48
