year,player_name,sg_approach
2019,Henrik Stenson,1.149
2019,Justin Thomas,0.985
2019,Emiliano Grillo,0.926
2019,Adam Scott,0.846
2019,Hideki Matsuyama,0.759
2019,Jason Kokrak,0.745
2019,Jim Furyk,0.741
2019,Paul Casey,0.706
2019,Corey Conners,0.665
2019,Patrick Cantlay,0.64
2019,Brooks Koepka,0.636
2019,Rory McIlroy,0.633
2019,Chez Reavie,0.625
2019,Webb Simpson,0.613
2019,Talor Gooch,0.604
2019,Ryan Moore,0.596
2019,Matt Kuchar,0.591
2019,Russell Knox,0.585
2019,Keegan Bradley,0.567
2019,Gary Woodland,0.545
2019,Sergio Garcia,0.525
2019,Justin Rose,0.525
2019,Adam Svensson,0.509
2019,Nate Lashley,0.487
2019,Joaquin Niemann,0.484
2019,Xander Schauffele,0.481
2019,Kevin Streelman,0.479
2019,Marc Leishman,0.472
2019,Roberto Castro,0.432
2019,Shawn Stefani,0.421
2019,Byeong Hun An,0.42
2019,Andrew Putnam,0.414
2019,Matt Fitzpatrick,0.409
2019,Jon Rahm,0.405
2019,Zach Johnson,0.398
2019,Charley Hoffman,0.396
2019,Ryan Palmer,0.395
2019,Tony Finau,0.384
2019,Tom Hoge,0.381
2019,Troy Merritt,0.366
2019,Josh Teater,0.361
2019,Russell Henley,0.334
2019,Lucas Glover,0.33
2019,Cameron Tringale,0.327
2019,Kyle Stanley,0.309
2019,Sepp Straka,0.309
2019,Dustin Johnson,0.288
2019,Hank Lebioda,0.281
2019,Vaughn Taylor,0.269
2019,Brian Stuard,0.266
2019,Scott Stallings,0.259
2019,Kevin Kisner,0.257
2019,Danny Willett,0.25
2019,Bryson DeChambeau,0.236
2019,Tommy Fleetwood,0.235
2019,Chesson Hadley,0.231
2019,Peter Malnati,0.225
2019,J.T. Poston,0.223
2019,Alex Prugh,0.222
2019,Jhonattan Vegas,0.219
2019,Tyrrell Hatton,0.218
2019,Louis Oosthuizen,0.208
2019,Jonathan Byrd,0.204
2019,Andrew Landry,0.2
2019,Bud Cauley,0.196
2019,Dylan Frittelli,0.186
2019,Max Homa,0.179
2019,Anders Albertson,0.165
2019,Cam Davis,0.165
2019,Rickie Fowler,0.158
2019,Sam Ryder,0.158
2019,Danny Lee,0.156
2019,Ian Poulter,0.15
2019,Billy Horschel,0.147
2019,Scott Piercy,0.147
2019,Adam Schenk,0.142
2019,Joel Dahmen,0.141
2019,Adam Long,0.138
2019,Patrick Reed,0.138
2019,Trey Mullinax,0.134
2019,Kevin Tway,0.124
2019,Hudson Swafford,0.119
2019,Jim Knous,0.111
2019,Branden Grace,0.11
2019,Rory Sabbatini,0.103
2019,Sam Saunders,0.1
2019,Roger Sloan,0.096
2019,J.J. Spaun,0.094
2019,Harold Varner III,0.093
2019,Jason Dufner,0.091
2019,Rafa Cabrera Bello,0.089
2019,Brandt Snedeker,0.083
2019,J.B. Holmes,0.079
2019,Sungjae Im,0.075
2019,Martin Laird,0.075
2019,Nick Watney,0.071
2019,Sebastián Muñoz,0.054
2019,C.T. Pan,0.054
2019,Jimmy Walker,0.051
2019,Brandon Harkins,0.042
2019,Francesco Molinari,0.04
2019,Keith Mitchell,0.037
2019,Sung Kang,0.036
2019,Mackenzie Hughes,0.032
2019,Michael Thompson,0.018
2019,Abraham Ancer,0.011
2019,David Hearn,0.009
2019,Adam Hadwin,0.008
2019,Daniel Berger,0.007
2019,Cameron Smith,0.004
2019,Ryan Armour,-0.002
2019,Luke List,-0.005
2019,K.H. Lee,-0.011
2019,Alex Cejka,-0.014
2019,Johnson Wagner,-0.015
2019,Graeme McDowell,-0.016
2019,Bronson Burgoon,-0.033
2019,Jonas Blixt,-0.039
2019,Nick Taylor,-0.051
2019,Bubba Watson,-0.052
2019,Robert Streb,-0.053
2019,Phil Mickelson,-0.065
2019,Chase Wright,-0.069
2019,Charles Howell III,-0.072
2019,Carlos Ortiz,-0.072
2019,Kevin Na,-0.076
2019,Scott Brown,-0.083
2019,Jason Day,-0.083
2019,Pat Perez,-0.085
2019,Aaron Wise,-0.085
2019,Austin Cook,-0.095
2019,Jim Herman,-0.11
2019,Wes Roach,-0.11
2019,Stephan Jaeger,-0.127
2019,Patton Kizzire,-0.132
2019,Ted Potter Jr.,-0.14
2019,Matt Jones,-0.148
2019,Freddie Jacobson,-0.151
2019,Tyler Duncan,-0.152
2019,Richy Werenski,-0.163
2019,Peter Uihlein,-0.168
2019,Bill Haas,-0.169
2019,Si Woo Kim,-0.177
2019,Kelly Kraft,-0.189
2019,Jordan Spieth,-0.198
2019,Whee Kim,-0.217
2019,Chris Stroud,-0.229
2019,Brice Garnett,-0.253
2019,Kramer Hickok,-0.264
2019,J.J. Henry,-0.273
2019,Fabián Gómez,-0.286
2019,Julián Etulain,-0.289
2019,Ryan Blaum,-0.292
2019,Sam Burns,-0.293
2019,Anirban Lahiri,-0.298
2019,Brian Harman,-0.301
2019,Ollie Schniederjans,-0.308
2019,Brendan Steele,-0.316
2019,Brady Schnell,-0.318
2019,Ben Silverman,-0.33
2019,Cameron Champ,-0.335
2019,Aaron Baddeley,-0.34
2019,Ernie Els,-0.355
2019,Alex Noren,-0.366
2019,Patrick Rodgers,-0.383
2019,Brian Gay,-0.392
2019,Satoshi Kodaira,-0.399
2019,Kyle Jones,-0.403
2019,Cody Gribble,-0.427
2019,Kiradech Aphibarnrat,-0.433
2019,Harris English,-0.437
2019,Denny McCarthy,-0.448
2019,José de Jesús Rodríguez,-0.455
2019,Roberto Díaz,-0.466
2019,Rod Pampling,-0.473
2019,Scott Langley,-0.483
2019,Joey Garber,-0.501
2019,Michael Kim,-0.545
2019,Hunter Mahan,-0.563
2019,Sangmoon Bae,-0.568
2019,Wyndham Clark,-0.572
2019,Seamus Power,-0.676
2019,John Chin,-0.76
2019,Beau Hossler,-0.765
2019,Dominic Bozzelli,-0.766
2019,Curtis Luck,-0.847
2019,Seth Reeves,-0.941
2019,Martin Trainer,-1.378
