year,player_name,scoring_average
2010,Matt Kuchar,69.606
2010,Steve Stricker,69.66
2010,Retief Goosen,69.718
2010,Paul Casey,69.72
2010,Jim Furyk,69.828
2010,Ernie Els,69.843
2010,Luke Donald,69.85
2010,Justin Rose,69.885
2010,Bo Van Pelt,69.955
2010,Phil Mickelson,69.966
2010,J.B. Holmes,70.089
2010,K.J. Choi,70.099
2010,Robert Allenby,70.131
2010,Dustin Johnson,70.135
2010,Padraig Harrington,70.174
2010,Dean Wilson,70.223
2010,Bubba Watson,70.229
2010,Ben Crane,70.234
2010,Tim Clark,70.246
2010,Charley Hoffman,70.254
2010,Brandt Snedeker,70.258
2010,Jason Day,70.274
2010,Charlie Wi,70.284
2010,Nick Watney,70.291
2010,Charles Howell III,70.292
2010,Bill Haas,70.308
2010,Kevin Na,70.314
2010,Steve Elkington,70.318
2010,David Toms,70.337
2010,Vijay Singh,70.343
2010,Brendon de Jonge,70.344
2010,Chris Riley,70.345
2010,Rory McIlroy,70.351
2010,Paul Stankowski,70.354
2010,Joe Durant,70.365
2010,Freddie Jacobson,70.367
2010,Spencer Levin,70.385
2010,Bryce Molder,70.403
2010,Justin Leonard,70.419
2010,Camilo Villegas,70.425
2010,Rickie Fowler,70.429
2010,Stewart Cink,70.431
2010,Jonathan Byrd,70.437
2010,Adam Scott,70.468
2010,Ricky Barnes,70.47
2010,Hunter Mahan,70.476
2010,Jeff Overton,70.497
2010,Shaun Micheel,70.499
2010,Tom Gillis,70.514
2010,Zach Johnson,70.527
2010,Carl Pettersson,70.552
2010,Pat Perez,70.593
2010,Chad Collins,70.599
2010,Sean O'Hair,70.603
2010,Kevin Sutherland,70.604
2010,Matt Jones,70.605
2010,John Senden,70.618
2010,Ryan Moore,70.623
2010,Chad Campbell,70.629
2010,Jeev Milkha Singh,70.631
2010,Stephen Ames,70.639
2010,Briny Baird,70.639
2010,Graham DeLaet,70.645
2010,D.J. Trahan,70.661
2010,Heath Slocum,70.673
2010,Webb Simpson,70.683
2010,Kevin Streelman,70.727
2010,John Rollins,70.728
2010,Greg Chalmers,70.732
2010,Ryuji Imada,70.753
2010,Brian Gay,70.756
2010,Tom Pernice Jr.,70.757
2010,Geoff Ogilvy,70.764
2010,Marc Leishman,70.769
2010,J.J. Henry,70.772
2010,Vaughn Taylor,70.794
2010,Ryan Palmer,70.824
2010,Jarrod Lyle,70.835
2010,Scott Verplank,70.838
2010,Kenny Perry,70.841
2010,Brett Wetterich,70.847
2010,Jeff Quinney,70.851
2010,Boo Weekley,70.851
2010,Jason Bohn,70.856
2010,Aron Price,70.856
2010,Ben Curtis,70.871
2010,Steve Marino,70.875
2010,Alex Prugh,70.878
2010,Davis Love III,70.888
2010,Michael Sim,70.896
2010,Michael Connell,70.9
2010,Charles Warren,70.917
2010,Will MacKenzie,70.918
2010,Ángel Cabrera,70.919
2010,Scott McCarron,70.94
2010,Chris Couch,70.948
2010,Lucas Glover,70.949
2010,Michael Letzig,70.951
2010,Jimmy Walker,70.953
2010,Stuart Appleby,70.954
2010,James Driscoll,70.954
2010,Jerry Kelly,70.954
2010,D.A. Points,70.958
2010,Chris Stroud,70.966
2010,J.P. Hayes,70.981
2010,Chris DiMarco,70.983
2010,Matt Every,70.986
2010,Andres Romero,70.986
2010,Tim Petrovic,70.992
2010,Aaron Baddeley,70.995
2010,Jason Dufner,71.018
2010,Y.E. Yang,71.033
2010,Sergio Garcia,71.076
2010,Blake Adams,71.077
2010,Brett Quigley,71.082
2010,Bob Estes,71.086
2010,Mark Wilson,71.098
2010,John Merrick,71.102
2010,Johnson Wagner,71.113
2010,Josh Teater,71.116
2010,Woody Austin,71.121
2010,Kevin Stadler,71.149
2010,Richard Johnson,71.156
2010,Martin Laird,71.158
2010,Garrett Willis,71.159
2010,Trevor Immelman,71.162
2010,Tim Herron,71.171
2010,Lee Janzen,71.194
2010,Scott Piercy,71.196
2010,George McNeill,71.207
2010,Ian Poulter,71.211
2010,Alex Cejka,71.219
2010,Chris Tidland,71.255
2010,Robert Garrigus,71.264
2010,John Mallinger,71.27
2010,James Nitties,71.277
2010,Jay Williamson,71.29
2010,Joe Ogilvie,71.296
2010,Troy Matteson,71.31
2010,Rocco Mediate,71.341
2010,Rory Sabbatini,71.366
2010,Kris Blanks,71.371
2010,Brian Davis,71.376
2010,Cameron Beckman,71.395
2010,Cliff Kresge,71.417
2010,Nathan Green,71.421
2010,Billy Mayfair,71.426
2010,Jeff Maggert,71.445
2010,Troy Merritt,71.486
2010,Michael Bradley,71.498
2010,Rod Pampling,71.501
2010,Steve Wheatcroft,71.53
2010,Paul Goydos,71.532
2010,Mike Weir,71.571
2010,Matt Bettencourt,71.575
2010,Omar Uresti,71.579
2010,Brian Stuard,71.595
2010,Cameron Tringale,71.598
2010,Mathias Grönberg,71.614
2010,Cameron Percy,71.622
2010,Skip Kendall,71.64
2010,Derek Lamely,71.666
2010,Mathew Goggin,71.672
2010,David Duval,71.688
2010,Bill Lunde,71.688
2010,John Daly,71.697
2010,Henrik Bjornstad,71.722
2010,Rich Barcelo,71.751
2010,Greg Owen,71.77
2010,Nicholas Thompson,71.815
2010,Roland Thatcher,71.82
2010,Ted Purdy,71.824
2010,Martin Flores,71.882
2010,Brenden Pappas,71.966
2010,Roger Tambellini,71.969
2010,Garth Mulroy,72.0
2010,Brent Delahoussaye,72.032
2010,Steve Flesch,72.041
2010,David Lutterus,72.17
2010,Daniel Chopra,72.194
2010,Steve Lowery,72.202
2010,Andrew McLardy,72.217
2010,Mark Calcavecchia,72.222
2010,Craig Bowden,72.229
2010,Vance Veazey,72.323
2010,Jeff Gove,72.401
2010,Jerod Turner,72.602
2010,Chris Wilson,72.682
2010,Kevin Johnson,72.878
2010,Justin Bolli,72.881
2010,Greg Kraft,73.07
2010,Brad Faxon,73.116
