year,player_name,greens_in_regulation
2015,Henrik Stenson,73.52
2015,Jim Herman,73.23
2015,Stewart Cink,72.94
2015,Will Wilcox,72.53
2015,Paul Casey,72.36
2015,Francesco Molinari,71.07
2015,Jason Day,70.83
2015,Russell Knox,70.83
2015,Justin Rose,70.54
2015,Lucas Glover,70.46
2015,Alex Prugh,70.14
2015,Michael Putnam,70.13
2015,J.J. Henry,69.88
2015,Jim Furyk,69.79
2015,Chez Reavie,69.64
2015,Adam Scott,69.62
2015,Brooks Koepka,69.48
2015,Billy Horschel,69.33
2015,Bubba Watson,69.32
2015,Greg Owen,69.25
2015,Hideki Matsuyama,69.2
2015,Graham DeLaet,69.15
2015,Robert Streb,69.14
2015,Jason Dufner,69.03
2015,Kevin Streelman,68.99
2015,Johnson Wagner,68.95
2015,Justin Thomas,68.92
2015,Jason Bohn,68.89
2015,Byron Smith,68.89
2015,Daniel Berger,68.84
2015,Bill Haas,68.8
2015,Shawn Stefani,68.79
2015,Bill Lunde,68.72
2015,Ben Martin,68.7
2015,Chad Campbell,68.61
2015,Nicholas Thompson,68.6
2015,Zach Johnson,68.58
2015,Charles Howell III,68.57
2015,Hudson Swafford,68.54
2015,Brendan Steele,68.52
2015,Martin Flores,68.32
2015,John Peterson,68.32
2015,Brice Garnett,68.28
2015,Louis Oosthuizen,68.28
2015,Spencer Levin,68.27
2015,Whee Kim,68.2
2015,David Hearn,67.98
2015,Pat Perez,67.88
2015,Jordan Spieth,67.87
2015,William McGirt,67.85
2015,Mark Wilson,67.84
2015,Rory Sabbatini,67.83
2015,Webb Simpson,67.81
2015,Cameron Percy,67.78
2015,Boo Weekley,67.72
2015,John Merrick,67.64
2015,Tony Finau,67.61
2015,Scott Pinckney,67.61
2015,Sergio Garcia,67.56
2015,Keegan Bradley,67.53
2015,Jason Gore,67.52
2015,Brendon de Jonge,67.51
2015,Colt Knost,67.44
2015,Davis Love III,67.43
2015,Jonathan Byrd,67.35
2015,Nick Watney,67.34
2015,Jason Kokrak,67.3
2015,John Senden,67.26
2015,Russell Henley,67.06
2015,Harris English,67.05
2015,Dustin Johnson,67.05
2015,Kyle Reifers,67.03
2015,Bo Van Pelt,66.88
2015,Carlos Ortiz,66.84
2015,Mark Hubbard,66.81
2015,Ryan Palmer,66.81
2015,Patrick Rodgers,66.77
2015,Tyrone Van Aswegen,66.77
2015,Gary Woodland,66.74
2015,Scott Piercy,66.73
2015,Robert Allenby,66.67
2015,Andres Gonzales,66.67
2015,Brian Harman,66.67
2015,Steven Alker,66.57
2015,Adam Hadwin,66.55
2015,Matt Kuchar,66.55
2015,Geoff Ogilvy,66.55
2015,Derek Ernst,66.51
2015,Lee Westwood,66.45
2015,Blayne Barber,66.44
2015,George McNeill,66.43
2015,Ryo Ishikawa,66.41
2015,Jon Curran,66.39
2015,Martin Laird,66.31
2015,Kevin Kisner,66.24
2015,Vijay Singh,66.24
2015,Charley Hoffman,66.19
2015,James Hahn,66.13
2015,Roberto Castro,66.11
2015,Chad Collins,66.1
2015,Jimmy Walker,66.09
2015,Tom Hoge,66.03
2015,Kevin Chappell,66.02
2015,Jerry Kelly,65.96
2015,S.Y. Noh,65.9
2015,Rickie Fowler,65.81
2015,Hunter Mahan,65.79
2015,Ian Poulter,65.71
2015,Alex Cejka,65.7
2015,Jeff Overton,65.7
2015,Danny Lee,65.69
2015,Chris Stroud,65.67
2015,Marc Leishman,65.62
2015,Daniel Summerhays,65.62
2015,Luke Donald,65.57
2015,Zac Blair,65.54
2015,Charlie Beljan,65.51
2015,Brendon Todd,65.47
2015,Bryce Molder,65.45
2015,Jhonattan Vegas,65.44
2015,Michael Thompson,65.43
2015,Billy Hurley III,65.26
2015,Ryan Moore,65.24
2015,Jim Renner,65.24
2015,Sam Saunders,65.23
2015,Scott Brown,65.18
2015,Scott Stallings,65.0
2015,Charl Schwartzel,64.99
2015,Brandt Snedeker,64.97
2015,David Lingmerth,64.94
2015,Ángel Cabrera,64.88
2015,John Huh,64.85
2015,Sung Joon Park,64.72
2015,Scott Langley,64.67
2015,David Toms,64.66
2015,Steve Wheatcroft,64.59
2015,Cameron Tringale,64.58
2015,Kevin Na,64.56
2015,Chris Kirk,64.54
2015,Ernie Els,64.52
2015,Patrick Reed,64.42
2015,Nick Taylor,64.41
2015,Jonathan Randolph,64.37
2015,Sean O'Hair,64.34
2015,D.A. Points,64.29
2015,Ken Duke,64.17
2015,Matt Jones,64.05
2015,Robert Garrigus,63.97
2015,Gonzalo Fernandez-Castaño,63.92
2015,Jamie Donaldson,63.83
2015,K.J. Choi,63.8
2015,Greg Chalmers,63.79
2015,Luke Guthrie,63.75
2015,J.B. Holmes,63.66
2015,Andrew Svoboda,63.6
2015,Chesson Hadley,63.59
2015,Fabián Gómez,63.52
2015,Steven Bowditch,63.43
2015,Troy Merritt,63.37
2015,Ben Crane,63.22
2015,Brian Stuard,63.2
2015,Erik Compton,63.18
2015,Oscar Fraustro,63.17
2015,Roger Sloan,63.14
2015,Camilo Villegas,63.05
2015,Carl Pettersson,63.0
2015,Max Homa,62.99
2015,Sangmoon Bae,62.93
2015,Heath Slocum,62.79
2015,Jonas Blixt,62.71
2015,Justin Leonard,62.57
2015,Aaron Baddeley,62.46
2015,Tim Wilkinson,62.44
2015,Brian Davis,62.26
2015,Retief Goosen,62.19
2015,Andres Romero,61.7
