year,player_name,sg_total
2023,Scottie Scheffler,2.314
2023,Rory McIlroy,2.102
2023,Patrick Cantlay,1.869
2023,Xander Schauffele,1.869
2023,Tommy Fleetwood,1.699
2023,Jon Rahm,1.679
2023,Tyrrell Hatton,1.678
2023,Viktor Hovland,1.648
2023,Max Homa,1.638
2023,Ludvig Åberg,1.507
2023,Collin Morikawa,1.438
2023,Rickie Fowler,1.426
2023,Wyndham Clark,1.201
2023,Justin Rose,1.193
2023,Tony Finau,1.124
2023,Eric Cole,1.064
2023,Sungjae Im,1.049
2023,Denny McCarthy,1.004
2023,Tom Kim,0.949
2023,Adam Scott,0.927
2023,Matt Fitzpatrick,0.921
2023,Corey Conners,0.918
2023,Hideki Matsuyama,0.902
2023,Keegan Bradley,0.885
2023,Russell Henley,0.882
2023,Jason Day,0.855
2023,Justin Thomas,0.836
2023,Stephan Jaeger,0.834
2023,Shane Lowry,0.822
2023,Chris Kirk,0.819
2023,Sam Burns,0.796
2023,Sahith Theegala,0.788
2023,Peter Kuest,0.773
2023,Adam Svensson,0.758
2023,Cam Davis,0.738
2023,Brendon Todd,0.735
2023,Nicolai Hojgaard,0.731
2023,Jordan Spieth,0.71
2023,Adam Hadwin,0.709
2023,Byeong Hun An,0.698
2023,Adam Schenk,0.694
2023,Ben Griffin,0.684
2023,Andrew Putnam,0.681
2023,Brian Harman,0.68
2023,Si Woo Kim,0.676
2023,Nick Taylor,0.67
2023,J.T. Poston,0.647
2023,Aaron Rai,0.615
2023,Mark Hubbard,0.614
2023,Alex Noren,0.601
2023,Dylan Wu,0.595
2023,J.J. Spaun,0.587
2023,Matt Kuchar,0.567
2023,Sam Ryder,0.556
2023,Harris English,0.516
2023,Patrick Rodgers,0.493
2023,Keith Mitchell,0.483
2023,Tom Hoge,0.482
2023,Taylor Montgomery,0.477
2023,Sepp Straka,0.474
2023,S.H. Kim,0.466
2023,Joseph Bramlett,0.454
2023,Beau Hossler,0.45
2023,Lucas Glover,0.444
2023,Austin Eckroat,0.432
2023,Lee Hodges,0.431
2023,Greyson Sigg,0.385
2023,Alex Smalley,0.385
2023,Gary Woodland,0.358
2023,Nate Lashley,0.351
2023,Michael Kim,0.35
2023,Taylor Moore,0.349
2023,K.H. Lee,0.345
2023,Cameron Young,0.333
2023,Thomas Detry,0.328
2023,Andrew Novak,0.314
2023,Doug Ghim,0.297
2023,Emiliano Grillo,0.266
2023,Akshay Bhatia,0.241
2023,Vincent Norrman,0.24
2023,Kevin Yu,0.236
2023,Maverick McNealy,0.227
2023,Aaron Baddeley,0.221
2023,Garrick Higgo,0.221
2023,Christiaan Bezuidenhout,0.215
2023,Mackenzie Hughes,0.201
2023,Taylor Pendrith,0.195
2023,Chesson Hadley,0.177
2023,Ryan Moore,0.171
2023,Kevin Streelman,0.166
2023,Luke List,0.164
2023,Davis Thompson,0.157
2023,Sam Stevens,0.154
2023,Harry Hall,0.149
2023,Nick Hardy,0.144
2023,Kurt Kitayama,0.125
2023,Justin Suh,0.119
2023,Brandon Wu,0.107
2023,Matt NeSmith,0.091
2023,Ben Martin,0.065
2023,Zac Blair,0.05
2023,Billy Horschel,0.028
2023,Hayden Buckley,0.023
2023,C.T. Pan,0.015
2023,Brice Garnett,-0.013
2023,Chad Ramey,-0.016
2023,Justin Lower,-0.028
2023,Seamus Power,-0.046
2023,William McGirt,-0.052
2023,Matt Wallace,-0.052
2023,Callum Tarren,-0.061
2023,Ryan Palmer,-0.068
2023,Will Gordon,-0.073
2023,Robby Shelton,-0.076
2023,Tyler Duncan,-0.093
2023,Cameron Percy,-0.094
2023,Adam Long,-0.102
2023,Davis Riley,-0.112
2023,Charley Hoffman,-0.119
2023,Ben Taylor,-0.122
2023,Danny Willett,-0.129
2023,Scott Piercy,-0.144
2023,Carson Young,-0.149
2023,Kevin Chappell,-0.157
2023,Matti Schmid,-0.18
2023,Peter Malnati,-0.182
2023,Joel Dahmen,-0.186
2023,Chez Reavie,-0.199
2023,Ryan Gerard,-0.21
2023,Cody Gribble,-0.21
2023,David Lipsky,-0.21
2023,MJ Daffue,-0.211
2023,Chris Stroud,-0.213
2023,Jimmy Walker,-0.214
2023,Kevin Tway,-0.231
2023,Martin Laird,-0.234
2023,Satoshi Kodaira,-0.245
2023,Lucas Herbert,-0.252
2023,Kevin Roy,-0.269
2023,Tano Goya,-0.28
2023,Scott Stallings,-0.288
2023,Russell Knox,-0.293
2023,Lanto Griffin,-0.295
2023,Webb Simpson,-0.301
2023,Troy Merritt,-0.324
2023,James Hahn,-0.328
2023,Austin Smotherman,-0.335
2023,Trevor Cone,-0.345
2023,Carl Yuan,-0.351
2023,Harrison Endycott,-0.355
2023,Kramer Hickok,-0.359
2023,Zecheng Dou,-0.369
2023,Patton Kizzire,-0.38
2023,Sean O'Hair,-0.405
2023,Stewart Cink,-0.41
2023,Erik van Rooyen,-0.415
2023,Henrik Norlander,-0.424
