year,player_name,sg_off_the_tee
2008,J.B. Holmes,0.866
2008,Vijay Singh,0.819
2008,Boo Weekley,0.715
2008,Charles Warren,0.683
2008,Nicholas Thompson,0.611
2008,Michael Letzig,0.599
2008,Joe Durant,0.582
2008,Robert Garrigus,0.577
2008,Anthony Kim,0.549
2008,Bubba Watson,0.538
2008,Robert Allenby,0.534
2008,Nick Watney,0.531
2008,Kevin Streelman,0.517
2008,Kenny Perry,0.514
2008,Mathew Goggin,0.509
2008,Sergio Garcia,0.503
2008,Jason Gore,0.482
2008,Adam Scott,0.475
2008,Charley Hoffman,0.464
2008,Steve Marino,0.461
2008,Harrison Frazar,0.454
2008,Davis Love III,0.448
2008,Sean O'Hair,0.448
2008,John Rollins,0.44
2008,Dustin Johnson,0.435
2008,Lucas Glover,0.41
2008,John Merrick,0.41
2008,Phil Mickelson,0.402
2008,John Huston,0.394
2008,John Senden,0.385
2008,Ben Curtis,0.377
2008,D.J. Trahan,0.374
2008,Paul Casey,0.372
2008,Hunter Mahan,0.36
2008,Rory Sabbatini,0.358
2008,John Riegger,0.351
2008,Fred Couples,0.347
2008,Geoff Ogilvy,0.328
2008,Pat Perez,0.318
2008,Bart Bryant,0.316
2008,Billy Mayfair,0.308
2008,Heath Slocum,0.306
2008,Rod Pampling,0.3
2008,Woody Austin,0.299
2008,Steve Elkington,0.297
2008,Rich Beem,0.296
2008,Camilo Villegas,0.296
2008,Mathias Grönberg,0.293
2008,Kevin Stadler,0.293
2008,Michael Allen,0.286
2008,Jason Day,0.285
2008,Padraig Harrington,0.279
2008,Scott Verplank,0.266
2008,Justin Leonard,0.265
2008,Jim Furyk,0.26
2008,Jeff Gove,0.26
2008,Mark Calcavecchia,0.247
2008,Ryan Armour,0.228
2008,Bill Haas,0.218
2008,Peter Lonard,0.212
2008,Briny Baird,0.208
2008,Will MacKenzie,0.192
2008,Steve Allan,0.191
2008,Bo Van Pelt,0.187
2008,Joe Ogilvie,0.186
2008,Todd Hamilton,0.182
2008,Jeff Overton,0.178
2008,Troy Matteson,0.174
2008,Ben Crane,0.171
2008,Martin Laird,0.165
2008,Zach Johnson,0.161
2008,Nick Flanagan,0.152
2008,Brian Davis,0.147
2008,Tommy Gainey,0.146
2008,Kenneth Ferrie,0.145
2008,Steve Lowery,0.142
2008,Jay Williamson,0.142
2008,Kevin Sutherland,0.137
2008,Chris Stroud,0.132
2008,Charles Howell III,0.13
2008,Ryan Palmer,0.122
2008,J.J. Henry,0.121
2008,Todd Demsey,0.119
2008,David Toms,0.113
2008,Tag Ridings,0.106
2008,Tim Herron,0.104
2008,Ted Purdy,0.102
2008,Ernie Els,0.101
2008,Aaron Baddeley,0.096
2008,Robert Gamez,0.096
2008,Tim Petrovic,0.094
2008,Jeff Maggert,0.092
2008,Jonathan Byrd,0.089
2008,Olin Browne,0.081
2008,John Mallinger,0.075
2008,Ryan Moore,0.074
2008,Chad Campbell,0.068
2008,Charlie Wi,0.066
2008,Brandt Jobe,0.062
2008,Andres Romero,0.061
2008,Mark Wilson,0.05
2008,Ángel Cabrera,0.048
2008,Stewart Cink,0.045
2008,George McNeill,0.038
2008,Omar Uresti,0.037
2008,Tommy Armour III,0.029
2008,Frank Lickliter II,0.015
2008,Chez Reavie,0.003
2008,Ken Duke,-0.012
2008,K.J. Choi,-0.017
2008,Stuart Appleby,-0.024
2008,Alex Cejka,-0.041
2008,Carl Pettersson,-0.052
2008,Mike Weir,-0.052
2008,Ian Poulter,-0.056
2008,Trevor Immelman,-0.061
2008,Rocco Mediate,-0.063
2008,Tom Lehman,-0.065
2008,Scott Sterling,-0.072
2008,Scott McCarron,-0.073
2008,Kent Jones,-0.079
2008,Brad Adamonis,-0.082
2008,Stephen Ames,-0.085
2008,Bob Tway,-0.087
2008,Nick O'Hern,-0.102
2008,Jon Mills,-0.109
2008,Jesper Parnevik,-0.11
2008,Kevin Na,-0.114
2008,Vaughn Taylor,-0.12
2008,Tim Wilkinson,-0.12
2008,J.P. Hayes,-0.122
2008,Bob Estes,-0.126
2008,Jerry Kelly,-0.128
2008,Tim Clark,-0.141
2008,Daniel Chopra,-0.148
2008,Glen Day,-0.156
2008,Matt Jones,-0.157
2008,Cameron Beckman,-0.162
2008,Retief Goosen,-0.162
2008,Y.E. Yang,-0.17
2008,Tom Pernice Jr.,-0.175
2008,Cliff Kresge,-0.177
2008,Parker McLachlin,-0.18
2008,Justin Bolli,-0.181
2008,Shane Bertsch,-0.197
2008,Matt Kuchar,-0.198
2008,Johnson Wagner,-0.203
2008,Greg Kraft,-0.207
2008,Ron Whittaker,-0.208
2008,Brad Elder,-0.216
2008,Travis Perkins,-0.216
2008,Cody Freeman,-0.22
2008,Patrick Sheehan,-0.226
2008,Freddie Jacobson,-0.227
2008,Brett Quigley,-0.228
2008,David Lutterus,-0.249
2008,Kyle Thompson,-0.259
2008,Richard Johnson,-0.26
2008,Doug LaBelle II,-0.261
2008,Marc Turnesa,-0.264
2008,Steve Flesch,-0.269
2008,Brandt Snedeker,-0.28
2008,Paul Goydos,-0.283
2008,Jason Allred,-0.286
2008,Brenden Pappas,-0.291
2008,James Driscoll,-0.316
2008,Chris DiMarco,-0.344
2008,Steve Stricker,-0.345
2008,Carlos Franco,-0.362
2008,Mark Hensby,-0.373
2008,Billy Andrade,-0.381
2008,Bob Sowards,-0.394
2008,Ryuji Imada,-0.406
2008,Jimmy Walker,-0.411
2008,Alejandro Cañizares,-0.413
2008,Nathan Green,-0.423
2008,Dudley Hart,-0.456
2008,Paul Claxton,-0.466
2008,Marco Dawson,-0.478
2008,Stephen Leaney,-0.484
2008,Tom Scherrer,-0.485
2008,Craig Kanada,-0.497
2008,Gavin Coles,-0.51
2008,Brian Gay,-0.529
2008,Jin Park,-0.533
2008,Lee Janzen,-0.591
2008,Chris Riley,-0.671
2008,Brett Rumford,-0.718
2008,Shigeki Maruyama,-0.74
2008,Jim McGovern,-0.759
2008,Dean Wilson,-0.76
2008,Eric Axley,-0.785
2008,Jeff Quinney,-0.965
2008,Corey Pavin,-1.058
2008,Chad Collins,-1.078
2008,David Duval,-1.297
