year,player_name,money_earned
2018,Justin Thomas,8694821
2018,Dustin Johnson,8457352
2018,Justin Rose,8130678
2018,Bryson DeChambeau,8094489
2018,Brooks Koepka,7094047
2018,Bubba Watson,5793748
2018,Tony Finau,5620138
2018,Tiger Woods,5443841
2018,Webb Simpson,5376417
2018,Jason Day,5087461
2018,Francesco Molinari,5065842
2018,Patrick Reed,5006267
2018,Phil Mickelson,4595187
2018,Rory McIlroy,4410296
2018,Billy Horschel,4315200
2018,Rickie Fowler,4235237
2018,Keegan Bradley,4069464
2018,Xander Schauffele,4047538
2018,Jon Rahm,3992678
2018,Patrick Cantlay,3963962
2018,Tommy Fleetwood,3935147
2018,Kyle Stanley,3916001
2018,Marc Leishman,3771221
2018,Paul Casey,3641771
2018,Cameron Smith,3622607
2018,Kevin Na,3578316
2018,Patton Kizzire,3541151
2018,Aaron Wise,3486407
2018,Gary Woodland,3108907
2018,Kevin Kisner,2972285
2018,Pat Perez,2962641
2018,Jordan Spieth,2793536
2018,Chesson Hadley,2768863
2018,Brian Harman,2733463
2018,Ian Poulter,2714450
2018,Luke List,2710736
2018,Chez Reavie,2700018
2018,Alex Noren,2699150
2018,Hideki Matsuyama,2687477
2018,Henrik Stenson,2680487
2018,Andrew Landry,2642179
2018,Byeong Hun An,2599264
2018,Emiliano Grillo,2493163
2018,Ryan Armour,2485203
2018,Rafa Cabrera Bello,2449869
2018,Beau Hossler,2449707
2018,Brandt Snedeker,2448970
2018,Austin Cook,2448920
2018,Andrew Putnam,2387382
2018,Brendan Steele,2291128
2018,Si Woo Kim,2276114
2018,Adam Scott,2237641
2018,Charles Howell III,2179725
2018,Brian Gay,2152501
2018,Jimmy Walker,2027312
2018,Ryan Moore,1986608
2018,J.J. Spaun,1978906
2018,Ted Potter Jr.,1976198
2018,Zach Johnson,1957635
2018,Tyrrell Hatton,1943360
2018,Adam Hadwin,1932488
2018,Whee Kim,1920340
2018,Stewart Cink,1887208
2018,Scott Piercy,1882337
2018,C.T. Pan,1881787
2018,Chris Kirk,1824111
2018,Peter Uihlein,1797715
2018,Jason Kokrak,1794431
2018,Louis Oosthuizen,1731493
2018,Daniel Berger,1721763
2018,Matt Kuchar,1720097
2018,Charl Schwartzel,1710179
2018,Abraham Ancer,1676695
2018,Keith Mitchell,1641260
2018,Kevin Chappell,1608338
2018,J.B. Holmes,1595942
2018,Branden Grace,1529289
2018,Kevin Streelman,1523642
2018,Russell Henley,1516438
2018,Jason Dufner,1497655
2018,Kelly Kraft,1496253
2018,Ryan Palmer,1484445
2018,Joel Dahmen,1476838
