year,player_name,final_season_rank
2014,Billy Horschel,1
2014,Chris Kirk,2
2014,Rory McIlroy,3
2014,Jim Furyk,4
2014,Bubba Watson,5
2014,Hunter Mahan,6
2014,Jimmy Walker,7
2014,Matt Kuchar,8
2014,Rickie Fowler,9
2014,Jason Day,10
2014,Justin Rose,11
2014,Adam Scott,12
2014,Sergio Garcia,13
2014,Ryan Palmer,14
2014,Jordan Spieth,15
2014,Bill Haas,16
2014,Martin Kaymer,16
2014,Zach Johnson,18
2014,Russell Henley,19
2014,Cameron Tringale,20
2014,Patrick Reed,21
2014,Gary Woodland,22
2014,John Senden,23
2014,Kevin Na,24
2014,Webb Simpson,25
2014,Morgan Hoffmann,26
2014,Brendon Todd,27
2014,Hideki Matsuyama,28
2014,Geoff Ogilvy,29
2014,Dustin Johnson,30
2014,Stuart Appleby,31
2014,Harris English,32
2014,Keegan Bradley,33
2014,Charles Howell III,34
2014,S.Y. Noh,35
2014,Brian Harman,36
2014,Graham DeLaet,37
2014,Kevin Stadler,38
2014,Ryan Moore,39
2014,Russell Knox,40
2014,Ernie Els,41
2014,J.B. Holmes,42
2014,Charl Schwartzel,43
2014,Kevin Streelman,44
2014,Matt Every,45
2014,George McNeill,46
2014,Chris Stroud,47
2014,Camilo Villegas,48
2014,Chesson Hadley,49
2014,Ángel Cabrera,50
2014,Brian Stuard,51
2014,Henrik Stenson,52
2014,Charley Hoffman,53
2014,Tim Clark,54
2014,Kevin Chappell,55
2014,Graeme McDowell,56
2014,Daniel Summerhays,57
2014,Marc Leishman,58
2014,Steven Bowditch,59
2014,Ben Crane,60
2014,William McGirt,61
2014,Jerry Kelly,62
2014,Carl Pettersson,63
2014,Erik Compton,64
2014,Will MacKenzie,65
2014,Freddie Jacobson,66
2014,Matt Jones,67
2014,Phil Mickelson,68
2014,K.J. Choi,69
2014,Jason Bohn,70
2014,Robert Streb,71
2014,Ryo Ishikawa,72
2014,Jason Kokrak,73
2014,David Hearn,74
2014,Justin Hicks,75
2014,Ben Martin,76
2014,Scott Langley,77
2014,Ian Poulter,78
2014,Brendan Steele,79
2014,Stewart Cink,80
2014,Bo Van Pelt,81
2014,Gonzalo Fernandez-Castaño,82
2014,Shawn Stefani,83
2014,Scott Stallings,84
2014,Scott Brown,85
2014,Brandt Snedeker,86
2014,Vijay Singh,87
2014,Danny Lee,88
2014,Luke Donald,89
2014,Jason Dufner,90
2014,Brendon de Jonge,91
2014,Jeff Overton,92
2014,Michael Putnam,93
2014,Andrew Svoboda,94
2014,Paul Casey,95
2014,John Huh,96
2014,Billy Hurley III,97
2014,Pat Perez,98
2014,Robert Garrigus,99
2014,Andres Romero,100
2014,Troy Merritt,101
2014,Jonas Blixt,102
2014,Retief Goosen,103
2014,Kevin Kisner,104
2014,Nick Watney,105
2014,Luke Guthrie,106
2014,Lee Westwood,107
2014,Rory Sabbatini,108
2014,Bryce Molder,109
2014,Brian Davis,110
2014,Boo Weekley,111
2014,Martin Flores,112
2014,Ricky Barnes,113
2014,Aaron Baddeley,114
2014,Jhonattan Vegas,115
2014,Steve Stricker,116
2014,Michael Thompson,117
2014,David Toms,118
2014,Tim Wilkinson,119
2014,Justin Leonard,120
2014,Brice Garnett,121
2014,Sangmoon Bae,122
2014,James Hahn,123
2014,Louis Oosthuizen,124
2014,Robert Allenby,125
2014,Nicholas Thompson,126
2014,Martin Laird,127
2014,J.J. Henry,128
2014,Heath Slocum,129
2014,Charlie Beljan,130
2014,Ben Curtis,131
2014,Greg Chalmers,132
2014,John Merrick,133
2014,David Lingmerth,134
2014,Roberto Castro,135
2014,Jonathan Byrd,136
2014,Andrew Loupe,137
2014,Richard Lee,138
2014,Mike Weir,139
2014,Brian Gay,140
2014,Briny Baird,141
2014,Will Wilcox,142
2014,Bud Cauley,143
2014,Tyrone Van Aswegen,144
2014,Trevor Immelman,145
2014,Hudson Swafford,146
2014,Jim Renner,147
2014,Josh Teater,148
2014,Charlie Wi,149
2014,Johnson Wagner,150
2014,Brad Fritsch,151
2014,Chad Campbell,152
2014,Wes Roach,153
2014,Ted Potter Jr.,154
2014,James Driscoll,155
2014,Tommy Gainey,156
2014,Ken Duke,157
2014,Kyle Stanley,158
2014,Chad Collins,159
2014,Sean O'Hair,160
2014,Peter Hanson,161
2014,Davis Love III,162
2014,Spencer Levin,163
2014,John Rollins,164
2014,Troy Matteson,165
2014,Scott Piercy,166
2014,Y.E. Yang,167
2014,Woody Austin,168
2014,Steve Marino,169
2014,Joe Durant,170
2014,Derek Ernst,171
2014,Jamie Lovemark,172
2014,D.A. Points,173
2014,Jeff Maggert,174
2014,Thorbjørn Olesen,175
2014,Jason Gore,176
2014,Kevin Tway,177
2014,Peter Malnati,178
2014,John Peterson,179
2014,Dicky Pride,180
2014,Tim Herron,181
2014,Jim Herman,182
2014,Mark Wilson,183
2014,Eric Axley,184
2014,Lucas Glover,185
2014,Bronson La'Cassie,186
2014,Scott Gardiner,187
2014,Padraig Harrington,188
2014,Miguel Angel Carballo,189
2014,Stephen Ames,190
2014,David Lynn,191
2014,Tim Petrovic,192
