year,player_name,greens_in_regulation
2014,Chad Campbell,72.43
2014,Justin Hicks,71.44
2014,Graham DeLaet,70.68
2014,Billy Horschel,70.43
2014,J.J. Henry,69.6
2014,Rory McIlroy,69.44
2014,Jhonattan Vegas,69.11
2014,Henrik Stenson,69.03
2014,Kevin Stadler,68.91
2014,Adam Scott,68.79
2014,Hudson Swafford,68.78
2014,Jim Furyk,68.75
2014,David Toms,68.73
2014,Sergio Garcia,68.68
2014,Bill Haas,68.62
2014,Bo Van Pelt,68.61
2014,Harris English,68.36
2014,Andrew Svoboda,68.11
2014,John Merrick,68.07
2014,Boo Weekley,68.06
2014,Dustin Johnson,68.03
2014,Russell Knox,68.0
2014,Ryan Moore,67.99
2014,Bubba Watson,67.96
2014,John Senden,67.85
2014,Charles Howell III,67.66
2014,Robert Allenby,67.63
2014,Kevin Chappell,67.59
2014,Jimmy Walker,67.59
2014,Bud Cauley,67.46
2014,Zach Johnson,67.42
2014,Nick Watney,67.33
2014,Heath Slocum,67.31
2014,Ken Duke,67.17
2014,Charley Hoffman,67.08
2014,Michael Putnam,67.05
2014,Lucas Glover,67.0
2014,S.Y. Noh,66.97
2014,Camilo Villegas,66.96
2014,Matt Kuchar,66.92
2014,Justin Rose,66.91
2014,Daniel Summerhays,66.89
2014,Will Wilcox,66.89
2014,Kyle Stanley,66.87
2014,Cameron Tringale,66.77
2014,Keegan Bradley,66.67
2014,Hunter Mahan,66.67
2014,Ryan Palmer,66.67
2014,Carl Pettersson,66.67
2014,Nicholas Thompson,66.67
2014,Gary Woodland,66.55
2014,Martin Flores,66.54
2014,Brendan Steele,66.47
2014,Louis Oosthuizen,66.43
2014,David Hearn,66.38
2014,Jim Herman,66.38
2014,Stewart Cink,66.36
2014,Martin Laird,66.31
2014,Jason Dufner,66.26
2014,Shawn Stefani,66.2
2014,George McNeill,66.17
2014,Ben Martin,66.04
2014,Billy Hurley III,65.89
2014,Jeff Overton,65.79
2014,Paul Casey,65.77
2014,Graeme McDowell,65.77
2014,Jeff Maggert,65.74
2014,Michael Thompson,65.69
2014,Robert Streb,65.65
2014,Will MacKenzie,65.58
2014,Jerry Kelly,65.56
2014,John Peterson,65.56
2014,Vijay Singh,65.39
2014,Jason Kokrak,65.38
2014,Rory Sabbatini,65.38
2014,Kevin Kisner,65.29
2014,Trevor Immelman,65.28
2014,Webb Simpson,65.28
2014,Phil Mickelson,65.26
2014,Marc Leishman,65.21
2014,Chris Stroud,65.21
2014,Charlie Beljan,65.2
2014,Brice Garnett,65.15
2014,Robert Garrigus,65.14
2014,Ted Potter Jr.,65.11
2014,Josh Teater,65.09
2014,Brad Fritsch,65.05
2014,Troy Merritt,65.05
2014,Scott Brown,65.0
2014,Ángel Cabrera,64.98
2014,Brooks Koepka,64.98
2014,Ricky Barnes,64.96
2014,Ryo Ishikawa,64.96
2014,Jamie Lovemark,64.91
2014,Jonathan Byrd,64.89
2014,John Rollins,64.86
2014,Jason Bohn,64.75
2014,Kevin Na,64.72
2014,Martin Kaymer,64.58
2014,Rickie Fowler,64.51
2014,Davis Love III,64.51
2014,Geoff Ogilvy,64.51
2014,Brendon de Jonge,64.48
2014,Danny Lee,64.44
2014,William McGirt,64.41
2014,John Huh,64.39
2014,Pat Perez,64.35
2014,Kevin Tway,64.35
2014,Spencer Levin,64.31
2014,Tim Clark,64.3
2014,Brian Harman,64.26
2014,Wes Roach,64.2
2014,Tyrone Van Aswegen,64.17
2014,Scott Langley,64.16
2014,Johnson Wagner,64.1
2014,Hideki Matsuyama,64.03
2014,Tommy Gainey,64.01
2014,Jason Day,64.0
2014,Brendon Todd,63.99
2014,James Hahn,63.96
2014,Bryce Molder,63.93
2014,Brian Stuard,63.86
2014,Lee Westwood,63.69
2014,Retief Goosen,63.64
2014,Patrick Reed,63.64
2014,Luke Guthrie,63.53
2014,Charl Schwartzel,63.53
2014,Derek Ernst,63.52
2014,Chris Kirk,63.46
2014,Briny Baird,63.44
2014,Ben Crane,63.44
2014,Sean O'Hair,63.42
2014,Steven Bowditch,63.38
2014,Matt Every,63.33
2014,David Lingmerth,63.3
2014,Brandt Snedeker,63.28
2014,Matt Jones,63.25
2014,Kevin Streelman,63.25
2014,Mark Wilson,63.25
2014,Scott Stallings,63.16
2014,Andrew Loupe,63.11
2014,Erik Compton,63.07
2014,Chesson Hadley,63.03
2014,Luke Donald,63.0
2014,Stuart Appleby,62.96
2014,Sangmoon Bae,62.94
2014,Morgan Hoffmann,62.74
2014,D.A. Points,62.71
2014,Jim Renner,62.71
2014,Ben Curtis,62.63
2014,Freddie Jacobson,62.58
2014,Jordan Spieth,62.47
2014,Ian Poulter,62.4
2014,K.J. Choi,62.08
2014,Troy Matteson,61.97
2014,Russell Henley,61.84
2014,Tim Wilkinson,61.72
2014,Y.E. Yang,61.68
2014,Ernie Els,61.6
2014,Brian Davis,61.47
2014,Bronson La'Cassie,61.35
2014,Jonas Blixt,61.11
2014,J.B. Holmes,60.92
2014,James Driscoll,60.88
2014,Charlie Wi,60.87
2014,Gonzalo Fernandez-Castaño,60.84
2014,Woody Austin,60.83
2014,Andres Romero,60.53
2014,Roberto Castro,60.44
2014,Chad Collins,59.98
2014,Richard Lee,59.97
2014,D.H. Lee,59.89
2014,Greg Chalmers,59.88
2014,Aaron Baddeley,59.8
2014,Brian Gay,59.21
2014,Justin Leonard,57.78
2014,Mike Weir,57.44
