year,player_name,final_season_rank
2011,Bill Haas,1
2011,Webb Simpson,2
2011,Luke Donald,3
2011,Dustin Johnson,4
2011,Justin Rose,5
2011,Matt Kuchar,6
2011,Hunter Mahan,7
2011,Brandt Snedeker,8
2011,Nick Watney,9
2011,Chez Reavie,10
2011,K.J. Choi,11
2011,Jason Day,12
2011,John Senden,13
2011,Aaron Baddeley,14
2011,Phil Mickelson,15
2011,Adam Scott,16
2011,Gary Woodland,17
2011,Steve Stricker,18
2011,Charles Howell III,19
2011,Keegan Bradley,20
2011,David Toms,20
2011,Mark Wilson,22
2011,Bo Van Pelt,23
2011,Geoff Ogilvy,24
2011,Jason Dufner,25
2011,Bubba Watson,26
2011,Jonathan Byrd,27
2011,Vijay Singh,28
2011,Freddie Jacobson,29
2011,Y.E. Yang,30
2011,Martin Laird,31
2011,Charl Schwartzel,32
2011,Camilo Villegas,33
2011,Kyle Stanley,34
2011,Rory Sabbatini,35
2011,Jim Furyk,36
2011,Ryan Moore,37
2011,Jerry Kelly,38
2011,Brian Davis,39
2011,Zach Johnson,40
2011,Charley Hoffman,41
2011,Chris Kirk,42
2011,Rickie Fowler,43
2011,Sergio Garcia,44
2011,Lucas Glover,45
2011,Robert Karlsson,46
2011,Spencer Levin,47
2011,Carl Pettersson,48
2011,Steve Marino,49
2011,Jimmy Walker,50
2011,Brandt Jobe,51
2011,Brendan Steele,52
2011,Ryan Palmer,53
2011,Jhonattan Vegas,54
2011,Robert Allenby,55
2011,D.A. Points,56
2011,Scott Stallings,57
2011,Sean O'Hair,58
2011,Chad Campbell,59
2011,Brendon de Jonge,60
2011,Chris Stroud,61
2011,Tommy Gainey,62
2011,Cameron Tringale,63
2011,Blake Adams,64
2011,Marc Leishman,65
2011,Andres Romero,66
2011,Ernie Els,67
2011,George McNeill,68
2011,Scott Piercy,69
2011,Johnson Wagner,70
2011,Kevin Na,71
2011,Kevin Streelman,72
2011,Graeme McDowell,73
2011,Robert Garrigus,74
2011,Pat Perez,75
2011,J.J. Henry,76
2011,Harrison Frazar,77
2011,Charlie Wi,78
2011,Anthony Kim,79
2011,Kris Blanks,80
2011,Greg Chalmers,81
2011,Brian Gay,82
2011,William McGirt,83
2011,Kevin Chappell,84
2011,Bill Lunde,85
2011,J.B. Holmes,86
2011,Ian Poulter,87
2011,Trevor Immelman,88
2011,Padraig Harrington,89
2011,Jeff Overton,90
2011,Ryuji Imada,91
2011,John Rollins,92
2011,Scott Verplank,93
2011,Chris Couch,94
2011,Davis Love III,95
2011,Ben Crane,96
2011,Ricky Barnes,97
2011,Stewart Cink,98
2011,Troy Matteson,99
2011,John Merrick,100
2011,Bryce Molder,101
2011,Josh Teater,102
2011,Hunter Haas,103
2011,Chris DiMarco,104
2011,Paul Goydos,105
2011,D.J. Trahan,106
2011,Nick O'Hern,107
2011,Matt Bettencourt,108
2011,Arjun Atwal,109
2011,Tim Herron,110
2011,Michael Bradley,111
2011,Retief Goosen,112
2011,Kevin Stadler,113
2011,Tom Gillis,114
2011,Michael Thompson,115
2011,Vaughn Taylor,116
2011,Heath Slocum,117
2011,Stuart Appleby,118
2011,Rod Pampling,119
2011,Joe Ogilvie,120
2011,David Hearn,121
2011,Billy Mayfair,122
2011,James Driscoll,123
2011,Steve Flesch,124
2011,Steven Bowditch,125
2011,Justin Leonard,126
2011,Matt Jones,127
2011,Tim Petrovic,128
2011,David Mathis,129
2011,Cameron Beckman,130
2011,Dean Wilson,131
2011,Tiger Woods,132
2011,Ben Curtis,133
2011,Alex Cejka,134
2011,Roland Thatcher,135
2011,Michael Putnam,136
2011,Tim Clark,137
2011,Stephen Ames,138
2011,Kent Jones,139
2011,Chris Riley,140
