year,player_name,sg_putting
2024,Taylor Montgomery,0.866
2024,Max Greyserman,0.749
2024,Mackenzie Hughes,0.742
2024,Denny McCarthy,0.699
2024,Taylor Pendrith,0.592
2024,Justin Suh,0.589
2024,Jacob Bridgeman,0.584
2024,Ben Silverman,0.55
2024,Jason Day,0.541
2024,Thomas Detry,0.532
2024,Vince Whaley,0.518
2024,Xander Schauffele,0.51
2024,Pierceson Coody,0.505
2024,Sam Burns,0.496
2024,Beau Hossler,0.496
2024,Harris English,0.491
2024,S.H. Kim,0.491
2024,Aaron Baddeley,0.487
2024,Wyndham Clark,0.476
2024,Christiaan Bezuidenhout,0.459
2024,Billy Horschel,0.442
2024,Zach Johnson,0.42
2024,Matt Fitzpatrick,0.417
2024,Brendon Todd,0.409
2024,Chad Ramey,0.406
2024,Erik van Rooyen,0.403
2024,Adam Scott,0.399
2024,Kevin Tway,0.362
2024,Matt Kuchar,0.351
2024,Maverick McNealy,0.351
2024,Justin Lower,0.35
2024,Martin Trainer,0.347
2024,Akshay Bhatia,0.345
2024,Chandler Phillips,0.322
2024,Robert MacIntyre,0.321
2024,Tyson Alexander,0.314
2024,Cameron Champ,0.31
2024,Sam Stevens,0.306
2024,Russell Henley,0.304
2024,Brian Harman,0.291
2024,Andrew Putnam,0.289
2024,Davis Riley,0.289
2024,Harry Hall,0.279
2024,Viktor Hovland,0.269
2024,Chesson Hadley,0.265
2024,Matti Schmid,0.26
2024,Eric Cole,0.258
2024,Peter Malnati,0.257
2024,Sahith Theegala,0.257
2024,J.T. Poston,0.252
2024,Thorbjørn Olesen,0.251
2024,Ben Griffin,0.238
2024,Patrick Cantlay,0.234
2024,Alex Noren,0.213
2024,Taylor Moore,0.19
2024,Ryan Fox,0.181
2024,Roger Sloan,0.181
2024,Hayden Springer,0.177
2024,Rory McIlroy,0.173
2024,Ryan McCormick,0.17
2024,Martin Laird,0.164
2024,K.H. Lee,0.155
2024,Brandt Snedeker,0.147
2024,Raul Pereda,0.142
2024,Sungjae Im,0.138
2024,Rickie Fowler,0.136
2024,Ludvig Åberg,0.135
2024,Emiliano Grillo,0.129
2024,Carson Young,0.129
2024,Victor Perez,0.126
2024,Matthieu Pavon,0.125
2024,Patrick Rodgers,0.125
2024,Collin Morikawa,0.121
2024,Ben Taylor,0.113
2024,Kevin Kisner,0.105
2024,Dylan Wu,0.103
2024,Scottie Scheffler,0.095
2024,Michael Kim,0.084
2024,Nico Echavarria,0.083
2024,Patrick Fishburn,0.078
2024,Trace Crowe,0.074
2024,Matt Wallace,0.069
2024,Garrick Higgo,0.066
2024,Ryo Hisatsune,0.065
2024,Sami Valimaki,0.06
2024,Kevin Chappell,0.058
2024,Aaron Rai,0.054
2024,Nate Lashley,0.047
2024,C.T. Pan,0.045
2024,Davis Thompson,0.042
2024,Seamus Power,0.041
2024,Tommy Fleetwood,0.04
2024,Tom Hoge,0.037
2024,Robby Shelton,0.036
2024,Adam Schenk,0.026
2024,Adam Hadwin,0.023
2024,Justin Rose,0.022
2024,Mark Hubbard,0.017
2024,Stephan Jaeger,0.01
2024,Andrew Novak,-0.003
2024,Nick Dunlap,-0.006
2024,Jordan Spieth,-0.006
2024,Luke List,-0.01
2024,Sepp Straka,-0.018
2024,Wilson Furr,-0.024
2024,Max Homa,-0.025
2024,Erik Barnes,-0.028
2024,J.J. Spaun,-0.035
2024,Nick Taylor,-0.042
2024,Mac Meissner,-0.056
2024,Paul Barjon,-0.059
2024,Shane Lowry,-0.076
2024,Byeong Hun An,-0.079
2024,Tom Kim,-0.081
2024,Jake Knapp,-0.082
2024,David Skinns,-0.082
2024,Chris Gotterup,-0.083
2024,Jorge Campillo,-0.11
2024,Min Woo Lee,-0.11
2024,Zac Blair,-0.114
2024,Hideki Matsuyama,-0.118
