year,player_name,greens_in_regulation
2011,Boo Weekley,71.68
2011,Heath Slocum,71.4
2011,Joe Durant,71.26
2011,Chad Campbell,71.13
2011,John Senden,70.86
2011,David Toms,70.2
2011,Ernie Els,69.89
2011,Webb Simpson,69.84
2011,Bubba Watson,69.83
2011,Justin Rose,69.48
2011,Bill Haas,69.44
2011,Gary Woodland,69.41
2011,Bill Lunde,69.38
2011,Brandt Jobe,69.16
2011,Briny Baird,69.14
2011,John Rollins,69.08
2011,D.J. Trahan,68.99
2011,J.J. Henry,68.96
2011,Charles Howell III,68.91
2011,Kris Blanks,68.89
2011,David Hearn,68.82
2011,Hunter Mahan,68.79
2011,Billy Mayfair,68.77
2011,John Merrick,68.69
2011,William McGirt,68.63
2011,Chez Reavie,68.6
2011,Dustin Johnson,68.39
2011,Davis Love III,68.25
2011,Alexandre Rocha,68.23
2011,Kyle Stanley,68.21
2011,Trevor Immelman,68.12
2011,Adam Scott,68.08
2011,Kevin Stadler,68.06
2011,Bo Van Pelt,68.02
2011,Spencer Levin,67.99
2011,Jim Herman,67.94
2011,Michael Bradley,67.62
2011,Jim Furyk,67.57
2011,Robert Allenby,67.54
2011,Brian Davis,67.35
2011,Luke Donald,67.33
2011,Jason Bohn,67.3
2011,Cameron Tringale,67.3
2011,Jhonattan Vegas,67.22
2011,Johnson Wagner,67.17
2011,Aron Price,67.09
2011,Billy Horschel,67.07
2011,Tommy Gainey,67.0
2011,Chris Stroud,67.0
2011,Matt Kuchar,66.98
2011,Phil Mickelson,66.96
2011,Jason Dufner,66.95
2011,Josh Teater,66.89
2011,Woody Austin,66.88
2011,Nick Watney,66.88
2011,Sergio Garcia,66.85
2011,Charley Hoffman,66.79
2011,Chris Kirk,66.67
2011,Nick O'Hern,66.67
2011,Scott Stallings,66.6
2011,Martin Laird,66.59
2011,Ricky Barnes,66.52
2011,J.B. Holmes,66.46
2011,Vijay Singh,66.46
2011,Brendon de Jonge,66.45
2011,Steve Elkington,66.44
2011,Zach Johnson,66.38
2011,Ben Crane,66.36
2011,Tom Gillis,66.36
2011,Jerry Kelly,66.25
2011,Hunter Haas,66.24
2011,Robert Garrigus,66.13
2011,Kent Jones,66.12
2011,Alex Cejka,66.1
2011,Graeme McDowell,66.08
2011,Vaughn Taylor,66.04
2011,Mark Wilson,66.03
2011,Steve Stricker,66.02
2011,Charl Schwartzel,65.97
2011,Alex Prugh,65.95
2011,K.J. Choi,65.93
2011,Lucas Glover,65.92
2011,Keegan Bradley,65.9
2011,Rod Pampling,65.89
2011,Scott Piercy,65.84
2011,Rory Sabbatini,65.84
2011,Ben Curtis,65.82
2011,Steve Marino,65.79
2011,Carl Pettersson,65.77
2011,Justin Hicks,65.71
2011,Jonathan Byrd,65.65
2011,Tim Herron,65.64
2011,Troy Matteson,65.64
2011,Kevin Streelman,65.62
2011,Marc Turnesa,65.6
2011,Ian Poulter,65.58
2011,Blake Adams,65.48
2011,Aaron Baddeley,65.48
2011,Brendan Steele,65.45
2011,Pat Perez,65.42
2011,Stephen Ames,65.3
2011,Michael Thompson,65.3
2011,Joseph Bramlett,65.21
2011,Fabián Gómez,65.2
2011,Paul Stankowski,65.2
2011,Chris DiMarco,65.11
2011,Jim Renner,65.01
2011,Bryce Molder,65.0
2011,Chris Couch,64.99
2011,Jason Day,64.92
2011,D.A. Points,64.92
2011,Justin Leonard,64.91
2011,Brandt Snedeker,64.9
2011,Kevin Chappell,64.89
2011,Chris Riley,64.81
2011,Sung Kang,64.78
2011,Ben Martin,64.76
2011,Bobby Gates,64.71
2011,Jeff Overton,64.53
2011,Rickie Fowler,64.47
2011,Paul Goydos,64.47
2011,Marc Leishman,64.43
2011,Andres Gonzales,64.42
2011,Garrett Willis,64.41
2011,Retief Goosen,64.4
2011,Shane Bertsch,64.38
2011,Michael Putnam,64.37
2011,Stewart Cink,64.31
2011,David Mathis,64.29
2011,Ryuji Imada,64.26
2011,Roland Thatcher,64.26
2011,George McNeill,64.21
2011,Padraig Harrington,64.12
2011,Troy Merritt,64.12
2011,David Duval,64.1
2011,Jimmy Walker,63.92
2011,Ángel Cabrera,63.89
2011,Michael Connell,63.82
