year,player_name,driving_distance
2022,Cameron Champ,321.4
2022,Rory McIlroy,321.3
2022,Cameron Young,319.3
2022,Wyndham Clark,319.0
2022,Jon Rahm,318.9
2022,Matthew Wolff,318.4
2022,Joseph Bramlett,318.3
2022,Brandon Hagy,317.9
2022,Trey Mullinax,317.2
2022,Taylor Pendrith,316.1
2022,Jhonattan Vegas,315.7
2022,Luke List,314.8
2022,Will Zalatoris,314.7
2022,Justin Thomas,314.3
2022,Adam Scott,312.4
2022,Callum Tarren,312.4
2022,Brooks Koepka,311.9
2022,Keith Mitchell,311.8
2022,Scottie Scheffler,311.6
2022,Kurt Kitayama,310.8
2022,Kevin Tway,310.2
2022,Kevin Chappell,310.1
2022,Gary Woodland,309.9
2022,Sam Burns,309.6
2022,Charley Hoffman,309.6
2022,Jared Wolfe,309.6
2022,Paul Barjon,309.4
2022,Rickie Fowler,309.4
2022,Seth Reeves,309.4
2022,Beau Hossler,309.3
2022,Patrick Rodgers,309.3
2022,Jason Kokrak,309.2
2022,Curtis Thompson,309.2
2022,Joaquin Niemann,309.1
2022,Cam Davis,308.5
2022,Xander Schauffele,308.5
2022,Viktor Hovland,308.4
2022,Jordan Spieth,308.4
2022,Aaron Wise,308.3
2022,Patrick Cantlay,308.0
2022,Tony Finau,308.0
2022,Brendan Steele,307.8
2022,Davis Riley,307.6
2022,Keegan Bradley,307.5
2022,Maverick McNealy,307.4
2022,Hudson Swafford,307.4
2022,Lucas Herbert,307.3
2022,Marc Leishman,307.1
2022,Shane Lowry,306.9
2022,Matt Jones,306.5
2022,Alex Smalley,306.5
2022,Max Homa,306.3
2022,Stewart Cink,306.2
2022,Scott Stallings,306.0
2022,Harold Varner III,305.8
2022,Nick Hardy,305.7
2022,Tyrrell Hatton,305.7
2022,Emiliano Grillo,305.6
2022,Ryan Palmer,305.6
2022,Martin Trainer,305.5
2022,Garrick Higgo,305.0
2022,Hideki Matsuyama,304.7
2022,Austin Smotherman,304.6
2022,Talor Gooch,304.4
2022,Sahith Theegala,304.3
2022,Dylan Frittelli,304.1
2022,Charles Howell III,304.1
2022,Adam Schenk,304.0
2022,Mito Pereira,303.9
2022,Matt Fitzpatrick,303.8
2022,Sungjae Im,303.7
2022,Patton Kizzire,303.7
2022,Sebastián Muñoz,303.7
2022,Matt Wallace,303.7
2022,Carlos Ortiz,303.4
2022,Sepp Straka,303.0
2022,James Hahn,302.8
2022,Corey Conners,302.7
2022,K.H. Lee,302.5
2022,Taylor Moore,302.0
2022,Vince Whaley,302.0
2022,Cameron Tringale,301.9
2022,Chesson Hadley,301.8
2022,Harry Higgs,301.8
2022,Collin Morikawa,301.8
