year,player_name,sg_approach
2023,Justin Suh,-0.068
2023,Troy Merritt,-0.075
2023,Ben Taylor,-0.085
2023,Cameron Percy,-0.091
2023,Sam Burns,-0.1
2023,Hayden Buckley,-0.104
2023,Stewart Cink,-0.108
2023,Jimmy Walker,-0.12
2023,Billy Horschel,-0.122
2023,Tyler Duncan,-0.125
2023,Kramer Hickok,-0.132
2023,Doc Redman,-0.134
2023,Brice Garnett,-0.137
2023,Scott Stallings,-0.138
2023,Zecheng Dou,-0.142
2023,Kevin Tway,-0.15
2023,James Hahn,-0.159
2023,Carl Yuan,-0.164
2023,Adam Scott,-0.169
2023,Trevor Cone,-0.179
2023,Harrison Endycott,-0.184
2023,Nick Watney,-0.191
2023,Sean O'Hair,-0.193
2023,Augusto Núñez,-0.196
2023,Davis Thompson,-0.198
2023,Brandon Matthews,-0.209
2023,Danny Willett,-0.213
2023,Hank Lebioda,-0.221
2023,Robert Streb,-0.229
2023,Mackenzie Hughes,-0.23
2023,Chad Ramey,-0.239
2023,Kelly Kraft,-0.245
2023,Scott Harrington,-0.246
2023,Beau Hossler,-0.263
2023,Maverick McNealy,-0.269
2023,Keith Mitchell,-0.288
2023,Tyson Alexander,-0.291
2023,Garrick Higgo,-0.291
2023,Harry Hall,-0.304
2023,Zach Johnson,-0.31
2023,Peter Malnati,-0.312
2023,Austin Cook,-0.319
2023,S.Y. Noh,-0.335
2023,Brian Stuard,-0.352
2023,Seamus Power,-0.354
2023,MJ Daffue,-0.374
2023,Lanto Griffin,-0.405
2023,Nico Echavarria,-0.416
2023,Wesley Bryan,-0.423
2023,S.H. Kim,-0.435
2023,Paul Haley II,-0.441
2023,Tano Goya,-0.445
2023,Matthias Schwab,-0.446
2023,Adam Long,-0.449
2023,Lucas Herbert,-0.496
2023,Kyle Westmoreland,-0.51
2023,Jonathan Byrd,-0.515
2023,Taylor Montgomery,-0.515
2023,Michael Gligic,-0.534
2023,Ryan Brehm,-0.554
2023,Jim Herman,-0.579
2023,Dylan Frittelli,-0.62
2023,Martin Trainer,-0.65
2023,Brent Grant,-0.674
2023,Trevor Werbylo,-0.757
2023,Max McGreevy,-0.79
2023,Richy Werenski,-0.802
2023,Harry Higgs,-0.844
2023,Andrew Landry,-0.911
