year,player_name,scoring_average
2019,Rory McIlroy,69.057
2019,Patrick Cantlay,69.306
2019,Webb Simpson,69.377
2019,Brooks Koepka,69.395
2019,Justin Thomas,69.466
2019,Jon Rahm,69.618
2019,Adam Scott,69.693
2019,Tommy Fleetwood,69.729
2019,Paul Casey,69.821
2019,Justin Rose,69.825
2019,Xander Schauffele,69.834
2019,Hideki Matsuyama,69.841
2019,Dustin Johnson,69.895
2019,Matt Kuchar,69.916
2019,Tony Finau,69.955
2019,Rickie Fowler,69.955
2019,Lucas Glover,70.083
2019,Henrik Stenson,70.089
2019,Jim Furyk,70.09
2019,Bryson DeChambeau,70.177
2019,Patrick Reed,70.208
2019,Jason Day,70.212
2019,Gary Woodland,70.229
2019,Chez Reavie,70.247
2019,Sungjae Im,70.252
2019,Louis Oosthuizen,70.259
2019,Sergio Garcia,70.321
2019,Scott Piercy,70.333
2019,Rory Sabbatini,70.409
2019,Kevin Kisner,70.416
2019,Jason Kokrak,70.431
2019,Marc Leishman,70.434
2019,Daniel Berger,70.443
2019,Vaughn Taylor,70.45
2019,Jordan Spieth,70.453
2019,Byeong Hun An,70.48
2019,Charles Howell III,70.483
2019,Ian Poulter,70.502
2019,Brandt Snedeker,70.52
2019,Russell Knox,70.521
2019,Matt Fitzpatrick,70.525
2019,Adam Hadwin,70.545
2019,Denny McCarthy,70.546
2019,Bud Cauley,70.574
2019,Abraham Ancer,70.58
2019,Tyrrell Hatton,70.585
2019,Graeme McDowell,70.591
2019,Wyndham Clark,70.595
2019,Joaquin Niemann,70.621
2019,Talor Gooch,70.629
2019,J.T. Poston,70.633
2019,Billy Horschel,70.644
2019,Zach Johnson,70.644
2019,Andrew Putnam,70.644
2019,Michael Thompson,70.662
2019,Ryan Palmer,70.679
2019,Nate Lashley,70.692
2019,Nick Taylor,70.697
2019,Bubba Watson,70.71
2019,Harold Varner III,70.716
2019,Dylan Frittelli,70.737
2019,Aaron Wise,70.739
2019,Peter Malnati,70.762
2019,Kevin Streelman,70.763
2019,Jhonattan Vegas,70.765
2019,Corey Conners,70.775
2019,Rafa Cabrera Bello,70.78
2019,Aaron Baddeley,70.783
2019,Cameron Tringale,70.796
2019,Matt Jones,70.81
2019,Emiliano Grillo,70.814
2019,Cameron Smith,70.814
2019,Adam Schenk,70.817
2019,Danny Willett,70.828
2019,Johnson Wagner,70.847
2019,Keegan Bradley,70.849
2019,Martin Laird,70.866
2019,Russell Henley,70.874
2019,Jonas Blixt,70.875
2019,Ryan Armour,70.888
2019,Mackenzie Hughes,70.907
2019,Sebastián Muñoz,70.907
2019,Nick Watney,70.908
2019,Kiradech Aphibarnrat,70.911
2019,Sam Ryder,70.912
2019,Joel Dahmen,70.932
2019,Troy Merritt,70.95
2019,Shawn Stefani,70.958
2019,Scott Brown,70.96
2019,Si Woo Kim,70.963
2019,C.T. Pan,70.966
2019,Francesco Molinari,70.974
2019,Ryan Moore,70.974
2019,Josh Teater,70.983
2019,Cam Davis,70.985
2019,Sepp Straka,70.987
2019,Sam Burns,70.995
2019,Danny Lee,70.997
2019,Brian Stuard,70.999
2019,Hank Lebioda,71.002
2019,Brian Harman,71.016
2019,Kevin Tway,71.02
2019,Keith Mitchell,71.021
2019,Dominic Bozzelli,71.023
2019,Roger Sloan,71.034
2019,J.J. Spaun,71.034
2019,Adam Svensson,71.042
2019,Alex Noren,71.046
2019,Harris English,71.055
2019,Bill Haas,71.056
2019,Pat Perez,71.059
2019,Brice Garnett,71.067
2019,Carlos Ortiz,71.069
2019,Kyle Stanley,71.094
2019,Sung Kang,71.101
2019,Richy Werenski,71.104
2019,Max Homa,71.11
2019,Roberto Castro,71.127
2019,Kevin Na,71.144
2019,Trey Mullinax,71.194
2019,Austin Cook,71.201
2019,Stephan Jaeger,71.201
2019,Roberto Díaz,71.207
2019,Luke List,71.223
2019,Wes Roach,71.228
2019,Chase Wright,71.233
2019,Kramer Hickok,71.243
2019,Jimmy Walker,71.262
2019,Andrew Landry,71.265
2019,Patton Kizzire,71.292
2019,Bronson Burgoon,71.295
2019,Ryan Blaum,71.302
2019,K.H. Lee,71.307
