year,player_name,scoring_average
2013,Steve Stricker,68.893
2013,Tiger Woods,68.944
2013,Justin Rose,69.225
2013,Henrik Stenson,69.248
2013,Adam Scott,69.3
2013,Sergio Garcia,69.543
2013,Matt Kuchar,69.561
2013,Charl Schwartzel,69.651
2013,Jordan Spieth,69.668
2013,Keegan Bradley,69.724
2013,Jason Day,69.732
2013,Phil Mickelson,69.742
2013,Webb Simpson,69.783
2013,Brandt Snedeker,69.791
2013,Luke Donald,69.793
2013,Jim Furyk,69.828
2013,Jason Dufner,69.912
2013,Bill Haas,70.023
2013,Zach Johnson,70.073
2013,Graham DeLaet,70.089
2013,Hunter Mahan,70.106
2013,Freddie Jacobson,70.108
2013,Dustin Johnson,70.115
2013,Brendon de Jonge,70.154
2013,Lee Westwood,70.158
2013,Ryan Palmer,70.167
2013,Chris Kirk,70.206
2013,Rickie Fowler,70.212
2013,Billy Horschel,70.244
2013,Matt Jones,70.245
2013,Kevin Streelman,70.267
2013,Charles Howell III,70.272
2013,Bubba Watson,70.276
2013,Rory McIlroy,70.288
2013,K.J. Choi,70.322
2013,Jimmy Walker,70.332
2013,Bob Estes,70.361
2013,Peter Hanson,70.368
2013,Ian Poulter,70.382
2013,Harris English,70.438
2013,Ernie Els,70.491
2013,Roberto Castro,70.494
2013,Charley Hoffman,70.497
2013,Graeme McDowell,70.503
2013,Rory Sabbatini,70.511
2013,Bryce Molder,70.52
2013,Jerry Kelly,70.522
2013,Marc Leishman,70.532
2013,Chris Stroud,70.546
2013,Martin Kaymer,70.559
2013,Russell Henley,70.57
2013,Camilo Villegas,70.586
2013,Chez Reavie,70.6
2013,Boo Weekley,70.611
2013,Morgan Hoffmann,70.613
2013,Ted Potter Jr.,70.615
2013,Kevin Stadler,70.632
2013,Stewart Cink,70.633
2013,Martin Flores,70.676
2013,Brian Davis,70.69
2013,Tim Clark,70.693
2013,Cameron Tringale,70.724
2013,Gary Woodland,70.733
2013,John Merrick,70.736
2013,David Hearn,70.738
2013,John Huh,70.758
2013,John Rollins,70.779
2013,Nick Watney,70.78
2013,Patrick Reed,70.807
2013,Daniel Summerhays,70.813
2013,Ryan Moore,70.825
2013,Stuart Appleby,70.834
2013,Pat Perez,70.835
2013,Justin Leonard,70.863
2013,Jeff Overton,70.863
2013,Ben Crane,70.864
2013,Brian Stuard,70.869
2013,George McNeill,70.876
2013,James Driscoll,70.888
2013,Ángel Cabrera,70.897
2013,Vaughn Taylor,70.897
2013,Josh Teater,70.904
2013,Richard Lee,70.912
2013,Mark Wilson,70.916
2013,Nicholas Thompson,70.92
2013,Jason Kokrak,70.924
2013,Kevin Chappell,70.927
2013,John Senden,70.97
2013,J.J. Henry,70.992
2013,Vijay Singh,70.995
2013,David Lingmerth,70.996
2013,William McGirt,71.0
2013,Erik Compton,71.011
2013,David Lynn,71.016
2013,Padraig Harrington,71.017
2013,Matt Every,71.023
2013,Ken Duke,71.025
2013,Martin Laird,71.029
2013,Jim Herman,71.045
2013,Brendan Steele,71.053
2013,Robert Garrigus,71.058
2013,Bo Van Pelt,71.08
2013,Brad Fritsch,71.085
2013,Nicolas Colsaerts,71.088
2013,Robert Streb,71.089
2013,Jason Bohn,71.101
2013,Cameron Percy,71.106
2013,Jonas Blixt,71.11
2013,Sangmoon Bae,71.111
2013,Shawn Stefani,71.114
2013,D.A. Points,71.116
2013,David Toms,71.134
2013,Scott Stallings,71.135
2013,Justin Hicks,71.138
2013,Luke Guthrie,71.139
2013,Brian Gay,71.16
2013,Tag Ridings,71.162
2013,Charlie Wi,71.174
2013,Brandt Jobe,71.175
2013,D.H. Lee,71.187
2013,Jeff Maggert,71.208
2013,James Hahn,71.222
2013,Greg Chalmers,71.228
2013,Chad Campbell,71.234
2013,Scott Brown,71.25
2013,Andres Romero,71.256
2013,Scott Langley,71.269
2013,Carl Pettersson,71.273
2013,Scott Piercy,71.273
2013,Brian Harman,71.29
2013,Dicky Pride,71.293
2013,Michael Thompson,71.298
2013,Doug LaBelle II,71.317
2013,Fabián Gómez,71.33
2013,Steven Bowditch,71.335
2013,Ricky Barnes,71.341
2013,Y.E. Yang,71.348
2013,Henrik Norlander,71.36
2013,D.J. Trahan,71.429
2013,Bud Cauley,71.445
2013,Stephen Ames,71.454
2013,Tim Herron,71.479
2013,Robert Karlsson,71.482
2013,Ben Kohles,71.488
2013,Trevor Immelman,71.491
2013,Aaron Baddeley,71.503
2013,Ryo Ishikawa,71.515
2013,Ben Curtis,71.531
2013,Steve LeBrun,71.551
2013,Greg Owen,71.554
2013,Tom Gillis,71.559
2013,Lucas Glover,71.577
2013,Geoff Ogilvy,71.588
2013,S.Y. Noh,71.625
2013,Mike Weir,71.643
2013,Casey Wittenberg,71.659
2013,Andrew Svoboda,71.747
2013,Aaron Watkins,71.77
2013,Jin Park,71.777
2013,Lee Williams,71.792
2013,Charlie Beljan,71.839
2013,Kyle Stanley,71.842
2013,Will Claxton,71.889
2013,Troy Matteson,71.889
2013,Tommy Gainey,71.892
2013,Rod Pampling,71.943
2013,Darron Stiles,71.947
2013,Alistair Presnell,71.951
2013,Johnson Wagner,72.013
2013,Justin Bolli,72.034
2013,Robert Allenby,72.056
2013,Scott Gardiner,72.082
2013,Sean O'Hair,72.107
2013,David Mathis,72.222
2013,Colt Knost,72.264
2013,Derek Ernst,72.271
2013,Michael Bradley,72.345
2013,Eric Meierdierks,72.414
2013,Luke List,72.444
2013,Bobby Gates,72.59
