year,player_name,driving_accuracy
2014,David Toms,75.49
2014,Tim Clark,74.02
2014,Justin Hicks,73.46
2014,Jim Furyk,73.18
2014,Heath Slocum,72.41
2014,Zach Johnson,70.51
2014,Billy Hurley III,70.44
2014,Ken Duke,70.18
2014,Ryan Moore,69.92
2014,Boo Weekley,69.57
2014,Ted Potter Jr.,69.56
2014,Graeme McDowell,69.2
2014,Jeff Maggert,68.83
2014,Henrik Stenson,68.78
2014,John Merrick,68.62
2014,Kevin Streelman,68.04
2014,Brendon de Jonge,67.87
2014,Russell Knox,67.6
2014,David Hearn,67.48
2014,Matt Kuchar,67.37
2014,Brian Davis,67.23
2014,Nicholas Thompson,67.08
2014,Billy Horschel,67.04
2014,Mark Wilson,67.0
2014,John Huh,66.87
2014,Scott Brown,66.55
2014,Jerry Kelly,66.49
2014,D.H. Lee,66.47
2014,Ben Crane,66.4
2014,Daniel Summerhays,66.3
2014,Brian Stuard,66.14
2014,Andrew Svoboda,66.14
2014,William McGirt,65.94
2014,Y.E. Yang,65.41
2014,Chad Campbell,65.36
2014,Hunter Mahan,65.1
2014,Danny Lee,65.05
2014,Justin Leonard,65.04
2014,Jason Bohn,64.95
2014,Spencer Levin,64.92
2014,Kevin Chappell,64.9
2014,Brendon Todd,64.85
2014,Ben Curtis,64.8
2014,Will MacKenzie,64.5
2014,Derek Ernst,64.41
2014,J.J. Henry,64.39
2014,Ben Martin,64.34
2014,Kevin Na,64.32
2014,Kevin Stadler,64.28
2014,Hudson Swafford,64.28
2014,John Senden,64.25
2014,K.J. Choi,64.22
2014,Shawn Stefani,64.17
2014,Lucas Glover,64.02
2014,John Peterson,64.0
2014,Nick Watney,63.97
2014,Chris Stroud,63.93
2014,Cameron Tringale,63.87
2014,Jason Dufner,63.76
2014,Briny Baird,63.7
2014,Brandt Snedeker,63.7
2014,Russell Henley,63.67
2014,Roberto Castro,62.95
2014,Bill Haas,62.94
2014,Bo Van Pelt,62.83
2014,Chris Kirk,62.78
2014,Luke Donald,62.56
2014,D.A. Points,62.56
2014,Keegan Bradley,62.36
2014,Webb Simpson,62.24
2014,George McNeill,62.22
2014,Michael Thompson,62.22
2014,Sergio Garcia,62.19
2014,Jim Herman,62.18
2014,Graham DeLaet,62.07
2014,Brian Gay,61.99
2014,Richard Lee,61.86
2014,Jonathan Byrd,61.58
2014,Hideki Matsuyama,61.52
2014,Adam Scott,61.51
2014,Robert Allenby,61.47
2014,Woody Austin,61.45
2014,Kevin Kisner,61.43
2014,Troy Merritt,61.43
2014,Will Wilcox,61.4
2014,Sangmoon Bae,61.39
2014,Ian Poulter,61.35
2014,Martin Kaymer,61.27
2014,Martin Laird,61.26
2014,Kyle Stanley,61.26
2014,Josh Teater,61.22
2014,Lee Westwood,61.22
2014,Jhonattan Vegas,61.16
2014,Scott Langley,61.08
2014,Michael Putnam,61.08
2014,Wes Roach,61.05
2014,Brian Harman,60.96
2014,Louis Oosthuizen,60.9
2014,James Hahn,60.83
2014,Vijay Singh,60.66
2014,Paul Casey,60.49
2014,Bubba Watson,60.47
2014,Stuart Appleby,60.42
2014,Brad Fritsch,60.24
2014,Pat Perez,60.05
2014,Harris English,59.95
2014,Camilo Villegas,59.95
2014,Gonzalo Fernandez-Castaño,59.93
2014,Rickie Fowler,59.93
2014,Rory McIlroy,59.93
2014,Justin Rose,59.92
2014,David Lingmerth,59.83
2014,John Rollins,59.8
2014,Bronson La'Cassie,59.76
2014,Chad Collins,59.67
2014,Robert Streb,59.62
2014,Brendan Steele,59.51
2014,Tim Wilkinson,59.51
2014,Bryce Molder,59.49
2014,Gary Woodland,59.49
2014,Stewart Cink,59.45
2014,Charl Schwartzel,59.45
2014,Freddie Jacobson,59.35
2014,Davis Love III,59.04
2014,Charlie Beljan,59.02
2014,Luke Guthrie,58.99
2014,Kevin Tway,58.95
2014,Brice Garnett,58.91
2014,Carl Pettersson,58.79
2014,Jordan Spieth,58.79
2014,Jason Day,58.72
2014,Charley Hoffman,58.69
2014,Ryan Palmer,58.55
2014,Greg Chalmers,58.51
2014,Geoff Ogilvy,58.51
2014,Trevor Immelman,58.5
2014,Matt Jones,58.5
2014,Erik Compton,58.48
2014,Ángel Cabrera,58.4
2014,Phil Mickelson,58.01
2014,Marc Leishman,57.97
2014,Tommy Gainey,57.92
2014,Charlie Wi,57.74
2014,Bud Cauley,57.54
2014,Jeff Overton,57.36
2014,Robert Garrigus,57.18
2014,Dustin Johnson,57.18
2014,Chesson Hadley,57.01
2014,Johnson Wagner,56.95
2014,Brooks Koepka,56.91
2014,Matt Every,56.72
2014,Martin Flores,56.71
2014,Jim Renner,56.5
2014,Jonas Blixt,56.16
2014,Scott Stallings,56.04
2014,Retief Goosen,55.9
2014,Jason Kokrak,55.64
2014,Patrick Reed,55.59
2014,Rory Sabbatini,55.48
2014,Steven Bowditch,55.13
2014,S.Y. Noh,55.02
2014,Ricky Barnes,54.85
2014,Andres Romero,54.79
2014,J.B. Holmes,54.71
2014,Morgan Hoffmann,54.09
2014,Jamie Lovemark,53.94
2014,Sean O'Hair,53.73
2014,Tyrone Van Aswegen,53.54
2014,Ernie Els,53.26
2014,Ryo Ishikawa,53.26
2014,Troy Matteson,53.09
2014,Charles Howell III,52.77
2014,Mike Weir,52.76
2014,James Driscoll,52.68
2014,Aaron Baddeley,52.29
2014,Jimmy Walker,51.67
2014,Andrew Loupe,50.0
