year,player_name,sg_putting
2022,Lucas Herbert,0.853
2022,Denny McCarthy,0.818
2022,Brendon Todd,0.781
2022,Tyrrell Hatton,0.742
2022,Beau Hossler,0.717
2022,Christiaan Bezuidenhout,0.653
2022,Kelly Kraft,0.572
2022,Cameron Smith,0.563
2022,Kevin Kisner,0.561
2022,Sam Burns,0.553
2022,Matt Kuchar,0.544
2022,Martin Trainer,0.52
2022,Chesson Hadley,0.511
2022,Mackenzie Hughes,0.509
2022,Marc Leishman,0.507
2022,Rory McIlroy,0.495
2022,Ian Poulter,0.468
2022,Alex Noren,0.457
2022,Maverick McNealy,0.454
2022,Justin Rose,0.45
2022,Billy Horschel,0.448
2022,Matt Fitzpatrick,0.425
2022,Matthew Wolff,0.423
2022,Adam Long,0.402
2022,Viktor Hovland,0.389
2022,Tommy Fleetwood,0.375
2022,Max Homa,0.369
2022,Patrick Cantlay,0.367
2022,Jon Rahm,0.367
2022,Patrick Rodgers,0.36
2022,Wyndham Clark,0.358
2022,Xander Schauffele,0.343
2022,Vince Whaley,0.341
2022,Rory Sabbatini,0.336
2022,Austin Cook,0.327
2022,S.Y. Noh,0.327
2022,Sungjae Im,0.326
2022,Andrew Putnam,0.31
2022,Sepp Straka,0.285
2022,Seamus Power,0.283
2022,J.T. Poston,0.279
2022,Adam Scott,0.279
2022,Troy Merritt,0.276
2022,Scott Stallings,0.267
2022,Brooks Koepka,0.262
2022,Jason Kokrak,0.252
2022,Justin Lower,0.252
2022,Richy Werenski,0.248
2022,Patrick Reed,0.241
2022,Mark Hubbard,0.239
2022,Jonas Blixt,0.236
2022,Jim Knous,0.231
2022,Harry Higgs,0.215
2022,Ben Kohles,0.215
2022,Keith Mitchell,0.209
2022,Nate Lashley,0.206
2022,Peter Malnati,0.204
2022,Scottie Scheffler,0.202
2022,Hank Lebioda,0.195
2022,Zach Johnson,0.183
2022,Nick Hardy,0.175
2022,Abraham Ancer,0.165
2022,Shane Lowry,0.162
2022,David Skinns,0.156
2022,Bill Haas,0.151
2022,Michael Thompson,0.146
2022,Pat Perez,0.145
2022,Cameron Young,0.141
2022,Sung Kang,0.133
2022,K.H. Lee,0.13
2022,Kevin Tway,0.129
2022,Luke Donald,0.128
2022,Adam Hadwin,0.127
2022,Francesco Molinari,0.126
2022,Doc Redman,0.125
2022,Lanto Griffin,0.121
2022,Brian Harman,0.118
2022,Matthias Schwab,0.118
2022,Sam Ryder,0.109
2022,Davis Riley,0.107
2022,J.J. Spaun,0.1
2022,Aaron Wise,0.1
2022,Jonathan Byrd,0.097
2022,Cam Davis,0.096
2022,Tony Finau,0.091
2022,Justin Thomas,0.091
2022,Jason Day,0.089
2022,Keegan Bradley,0.067
2022,Dylan Frittelli,0.061
2022,Adam Schenk,0.053
2022,Adam Svensson,0.044
2022,Gary Woodland,0.039
2022,Webb Simpson,0.038
2022,Stephan Jaeger,0.027
2022,Scott Piercy,0.026
2022,C.T. Pan,0.022
2022,Wesley Bryan,0.016
2022,Mito Pereira,0.012
2022,Cameron Tringale,0.007
2022,Talor Gooch,0.005
2022,Brice Garnett,0.003
2022,Hudson Swafford,0.002
2022,Matt Wallace,-0.003
2022,Will Zalatoris,-0.003
2022,Tom Hoge,-0.009
2022,John Huh,-0.011
2022,Callum Tarren,-0.013
2022,Kurt Kitayama,-0.017
2022,Robert Streb,-0.019
2022,Curtis Thompson,-0.019
2022,Satoshi Kodaira,-0.021
2022,Emiliano Grillo,-0.022
2022,Taylor Moore,-0.027
2022,Hideki Matsuyama,-0.028
2022,Kiradech Aphibarnrat,-0.032
2022,Chris Kirk,-0.033
2022,David Lipsky,-0.036
2022,Sahith Theegala,-0.043
2022,Greyson Sigg,-0.051
2022,Dylan Wu,-0.06
2022,Joaquin Niemann,-0.061
2022,Carlos Ortiz,-0.061
2022,Brandon Wu,-0.065
