year,player_name,sg_around_green
2023,Jonathan Byrd,0.527
2023,Aaron Baddeley,0.479
2023,Brendon Todd,0.454
2023,Justin Thomas,0.436
2023,Scottie Scheffler,0.399
2023,Byeong Hun An,0.396
2023,Stephan Jaeger,0.387
2023,Mackenzie Hughes,0.383
2023,Matt Kuchar,0.359
2023,Tommy Fleetwood,0.355
2023,Alex Noren,0.341
2023,Ben Griffin,0.33
2023,Hideki Matsuyama,0.324
2023,Rory McIlroy,0.309
2023,Chris Kirk,0.283
2023,Eric Cole,0.282
2023,Sungjae Im,0.279
2023,Wesley Bryan,0.278
2023,Taylor Montgomery,0.278
2023,Justin Rose,0.272
2023,Rickie Fowler,0.269
2023,Sahith Theegala,0.267
2023,Peter Malnati,0.265
2023,Austin Cook,0.261
2023,Beau Hossler,0.259
2023,K.H. Lee,0.257
2023,Wyndham Clark,0.255
2023,Jordan Spieth,0.25
2023,Russell Henley,0.249
2023,Matthias Schwab,0.242
2023,Matt Fitzpatrick,0.238
2023,J.J. Spaun,0.237
2023,Max Homa,0.233
2023,Matt Wallace,0.228
2023,Robby Shelton,0.219
2023,Zac Blair,0.218
2023,Adam Scott,0.212
2023,S.H. Kim,0.21
2023,Ludvig Åberg,0.209
2023,Adam Long,0.209
2023,Troy Merritt,0.206
2023,Christiaan Bezuidenhout,0.205
2023,Mark Hubbard,0.203
2023,Si Woo Kim,0.201
2023,Jason Day,0.192
2023,Cam Davis,0.191
2023,Patrick Rodgers,0.19
2023,Nick Taylor,0.181
2023,Harris English,0.178
2023,Tony Finau,0.178
2023,Satoshi Kodaira,0.171
2023,Andrew Novak,0.171
2023,Harry Hall,0.158
2023,Joseph Bramlett,0.157
2023,Tano Goya,0.156
2023,Aaron Rai,0.149
2023,Patrick Cantlay,0.147
2023,Denny McCarthy,0.143
2023,Maverick McNealy,0.141
2023,Seamus Power,0.139
2023,Kevin Streelman,0.135
2023,Ryan Gerard,0.13
2023,Tyrrell Hatton,0.128
2023,Jason Dufner,0.122
2023,Joel Dahmen,0.119
2023,Sam Stevens,0.116
2023,Danny Willett,0.115
2023,Harrison Endycott,0.111
2023,Brian Stuard,0.109
2023,Kurt Kitayama,0.106
2023,Brice Garnett,0.104
2023,Jon Rahm,0.104
2023,William McGirt,0.102
2023,Andrew Putnam,0.102
2023,Jimmy Walker,0.1
2023,Stewart Cink,0.098
2023,Greyson Sigg,0.096
2023,Thomas Detry,0.095
2023,Doug Ghim,0.093
2023,Scott Stallings,0.09
2023,Zecheng Dou,0.085
2023,Shane Lowry,0.067
2023,Adam Hadwin,0.065
2023,Nate Lashley,0.063
2023,Adam Svensson,0.062
2023,Viktor Hovland,0.06
2023,David Lipsky,0.059
2023,Davis Thompson,0.058
2023,Tyson Alexander,0.057
2023,Xander Schauffele,0.056
2023,C.T. Pan,0.054
2023,Martin Laird,0.051
2023,Michael Kim,0.05
2023,Tom Kim,0.05
2023,Billy Horschel,0.048
2023,Collin Morikawa,0.047
2023,Sam Burns,0.046
2023,Henrik Norlander,0.04
2023,J.T. Poston,0.038
2023,Trevor Werbylo,0.036
2023,Ben Taylor,0.033
2023,Kevin Yu,0.033
2023,Patton Kizzire,0.031
2023,Max McGreevy,0.025
2023,Robert Streb,0.023
2023,Alex Smalley,0.022
2023,Brian Harman,0.018
2023,Dylan Frittelli,0.016
2023,Nicolai Hojgaard,0.016
2023,Taylor Moore,0.015
2023,Dylan Wu,0.007
2023,Adam Schenk,0.001
2023,Keegan Bradley,0.0
2023,Cody Gribble,-0.002
2023,Brandon Wu,-0.004
2023,Charley Hoffman,-0.006
2023,S.Y. Noh,-0.01
2023,Paul Haley II,-0.012
2023,Cameron Young,-0.019
2023,Scott Piercy,-0.02
2023,Keith Mitchell,-0.027
2023,Cameron Percy,-0.027
2023,Zach Johnson,-0.029
2023,Matt NeSmith,-0.03
2023,Vincent Norrman,-0.03
2023,Martin Trainer,-0.032
2023,Sam Ryder,-0.036
2023,Akshay Bhatia,-0.037
2023,Sean O'Hair,-0.043
2023,Russell Knox,-0.046
2023,Austin Eckroat,-0.049
2023,Kyle Westmoreland,-0.05
2023,Lucas Glover,-0.061
2023,Kramer Hickok,-0.061
2023,Corey Conners,-0.066
2023,David Lingmerth,-0.072
2023,Kevin Chappell,-0.073
2023,Augusto Núñez,-0.073
2023,Chris Stroud,-0.078
2023,Chad Ramey,-0.079
2023,Lanto Griffin,-0.08
2023,Webb Simpson,-0.095
2023,Garrick Higgo,-0.098
2023,Harry Higgs,-0.113
2023,Taylor Pendrith,-0.113
2023,Scott Harrington,-0.114
2023,Luke List,-0.123
2023,Ryan Armour,-0.126
2023,Kevin Roy,-0.13
2023,Trey Mullinax,-0.132
2023,Tom Hoge,-0.134
2023,Kevin Tway,-0.134
2023,Richy Werenski,-0.138
2023,Ryan Palmer,-0.158
2023,Lee Hodges,-0.16
2023,Nick Watney,-0.181
2023,Sung Kang,-0.183
2023,Emiliano Grillo,-0.194
2023,MJ Daffue,-0.199
2023,Ryan Moore,-0.211
2023,Justin Lower,-0.212
2023,Carl Yuan,-0.212
2023,Chez Reavie,-0.213
2023,Nick Hardy,-0.214
2023,Callum Tarren,-0.229
2023,Nico Echavarria,-0.237
2023,Sepp Straka,-0.242
2023,Andrew Landry,-0.271
2023,James Hahn,-0.28
2023,Austin Smotherman,-0.284
2023,Kelly Kraft,-0.292
2023,Jim Herman,-0.3
2023,Davis Riley,-0.323
2023,Ben Martin,-0.33
2023,Lucas Herbert,-0.337
2023,Peter Kuest,-0.342
2023,Tyler Duncan,-0.348
2023,Gary Woodland,-0.349
2023,Hank Lebioda,-0.367
2023,Erik van Rooyen,-0.367
2023,Chesson Hadley,-0.388
2023,Doc Redman,-0.388
2023,Justin Suh,-0.394
2023,Will Gordon,-0.416
2023,Carson Young,-0.425
2023,Ryan Brehm,-0.44
2023,Matti Schmid,-0.473
2023,Brent Grant,-0.5
2023,Trevor Cone,-0.503
2023,Michael Gligic,-0.513
2023,Hayden Buckley,-0.535
2023,Cameron Champ,-0.57
2023,Brandon Matthews,-0.893
