year,player_name,money_earned
2021,Jon Rahm,7705933
2021,Patrick Cantlay,7638805
2021,Bryson DeChambeau,7426415
2021,Collin Morikawa,7059908
2021,Justin Thomas,6537153
2021,Jordan Spieth,6470482
2021,Louis Oosthuizen,6306679
2021,Harris English,6200481
2021,Cameron Smith,5851867
2021,Abraham Ancer,5816565
2021,Tony Finau,5740097
2021,Xander Schauffele,5240653
2021,Brooks Koepka,5204136
2021,Sam Burns,5160030
2021,Jason Kokrak,5118629
2021,Viktor Hovland,5048772
2021,Dustin Johnson,5001136
2021,Hideki Matsuyama,4963594
2021,Scottie Scheffler,4505589
2021,Rory McIlroy,4391809
2021,Daniel Berger,4258579
2021,Sungjae Im,4157182
2021,Billy Horschel,4030906
2021,Patrick Reed,4019044
2021,Corey Conners,4007567
2021,Joaquin Niemann,3936912
2021,Kevin Na,3625982
2021,Stewart Cink,3596319
2021,Will Zalatoris,3487352
2021,Max Homa,3448578
2021,Lee Westwood,3435368
2021,Si Woo Kim,3245928
2021,Brian Harman,3221821
2021,Paul Casey,3129666
2021,Marc Leishman,3107047
2021,K.H. Lee,3085133
2021,Charley Hoffman,3049763
2021,Sergio Garcia,2998555
2021,Kevin Kisner,2952177
2021,Webb Simpson,2783012
2021,Cam Davis,2746956
2021,Phil Mickelson,2707199
2021,Carlos Ortiz,2682104
2021,Shane Lowry,2636597
2021,Lucas Glover,2577704
2021,Keegan Bradley,2572089
2021,Russell Henley,2545330
2021,Matthew Wolff,2507324
2021,Matt Jones,2496677
2021,Cameron Tringale,2428609
2021,Talor Gooch,2291437
2021,Ryan Palmer,2276042
2021,Charl Schwartzel,2264460
2021,Matt Fitzpatrick,2252351
2021,Branden Grace,2222244
2021,Erik van Rooyen,2211281
2021,Aaron Wise,2207563
2021,Chris Kirk,2176116
2021,Kevin Streelman,2162402
2021,Cameron Champ,2154103
2021,Patton Kizzire,2102294
2021,Emiliano Grillo,2100336
2021,Sebastián Muñoz,2097446
2021,Alex Noren,2085051
2021,Jhonattan Vegas,2069765
2021,Maverick McNealy,2055002
2021,Harold Varner III,2013461
2021,Tyrrell Hatton,2010279
2021,Bubba Watson,1873381
2021,Mackenzie Hughes,1845824
2021,Harry Higgs,1829267
2021,Troy Merritt,1827790
2021,Martin Laird,1812120
2021,Robert Streb,1811604
2021,Hudson Swafford,1759907
2021,Tom Hoge,1690223
2021,Keith Mitchell,1665249
2021,J.T. Poston,1663521
2021,Ian Poulter,1641459
2021,Lanto Griffin,1612446
2021,Brandon Hagy,1593365
2021,Andrew Putnam,1572704
2021,Dylan Frittelli,1564495
2021,Seamus Power,1547290
2021,Adam Scott,1517533
2021,Adam Long,1496681
2021,Joel Dahmen,1452347
2021,Peter Malnati,1429713
2021,Garrick Higgo,1378456
2021,Henrik Norlander,1377085
2021,Matt Wallace,1369595
2021,Doc Redman,1361633
2021,Brendan Steele,1358526
2021,Brendon Todd,1349804
2021,Matt Kuchar,1348917
2021,Kramer Hickok,1348745
2021,Brandt Snedeker,1347790
2021,Brian Stuard,1343197
2021,Adam Hadwin,1308758
2021,Justin Rose,1304180
2021,Gary Woodland,1294062
2021,Jason Day,1291234
2021,Hank Lebioda,1286430
2021,Doug Ghim,1283807
2021,Luke List,1243787
2021,Zach Johnson,1241402
2021,C.T. Pan,1227777
2021,Denny McCarthy,1212977
2021,Pat Perez,1200834
2021,Wyndham Clark,1198800
2021,James Hahn,1197328
2021,Richy Werenski,1180394
2021,Tommy Fleetwood,1149631
2021,Sepp Straka,1136615
2021,Russell Knox,1130467
2021,Chez Reavie,1126279
2021,Matthew NeSmith,1111102
2021,Roger Sloan,1107623
2021,Adam Schenk,1101722
2021,Rickie Fowler,1089904
2021,Sam Ryder,1080154
2021,Scott Piercy,1071702
2021,Kyle Stanley,1061178
2021,Scott Stallings,1030868
2021,Tyler McCumber,1025909
2021,Francesco Molinari,996977
2021,Rory Sabbatini,968716
2021,Patrick Rodgers,968100
2021,Ryan Armour,962354
2021,Anirban Lahiri,952131
2021,Charles Howell III,947154
2021,Camilo Villegas,945774
2021,Chesson Hadley,940986
2021,Brice Garnett,926914
2021,Bo Hoag,916522
2021,Brian Gay,916158
2021,Michael Thompson,907001
2021,Austin Cook,898902
2021,Nate Lashley,879981
2021,Nick Taylor,862159
2021,Chase Seiffert,824736
2021,Cameron Percy,784607
2021,Ryan Moore,777994
2021,Mark Hubbard,762137
2021,Bo Van Pelt,752234
2021,Joseph Bramlett,735440
2021,Vince Whaley,692292
2021,Satoshi Kodaira,671889
2021,Jimmy Walker,661287
2021,Beau Hossler,660397
2021,Robert MacIntyre,655329
2021,Vaughn Taylor,648742
2021,Padraig Harrington,640513
2021,Steve Stricker,640311
2021,Michael Gligic,620442
2021,Danny Willett,618364
2021,Andrew Landry,594200
2021,John Huh,581646
2021,Tom Lewis,581245
2021,Rafael Campos,565186
2021,Bronson Burgoon,558656
