year,player_name,driving_accuracy
2022,Ryan Armour,73.95
2022,Satoshi Kodaira,71.88
2022,Brian Stuard,71.32
2022,Abraham Ancer,70.54
2022,Chez Reavie,70.43
2022,Kevin Streelman,69.48
2022,Brendon Todd,69.31
2022,Tyler Duncan,68.9
2022,Jim Herman,68.27
2022,Martin Laird,68.19
2022,Vaughn Taylor,68.12
2022,Joel Dahmen,67.88
2022,Lucas Glover,67.54
2022,Russell Henley,67.52
2022,Hayden Buckley,67.51
2022,Aaron Rai,67.37
2022,Brice Garnett,67.26
2022,Austin Cook,66.98
2022,Russell Knox,66.91
2022,Corey Conners,66.83
2022,Brian Harman,66.56
2022,Kelly Kraft,66.56
2022,John Huh,66.44
2022,Michael Thompson,65.87
2022,Kramer Hickok,65.76
2022,Kevin Kisner,65.52
2022,Sungjae Im,65.51
2022,Kiradech Aphibarnrat,65.39
2022,Collin Morikawa,65.27
2022,David Lipsky,65.24
2022,Billy Horschel,65.05
2022,Chad Ramey,64.93
2022,Adam Long,64.74
2022,Webb Simpson,64.65
2022,Andrew Putnam,64.54
2022,Chris Kirk,64.5
2022,Denny McCarthy,64.49
2022,Doug Ghim,64.22
2022,J.J. Spaun,64.11
2022,Adam Svensson,64.1
2022,Emiliano Grillo,64.07
2022,Si Woo Kim,64.01
2022,Troy Merritt,64.0
2022,Adam Hadwin,63.71
2022,Matthew NeSmith,63.71
2022,Zach Johnson,63.65
2022,Nate Lashley,63.63
2022,Max McGreevy,63.62
2022,Joshua Creel,63.59
2022,Matt Kuchar,63.45
2022,Matt Fitzpatrick,63.38
2022,Chase Seiffert,63.37
2022,Austin Smotherman,63.1
2022,Greyson Sigg,62.87
2022,Mark Hubbard,62.78
2022,Jon Rahm,62.5
2022,Christiaan Bezuidenhout,62.4
2022,Henrik Norlander,62.35
2022,C.T. Pan,62.26
2022,Xander Schauffele,62.2
2022,K.H. Lee,62.15
2022,Brandt Snedeker,62.15
2022,Hank Lebioda,62.12
2022,Brandon Wu,62.12
2022,Ian Poulter,62.1
2022,Sebastián Muñoz,62.05
2022,Davis Riley,61.93
2022,Anirban Lahiri,61.9
2022,Talor Gooch,61.88
2022,Viktor Hovland,61.87
2022,Charles Howell III,61.84
2022,Seamus Power,61.8
2022,Keith Mitchell,61.76
2022,Taylor Moore,61.76
2022,Lee Hodges,61.69
2022,Tom Hoge,61.56
2022,Danny Willett,61.55
2022,James Hahn,61.48
2022,Cameron Percy,61.41
2022,Erik van Rooyen,61.41
2022,Brendan Steele,61.39
2022,Shane Lowry,61.36
2022,Rory Sabbatini,61.33
2022,Jonathan Byrd,61.31
2022,Jason Kokrak,61.31
2022,Francesco Molinari,61.21
2022,Jason Day,61.19
2022,Justin Rose,61.04
2022,Sung Kang,60.94
2022,Hudson Swafford,60.76
2022,Ben Kohles,60.69
2022,Max Homa,60.63
2022,Patrick Cantlay,60.58
2022,Alex Smalley,60.41
2022,Mito Pereira,60.37
2022,Justin Lower,60.26
2022,Doc Redman,60.18
2022,Branden Grace,60.14
2022,Bo Hoag,60.06
2022,Scottie Scheffler,59.97
2022,Seth Reeves,59.94
2022,Sepp Straka,59.87
2022,Stewart Cink,59.81
2022,Keegan Bradley,59.77
2022,Sam Ryder,59.74
2022,Robert Streb,59.63
2022,Dawie van der Walt,59.49
2022,J.T. Poston,59.45
2022,Matthias Schwab,59.42
2022,Jason Dufner,59.37
2022,Hideki Matsuyama,59.37
2022,Tommy Fleetwood,59.36
2022,Michael Gligic,59.35
2022,Patrick Reed,59.25
2022,Aaron Wise,59.15
2022,Pat Perez,59.09
2022,Matt Wallace,58.98
2022,Dylan Wu,58.86
2022,Paul Barjon,58.82
2022,Scott Gutschewski,58.79
2022,Jonas Blixt,58.76
2022,Cameron Young,58.67
2022,Cameron Tringale,58.59
2022,Lanto Griffin,58.31
2022,Nick Taylor,58.29
2022,Camilo Villegas,58.17
2022,Rory McIlroy,58.06
2022,Roger Sloan,58.02
2022,Tony Finau,57.96
2022,Maverick McNealy,57.92
2022,Rickie Fowler,57.91
2022,Cameron Champ,57.79
2022,Nick Hardy,57.73
