year,player_name,sg_putting
2023,Maverick McNealy,0.956
2023,Taylor Montgomery,0.919
2023,Denny McCarthy,0.724
2023,Harry Hall,0.698
2023,Xander Schauffele,0.667
2023,Max Homa,0.612
2023,Tyrrell Hatton,0.597
2023,Sam Burns,0.584
2023,Peter Kuest,0.575
2023,Justin Suh,0.529
2023,Matt Fitzpatrick,0.525
2023,Andrew Putnam,0.513
2023,Eric Cole,0.505
2023,Tommy Fleetwood,0.493
2023,Sam Ryder,0.493
2023,Harris English,0.488
2023,Sahith Theegala,0.485
2023,Alex Noren,0.475
2023,Adam Scott,0.462
2023,Keegan Bradley,0.447
2023,Adam Hadwin,0.445
2023,Brendon Todd,0.441
2023,Peter Malnati,0.436
2023,Nicolai Hojgaard,0.415
2023,Taylor Moore,0.414
2023,Justin Rose,0.404
2023,Brian Harman,0.399
2023,Lucas Herbert,0.398
2023,J.T. Poston,0.395
2023,Chesson Hadley,0.389
2023,Aaron Baddeley,0.384
2023,Ben Taylor,0.381
2023,Wyndham Clark,0.37
2023,Mackenzie Hughes,0.367
2023,Justin Lower,0.354
2023,Adam Schenk,0.344
2023,Jason Day,0.336
2023,Jon Rahm,0.336
2023,Ben Griffin,0.334
2023,Dylan Wu,0.33
2023,Billy Horschel,0.326
2023,Ludvig Åberg,0.322
2023,Adam Long,0.32
2023,Chad Ramey,0.316
2023,Richy Werenski,0.316
2023,Kelly Kraft,0.308
2023,Patrick Cantlay,0.305
2023,Rickie Fowler,0.29
2023,S.H. Kim,0.278
2023,Thomas Detry,0.259
2023,William McGirt,0.255
2023,Nick Taylor,0.241
2023,Christiaan Bezuidenhout,0.239
2023,Viktor Hovland,0.236
2023,Brian Stuard,0.236
2023,Beau Hossler,0.224
2023,S.Y. Noh,0.224
2023,Harry Higgs,0.218
2023,Adam Svensson,0.217
2023,Sepp Straka,0.216
2023,Ryan Brehm,0.212
2023,Sungjae Im,0.207
2023,Seamus Power,0.202
2023,Lee Hodges,0.165
2023,Rory McIlroy,0.164
2023,Tom Hoge,0.162
2023,Patrick Rodgers,0.161
2023,Matt Kuchar,0.145
2023,Brice Garnett,0.136
2023,Chris Kirk,0.134
2023,Carson Young,0.124
2023,Andrew Novak,0.116
2023,Tom Kim,0.115
2023,Danny Willett,0.115
2023,Zach Johnson,0.109
2023,Austin Eckroat,0.103
2023,Garrick Higgo,0.101
2023,Michael Kim,0.094
2023,Jordan Spieth,0.086
2023,Andrew Landry,0.075
2023,Nate Lashley,0.074
2023,Matti Schmid,0.071
2023,David Lingmerth,0.06
2023,Emiliano Grillo,0.055
2023,Keith Mitchell,0.054
2023,Hayden Buckley,0.051
2023,Nick Hardy,0.048
2023,Chris Stroud,0.048
2023,Dylan Frittelli,0.041
2023,Lanto Griffin,0.041
2023,Ben Martin,0.028
2023,Jimmy Walker,0.022
2023,Mark Hubbard,0.02
2023,Doc Redman,0.02
2023,Kevin Tway,0.019
2023,Greyson Sigg,0.018
2023,Zac Blair,0.004
2023,Austin Smotherman,-0.004
2023,Hank Lebioda,-0.008
2023,Scott Piercy,-0.009
2023,K.H. Lee,-0.01
2023,Taylor Pendrith,-0.026
2023,Ryan Moore,-0.029
2023,Matt Wallace,-0.03
2023,Webb Simpson,-0.036
2023,Kevin Chappell,-0.04
2023,Martin Laird,-0.05
2023,Martin Trainer,-0.053
2023,Stewart Cink,-0.084
2023,Stephan Jaeger,-0.09
2023,C.T. Pan,-0.09
2023,Sung Kang,-0.097
2023,Tyler Duncan,-0.104
2023,Collin Morikawa,-0.109
2023,Harrison Endycott,-0.113
2023,Shane Lowry,-0.114
2023,Patton Kizzire,-0.116
2023,Kevin Streelman,-0.118
2023,Hideki Matsuyama,-0.119
2023,Russell Henley,-0.121
2023,Robby Shelton,-0.123
2023,Chez Reavie,-0.124
2023,Cam Davis,-0.127
2023,Matt NeSmith,-0.13
2023,Tony Finau,-0.133
2023,Davis Riley,-0.133
2023,Austin Cook,-0.135
2023,Corey Conners,-0.136
2023,Tano Goya,-0.136
2023,Sean O'Hair,-0.139
2023,Cameron Percy,-0.147
2023,Carl Yuan,-0.148
2023,Kurt Kitayama,-0.149
2023,Davis Thompson,-0.152
2023,Justin Thomas,-0.161
2023,Brandon Wu,-0.161
2023,Nico Echavarria,-0.165
2023,Erik van Rooyen,-0.168
2023,Will Gordon,-0.169
2023,Trevor Werbylo,-0.185
2023,Callum Tarren,-0.188
2023,Kramer Hickok,-0.191
2023,Nick Watney,-0.193
2023,Byeong Hun An,-0.194
2023,Trevor Cone,-0.197
2023,James Hahn,-0.204
2023,Ryan Armour,-0.208
2023,MJ Daffue,-0.209
2023,J.J. Spaun,-0.212
2023,Doug Ghim,-0.218
2023,Paul Haley II,-0.238
2023,Aaron Rai,-0.262
2023,Scott Stallings,-0.272
2023,Russell Knox,-0.277
2023,Henrik Norlander,-0.279
2023,Michael Gligic,-0.281
2023,Vincent Norrman,-0.283
2023,Cameron Young,-0.287
2023,Tyson Alexander,-0.293
2023,Joseph Bramlett,-0.297
2023,Alex Smalley,-0.299
2023,Scottie Scheffler,-0.301
2023,Si Woo Kim,-0.308
2023,Cody Gribble,-0.309
2023,Cameron Champ,-0.312
2023,Sam Stevens,-0.314
2023,Trey Mullinax,-0.328
2023,Ryan Palmer,-0.343
2023,Lucas Glover,-0.344
2023,Matthias Schwab,-0.374
2023,Satoshi Kodaira,-0.401
2023,Troy Merritt,-0.429
2023,Kyle Westmoreland,-0.431
2023,Zecheng Dou,-0.44
2023,Scott Harrington,-0.441
2023,Robert Streb,-0.441
2023,Ryan Gerard,-0.443
2023,Jonathan Byrd,-0.454
2023,David Lipsky,-0.466
2023,Wesley Bryan,-0.483
2023,Charley Hoffman,-0.485
2023,Jim Herman,-0.497
2023,Akshay Bhatia,-0.505
2023,Augusto Núñez,-0.522
2023,Max McGreevy,-0.527
2023,Gary Woodland,-0.568
2023,Kevin Roy,-0.581
2023,Joel Dahmen,-0.603
2023,Luke List,-0.623
2023,Jason Dufner,-0.697
2023,Kevin Yu,-0.804
2023,Brandon Matthews,-1.072
2023,Brent Grant,-1.081
