year,player_name,sg_total
2012,Rory McIlroy,2.406
2012,Tiger Woods,2.31
2012,Jim Furyk,1.752
2012,Luke Donald,1.641
2012,Justin Rose,1.64
2012,Bubba Watson,1.529
2012,Dustin Johnson,1.509
2012,Jason Dufner,1.446
2012,Bo Van Pelt,1.437
2012,Phil Mickelson,1.422
2012,Matt Kuchar,1.382
2012,Steve Stricker,1.295
2012,Zach Johnson,1.197
2012,Adam Scott,1.164
2012,Webb Simpson,1.123
2012,Keegan Bradley,1.122
2012,Sergio Garcia,1.104
2012,Brendon de Jonge,1.083
2012,Jonas Blixt,1.062
2012,Jason Day,1.024
2012,Brandt Snedeker,1.01
2012,Ryan Palmer,1.003
2012,John Senden,1.0
2012,Robert Garrigus,0.988
2012,Louis Oosthuizen,0.976
2012,Charl Schwartzel,0.925
2012,Henrik Stenson,0.915
2012,Ben Curtis,0.906
2012,Padraig Harrington,0.888
2012,Jeff Overton,0.883
2012,Davis Love III,0.867
2012,Carl Pettersson,0.867
2012,Scott Piercy,0.857
2012,Ryan Moore,0.847
2012,Lee Westwood,0.784
2012,Pat Perez,0.763
2012,Vijay Singh,0.763
2012,Bud Cauley,0.721
2012,S.Y. Noh,0.721
2012,Geoff Ogilvy,0.691
2012,Charles Howell III,0.679
2012,Ernie Els,0.677
2012,Bill Haas,0.668
2012,Ken Duke,0.654
2012,Greg Chalmers,0.642
2012,Matt Every,0.613
2012,Brian Davis,0.594
2012,Roberto Castro,0.591
2012,Ben Crane,0.591
2012,John Huh,0.564
2012,Ian Poulter,0.564
2012,Martin Laird,0.549
2012,Jimmy Walker,0.547
2012,Hunter Mahan,0.541
2012,Nick Watney,0.536
2012,Rickie Fowler,0.518
2012,Will Claxton,0.512
2012,Jonathan Byrd,0.506
2012,J.B. Holmes,0.496
2012,Kevin Na,0.445
2012,Kevin Stadler,0.439
2012,John Rollins,0.431
2012,Martin Flores,0.419
2012,Billy Horschel,0.391
2012,Johnson Wagner,0.385
2012,Kyle Stanley,0.384
2012,Graeme McDowell,0.372
2012,Sean O'Hair,0.368
2012,Trevor Immelman,0.365
2012,Bob Estes,0.362
2012,Blake Adams,0.356
2012,Cameron Tringale,0.356
2012,Tom Gillis,0.339
2012,Tim Herron,0.334
2012,Graham DeLaet,0.322
2012,Bryce Molder,0.321
2012,Bill Lunde,0.305
2012,Tim Clark,0.301
2012,Harris English,0.299
2012,Greg Owen,0.298
2012,D.A. Points,0.284
2012,Chad Campbell,0.283
2012,Charlie Wi,0.283
2012,Kevin Streelman,0.268
2012,Spencer Levin,0.262
2012,David Hearn,0.261
2012,K.J. Choi,0.255
2012,J.J. Henry,0.255
2012,William McGirt,0.253
2012,Chris Kirk,0.244
2012,John Mallinger,0.218
2012,Marc Leishman,0.212
2012,Brian Harman,0.199
2012,John Merrick,0.191
2012,David Toms,0.191
2012,Russell Knox,0.179
2012,Richard Lee,0.179
2012,Gary Christian,0.149
2012,Brian Gay,0.148
2012,Aaron Baddeley,0.143
2012,Josh Teater,0.128
2012,Daniel Summerhays,0.126
2012,Chris Couch,0.125
2012,Chris Stroud,0.121
2012,Freddie Jacobson,0.109
2012,Michael Thompson,0.106
2012,Charley Hoffman,0.087
2012,Kyle Reifers,0.058
2012,Brandt Jobe,0.053
2012,Danny Lee,0.037
2012,Jeff Maggert,0.03
2012,Vaughn Taylor,0.03
2012,George McNeill,0.013
2012,Rory Sabbatini,-0.014
2012,Rod Pampling,-0.02
2012,Garth Mulroy,-0.031
2012,Heath Slocum,-0.035
2012,Ryo Ishikawa,-0.038
2012,Chez Reavie,-0.045
2012,Troy Matteson,-0.051
2012,James Driscoll,-0.059
2012,Kris Blanks,-0.061
2012,Jerry Kelly,-0.067
2012,Billy Mayfair,-0.077
2012,Kevin Chappell,-0.081
2012,Boo Weekley,-0.082
2012,Dicky Pride,-0.09
2012,Nathan Green,-0.1
2012,David Mathis,-0.105
2012,Rocco Mediate,-0.108
2012,Hunter Haas,-0.109
2012,Stuart Appleby,-0.128
2012,Kevin Kisner,-0.139
2012,Y.E. Yang,-0.146
2012,Camilo Villegas,-0.174
2012,Jason Bohn,-0.18
2012,Ricky Barnes,-0.203
2012,Stewart Cink,-0.228
2012,Mark Wilson,-0.245
