year,player_name,scoring_average
2022,Rory McIlroy,68.67
2022,Cameron Smith,69.203
2022,Matt Fitzpatrick,69.217
2022,Scottie Scheffler,69.293
2022,Xander Schauffele,69.462
2022,Patrick Cantlay,69.468
2022,Justin Thomas,69.493
2022,Tommy Fleetwood,69.653
2022,Shane Lowry,69.661
2022,Will Zalatoris,69.698
2022,Tony Finau,69.748
2022,Jon Rahm,69.755
2022,Sungjae Im,69.762
2022,Sam Burns,69.768
2022,Joaquin Niemann,69.829
2022,Cameron Young,69.844
2022,Collin Morikawa,69.863
2022,Keith Mitchell,69.916
2022,Russell Henley,69.933
2022,Corey Conners,69.941
2022,Aaron Wise,69.944
2022,Denny McCarthy,69.971
2022,Max Homa,69.972
2022,Tyrrell Hatton,70.01
2022,Billy Horschel,70.023
2022,Talor Gooch,70.063
2022,Hideki Matsuyama,70.116
2022,Viktor Hovland,70.163
2022,Brian Harman,70.195
2022,Mito Pereira,70.216
2022,Jordan Spieth,70.24
2022,Davis Riley,70.259
2022,Maverick McNealy,70.282
2022,Mark Hubbard,70.284
2022,Matt Kuchar,70.291
2022,J.T. Poston,70.295
2022,Seamus Power,70.303
2022,Christiaan Bezuidenhout,70.32
2022,Troy Merritt,70.338
2022,Keegan Bradley,70.354
2022,Tom Hoge,70.366
2022,Charles Howell III,70.389
2022,Justin Rose,70.406
2022,Adam Long,70.417
2022,Harold Varner III,70.422
2022,Chris Kirk,70.425
2022,Brendon Todd,70.439
2022,Scott Stallings,70.457
2022,Gary Woodland,70.457
2022,Andrew Putnam,70.468
2022,Taylor Pendrith,70.506
2022,Adam Scott,70.506
2022,Marc Leishman,70.511
2022,Jhonattan Vegas,70.521
2022,Sebastián Muñoz,70.524
2022,Alex Smalley,70.535
2022,Alex Noren,70.545
2022,Martin Laird,70.574
2022,K.H. Lee,70.578
2022,Webb Simpson,70.583
2022,Matthew NeSmith,70.594
2022,Adam Hadwin,70.595
2022,Patrick Rodgers,70.595
2022,Matthias Schwab,70.598
2022,Russell Knox,70.603
2022,Aaron Rai,70.637
2022,Mackenzie Hughes,70.64
2022,J.J. Spaun,70.669
2022,Luke List,70.679
2022,Brendan Steele,70.679
2022,Tyler Duncan,70.696
2022,Cam Davis,70.714
2022,Lanto Griffin,70.735
2022,John Huh,70.737
2022,Cameron Tringale,70.761
2022,Ryan Palmer,70.763
2022,Wyndham Clark,70.771
2022,Jason Kokrak,70.778
2022,Satoshi Kodaira,70.785
2022,Sahith Theegala,70.788
2022,Callum Tarren,70.801
2022,David Lipsky,70.802
