year,player_name,sg_putting
2017,Rickie Fowler,0.852
2017,Michael Thompson,0.84
2017,Luke Donald,0.704
2017,Brian Harman,0.6
2017,Brooks Koepka,0.581
2017,Patrick Reed,0.577
2017,Brandt Snedeker,0.572
2017,Graeme McDowell,0.563
2017,Jonas Blixt,0.536
2017,Louis Oosthuizen,0.53
2017,Mackenzie Hughes,0.492
2017,Gonzalo Fernandez-Castaño,0.489
2017,David Lingmerth,0.484
2017,Shane Lowry,0.479
2017,Steve Wheatcroft,0.479
2017,Rafa Cabrera Bello,0.473
2017,Søren Kjeldsen,0.473
2017,Cody Gribble,0.461
2017,Ernie Els,0.458
2017,Brian Gay,0.451
2017,Peter Malnati,0.451
2017,Whee Kim,0.443
2017,Russell Henley,0.434
2017,Zach Johnson,0.417
2017,Chez Reavie,0.417
2017,Adam Hadwin,0.409
2017,Blayne Barber,0.402
2017,Xander Schauffele,0.402
2017,Camilo Villegas,0.4
2017,Kevin Kisner,0.388
2017,Brian Campbell,0.385
2017,Bryce Molder,0.383
2017,Harris English,0.374
2017,Billy Hurley III,0.374
2017,Sebastián Muñoz,0.358
2017,Marc Leishman,0.356
2017,Jason Day,0.354
2017,Pat Perez,0.346
2017,Wesley Bryan,0.34
2017,Phil Mickelson,0.337
2017,Nicholas Lindheim,0.336
2017,Ryan Blaum,0.334
2017,Matt Kuchar,0.332
2017,Justin Thomas,0.332
2017,Greg Chalmers,0.316
2017,Graham DeLaet,0.291
2017,Stewart Cink,0.286
2017,Jordan Spieth,0.278
2017,Scott Brown,0.276
2017,Hunter Mahan,0.268
2017,Kevin Na,0.265
2017,Kevin Tway,0.261
2017,Ricky Barnes,0.26
2017,Charl Schwartzel,0.257
2017,Jon Rahm,0.256
2017,Martin Laird,0.253
2017,Danny Lee,0.247
2017,S.Y. Noh,0.244
2017,Martin Flores,0.242
2017,Michael Kim,0.229
2017,Tag Ridings,0.203
2017,Jim Furyk,0.187
2017,K.J. Choi,0.176
2017,Seamus Power,0.174
2017,Charles Howell III,0.172
2017,Carl Pettersson,0.172
2017,Matt Jones,0.17
2017,Patrick Cantlay,0.159
2017,Sung Kang,0.154
2017,Daniel Berger,0.149
2017,Vaughn Taylor,0.139
2017,Sam Saunders,0.138
2017,Jimmy Walker,0.135
2017,Paul Casey,0.133
2017,Cameron Tringale,0.125
2017,John Huh,0.124
