year,player_name,money_earned
2010,Matt Kuchar,4910477
2010,Jim Furyk,4809622
2010,Ernie Els,4558861
2010,Dustin Johnson,4473122
2010,Steve Stricker,4190235
2010,Phil Mickelson,3821733
2010,Luke Donald,3665234
2010,Paul Casey,3613194
2010,Justin Rose,3603331
2010,Hunter Mahan,3574550
2010,Tim Clark,3530002
2010,Jeff Overton,3456356
2010,Bo Van Pelt,3336258
2010,Retief Goosen,3218089
2010,Bubba Watson,3198998
2010,Camilo Villegas,3035523
2010,Ryan Palmer,2985296
2010,Robert Allenby,2974997
2010,Zach Johnson,2916993
2010,Bill Haas,2905136
2010,Jason Day,2904327
2010,Rickie Fowler,2857108
2010,Ben Crane,2841500
2010,Anthony Kim,2574921
2010,Charley Hoffman,2559646
2010,Rory McIlroy,2554280
2010,Nick Watney,2536714
2010,Adam Scott,2489402
2010,Geoff Ogilvy,2393045
2010,Heath Slocum,2387687
2010,J.B. Holmes,2386248
2010,Ryan Moore,2374823
2010,K.J. Choi,2199962
2010,Brendon de Jonge,2167978
2010,Martin Laird,2137928
2010,Ian Poulter,2079664
2010,Kevin Na,2021815
2010,Stuart Appleby,1965825
2010,Carl Pettersson,1934465
2010,Jason Bohn,1904763
2010,Sean O'Hair,1859040
2010,Vaughn Taylor,1838861
2010,Ricky Barnes,1835195
2010,Freddie Jacobson,1666252
2010,Scott Verplank,1653190
2010,Brian Davis,1640516
2010,D.J. Trahan,1619693
2010,Brandt Snedeker,1602690
2010,David Toms,1590998
2010,Graeme McDowell,1589337
2010,Robert Garrigus,1583275
2010,Stewart Cink,1573636
2010,Charlie Wi,1568492
2010,Rory Sabbatini,1546808
2010,Jonathan Byrd,1534981
2010,Brian Gay,1521663
2010,Lucas Glover,1511275
2010,Arjun Atwal,1507143
2010,Marc Leishman,1488837
2010,Charles Howell III,1482211
2010,Steve Marino,1479239
2010,Kevin Streelman,1472349
2010,Bryce Molder,1428438
2010,Padraig Harrington,1381453
2010,Michael Sim,1338926
2010,Vijay Singh,1334262
2010,Y.E. Yang,1301726
2010,Tiger Woods,1294765
2010,John Senden,1274058
2010,Alex Prugh,1272606
2010,Ángel Cabrera,1266440
2010,Matt Jones,1215743
2010,Davis Love III,1214472
2010,Spencer Levin,1199672
2010,John Rollins,1182736
2010,Tom Gillis,1166146
2010,Cameron Beckman,1158485
2010,Rocco Mediate,1138067
2010,Jerry Kelly,1136898
2010,Jason Dufner,1121695
2010,Paul Goydos,1121250
2010,Kris Blanks,1109178
2010,Bill Lunde,1075874
2010,J.J. Henry,1035688
2010,Tim Petrovic,1028960
2010,Ryuji Imada,1028869
2010,Justin Leonard,1026445
2010,Shaun Micheel,1025500
2010,Josh Teater,1005323
2010,Chris Riley,1001582
2010,Greg Chalmers,989415
2010,Andres Romero,979170
2010,D.A. Points,975433
2010,Webb Simpson,972962
2010,Derek Lamely,972961
2010,Chad Campbell,971154
2010,Kenny Perry,968811
2010,Blake Adams,963593
2010,Steve Elkington,955084
2010,Graham DeLaet,954011
2010,Pat Perez,947588
2010,Chris Stroud,942082
2010,Jimmy Walker,937987
2010,Sergio Garcia,936845
2010,Kevin Stadler,931720
2010,David Duval,919584
2010,Stephen Ames,916527
2010,Alex Cejka,904253
2010,Chris Couch,888146
2010,Aaron Baddeley,879317
2010,Boo Weekley,872729
2010,Garrett Willis,871763
2010,J.P. Hayes,862523
2010,Matt Bettencourt,855901
2010,Michael Connell,846459
2010,Corey Pavin,839193
2010,Dean Wilson,832640
2010,Kevin Sutherland,818682
2010,Chad Collins,815961
2010,Ben Curtis,812136
2010,Jeff Maggert,801579
2010,Roland Thatcher,796157
2010,Mark Wilson,789681
2010,Joe Durant,788755
2010,Troy Merritt,786977
2010,Johnson Wagner,753802
2010,Briny Baird,753577
2010,Troy Matteson,736060
2010,Woody Austin,727352
2010,Michael Allen,726631
2010,Aron Price,713737
2010,Bob Estes,701158
2010,John Mallinger,684687
2010,Henrik Stenson,683070
2010,Richard Johnson,678515
2010,Scott Piercy,676432
