year,player_name,greens_in_regulation
2013,Henrik Stenson,71.96
2013,Steve Stricker,71.16
2013,Graham DeLaet,70.51
2013,Ricky Barnes,70.48
2013,Bubba Watson,69.41
2013,Boo Weekley,69.39
2013,Vijay Singh,69.13
2013,Kevin Stadler,68.92
2013,Justin Rose,68.89
2013,Brendon de Jonge,68.84
2013,Adam Scott,68.8
2013,Justin Hicks,68.59
2013,Nick Watney,68.48
2013,Jim Furyk,68.3
2013,Zach Johnson,68.14
2013,Jim Herman,67.98
2013,J.J. Henry,67.97
2013,Pat Perez,67.87
2013,D.J. Trahan,67.87
2013,Nicholas Thompson,67.85
2013,Bill Haas,67.79
2013,Stewart Cink,67.76
2013,Rory Sabbatini,67.75
2013,Tiger Woods,67.59
2013,Hunter Mahan,67.58
2013,Jason Dufner,67.53
2013,Billy Horschel,67.48
2013,Steve LeBrun,67.47
2013,Sergio Garcia,67.46
2013,John Rollins,67.43
2013,Henrik Norlander,67.4
2013,Kyle Stanley,67.37
2013,Roberto Castro,67.3
2013,Chad Campbell,67.03
2013,Cameron Tringale,67.01
2013,Gary Woodland,66.98
2013,Jordan Spieth,66.94
2013,Nicolas Colsaerts,66.78
2013,Dustin Johnson,66.75
2013,Chez Reavie,66.74
2013,Camilo Villegas,66.74
2013,Charles Howell III,66.73
2013,Phil Mickelson,66.67
2013,Webb Simpson,66.67
2013,John Huh,66.6
2013,Brad Fritsch,66.59
2013,Jeff Maggert,66.58
2013,Eric Meierdierks,66.55
2013,Keegan Bradley,66.54
2013,John Merrick,66.53
2013,Josh Teater,66.53
2013,Richard Lee,66.52
2013,Trevor Immelman,66.51
2013,Lucas Glover,66.41
2013,Kevin Streelman,66.41
2013,Ryan Palmer,66.24
2013,Mark Wilson,66.24
2013,Robert Garrigus,66.15
2013,Michael Bradley,66.13
2013,Kevin Chappell,66.11
2013,Jimmy Walker,66.07
2013,Ryo Ishikawa,66.03
2013,Harris English,66.02
2013,Brandt Jobe,66.0
2013,Matt Jones,66.0
2013,Brendan Steele,65.99
2013,D.H. Lee,65.98
2013,John Senden,65.95
2013,Chris Kirk,65.92
2013,Andrew Svoboda,65.91
2013,K.J. Choi,65.87
2013,Charl Schwartzel,65.85
2013,Matt Kuchar,65.84
2013,Tag Ridings,65.81
2013,Brian Stuard,65.77
2013,Cameron Percy,65.74
2013,Greg Owen,65.73
2013,Will Claxton,65.7
2013,Brandt Snedeker,65.68
2013,Jason Kokrak,65.67
2013,Bo Van Pelt,65.63
2013,Robert Streb,65.57
2013,Matt Every,65.54
2013,Martin Flores,65.53
2013,Charley Hoffman,65.48
2013,Rory McIlroy,65.45
2013,Jerry Kelly,65.41
2013,William McGirt,65.33
2013,George McNeill,65.28
2013,Ben Kohles,65.26
2013,Lee Westwood,65.22
2013,Stuart Appleby,65.21
2013,Erik Compton,65.09
2013,Marc Leishman,65.08
2013,Ángel Cabrera,64.99
2013,Jason Day,64.93
2013,Bob Estes,64.9
2013,Jeff Overton,64.89
2013,Martin Kaymer,64.85
2013,Troy Matteson,64.81
2013,James Hahn,64.71
2013,David Hearn,64.71
2013,Morgan Hoffmann,64.67
2013,Scott Stallings,64.63
2013,Charlie Beljan,64.61
2013,Rod Pampling,64.55
2013,Ted Potter Jr.,64.48
2013,Daniel Summerhays,64.46
2013,Jason Bohn,64.44
2013,Dicky Pride,64.43
2013,Doug LaBelle II,64.37
2013,Johnson Wagner,64.35
2013,Chris Stroud,64.33
2013,Ryan Moore,64.32
2013,S.Y. Noh,64.26
2013,Russell Henley,64.25
2013,Scott Gardiner,64.12
2013,Scott Brown,64.1
2013,Fabián Gómez,64.1
2013,Scott Langley,64.0
2013,Ben Crane,63.98
2013,Derek Ernst,63.89
2013,Ben Curtis,63.84
2013,James Driscoll,63.81
2013,Patrick Reed,63.79
2013,Bud Cauley,63.76
2013,Sangmoon Bae,63.72
2013,Bryce Molder,63.68
2013,Shawn Stefani,63.67
2013,Martin Laird,63.64
2013,David Toms,63.64
2013,Luke Guthrie,63.62
2013,David Mathis,63.6
2013,Rickie Fowler,63.59
2013,Vaughn Taylor,63.53
2013,Ian Poulter,63.52
2013,Jin Park,63.44
2013,David Lingmerth,63.24
2013,Robert Karlsson,63.14
2013,Justin Leonard,63.11
2013,Ken Duke,63.09
2013,Bobby Gates,62.84
2013,D.A. Points,62.77
2013,Graeme McDowell,62.7
2013,Y.E. Yang,62.7
2013,Brian Harman,62.61
2013,David Lynn,62.48
2013,Robert Allenby,62.4
2013,Luke List,62.39
2013,Scott Piercy,62.3
2013,Alistair Presnell,62.28
2013,Aaron Watkins,62.25
2013,Darron Stiles,62.24
2013,Carl Pettersson,62.22
2013,Geoff Ogilvy,62.18
2013,Luke Donald,62.16
2013,Brian Davis,62.15
2013,Casey Wittenberg,62.14
2013,Tim Clark,62.02
2013,Sean O'Hair,62.0
2013,Steven Bowditch,61.97
2013,Michael Thompson,61.78
2013,Ernie Els,61.74
2013,Colt Knost,61.71
2013,Freddie Jacobson,61.67
2013,Lee Williams,61.67
2013,Greg Chalmers,61.64
2013,Andres Romero,61.3
2013,Peter Hanson,61.24
2013,Stephen Ames,61.11
2013,Justin Bolli,61.11
2013,Tommy Gainey,61.04
2013,Jonas Blixt,60.89
2013,Padraig Harrington,60.88
2013,Tom Gillis,60.68
2013,Charlie Wi,60.56
2013,Tim Herron,59.75
2013,Aaron Baddeley,58.0
2013,Mike Weir,56.9
2013,Brian Gay,56.68
