year,player_name,sg_off_the_tee
2018,Dustin Johnson,0.919
2018,Jon Rahm,0.817
2018,Gary Woodland,0.803
2018,Luke List,0.795
2018,Bubba Watson,0.78
2018,Rory McIlroy,0.761
2018,Keith Mitchell,0.706
2018,Francesco Molinari,0.69
2018,Brooks Koepka,0.658
2018,Patrick Cantlay,0.622
2018,Kevin Chappell,0.608
2018,Bryson DeChambeau,0.586
2018,Tommy Fleetwood,0.58
2018,J.B. Holmes,0.565
2018,Brendan Steele,0.557
2018,Justin Rose,0.551
2018,Billy Horschel,0.538
2018,Lucas Glover,0.514
2018,Trey Mullinax,0.506
2018,Corey Conners,0.501
2018,Kiradech Aphibarnrat,0.485
2018,Tony Finau,0.481
2018,Byeong Hun An,0.475
2018,Hunter Mahan,0.465
2018,Kevin Streelman,0.439
2018,Henrik Stenson,0.427
2018,Aaron Wise,0.41
2018,Justin Thomas,0.408
2018,Ryan Moore,0.406
2018,Louis Oosthuizen,0.401
2018,J.T. Poston,0.381
2018,Tom Lovelady,0.379
2018,Kyle Stanley,0.378
2018,Grayson Murray,0.375
2018,Emiliano Grillo,0.364
2018,Jason Kokrak,0.36
2018,Sam Saunders,0.35
2018,Matt Jones,0.333
2018,Shane Lowry,0.331
2018,Abraham Ancer,0.325
2018,Charles Howell III,0.324
2018,James Hahn,0.323
2018,Bronson Burgoon,0.309
2018,Joel Dahmen,0.3
2018,Adam Scott,0.3
2018,Jhonattan Vegas,0.294
2018,J.J. Spaun,0.286
2018,Beau Hossler,0.281
2018,Tyler Duncan,0.273
2018,Jordan Spieth,0.271
2018,Kevin Tway,0.271
2018,Rafa Cabrera Bello,0.256
2018,Jason Dufner,0.256
2018,Charley Hoffman,0.254
2018,Rickie Fowler,0.244
2018,Cameron Percy,0.241
2018,Xander Schauffele,0.24
2018,Keegan Bradley,0.237
2018,Ryan Palmer,0.235
2018,Hudson Swafford,0.225
2018,Rory Sabbatini,0.217
2018,C.T. Pan,0.215
2018,Sean O'Hair,0.211
2018,Robert Garrigus,0.21
2018,Scott Piercy,0.209
2018,Alex Noren,0.208
2018,Andrew Landry,0.206
2018,Harold Varner III,0.204
2018,Sam Ryder,0.203
2018,Hideki Matsuyama,0.194
2018,Brice Garnett,0.188
2018,Chez Reavie,0.183
2018,Brandon Harkins,0.181
2018,Jason Day,0.176
2018,J.J. Henry,0.174
2018,Nick Watney,0.17
2018,Branden Grace,0.163
2018,Tyrrell Hatton,0.148
2018,Chesson Hadley,0.146
2018,Ian Poulter,0.141
2018,Xinjun Zhang,0.139
2018,Paul Casey,0.138
2018,Troy Merritt,0.138
2018,Brian Harman,0.137
2018,Matt Atkins,0.134
2018,Peter Uihlein,0.132
2018,Graeme McDowell,0.124
2018,Austin Cook,0.12
2018,Conrad Shindler,0.114
2018,Steve Wheatcroft,0.112
2018,Nate Lashley,0.111
2018,Blayne Barber,0.101
2018,Daniel Berger,0.1
2018,Russell Henley,0.093
2018,Richy Werenski,0.077
2018,Seamus Power,0.076
2018,Adam Schenk,0.073
2018,Anirban Lahiri,0.07
2018,Ben Silverman,0.069
2018,Tiger Woods,0.061
2018,Russell Knox,0.059
2018,Stewart Cink,0.057
2018,Adam Hadwin,0.057
2018,Patrick Reed,0.051
2018,Nick Taylor,0.049
2018,Stephan Jaeger,0.045
2018,Satoshi Kodaira,0.027
2018,Tom Hoge,0.018
2018,Ryan Blaum,0.011
2018,Denny McCarthy,0.011
2018,David Lingmerth,0.006
2018,Danny Lee,0.005
2018,Vaughn Taylor,-0.005
2018,Marc Leishman,-0.006
2018,Scott Stallings,-0.008
2018,Ryan Armour,-0.012
2018,Si Woo Kim,-0.014
2018,Alex Cejka,-0.024
2018,Charl Schwartzel,-0.035
2018,Patrick Rodgers,-0.039
2018,Chad Campbell,-0.042
2018,Kevin Kisner,-0.043
2018,Martin Laird,-0.045
2018,Lanto Griffin,-0.046
2018,Chris Kirk,-0.048
2018,Ethan Tracy,-0.054
2018,Zach Johnson,-0.059
2018,Fabián Gómez,-0.062
2018,Pat Perez,-0.063
2018,Mackenzie Hughes,-0.068
2018,Michael Thompson,-0.073
2018,Ted Potter Jr.,-0.074
2018,Zecheng Dou,-0.079
2018,Shawn Stefani,-0.093
2018,Rod Pampling,-0.095
2018,Martin Flores,-0.097
2018,Jamie Lovemark,-0.101
2018,John Huh,-0.11
2018,Bud Cauley,-0.113
2018,Webb Simpson,-0.116
2018,Brett Stegmaier,-0.135
2018,Ben Martin,-0.142
2018,Brandt Snedeker,-0.145
2018,Andrew Putnam,-0.146
2018,Cameron Smith,-0.148
2018,Roberto Díaz,-0.165
2018,Brian Gay,-0.166
2018,David Hearn,-0.17
2018,Bill Haas,-0.177
2018,Matt Kuchar,-0.199
2018,Cody Gribble,-0.212
2018,Johnson Wagner,-0.213
2018,Harris English,-0.219
2018,Phil Mickelson,-0.225
2018,Brian Stuard,-0.227
2018,Dominic Bozzelli,-0.244
2018,Martin Piller,-0.248
2018,Nicholas Lindheim,-0.258
2018,Scott Brown,-0.265
2018,Jonathan Randolph,-0.271
2018,Chris Stroud,-0.277
2018,Kelly Kraft,-0.286
2018,Patton Kizzire,-0.294
2018,Ben Crane,-0.302
2018,William McGirt,-0.306
2018,Talor Gooch,-0.322
2018,Aaron Baddeley,-0.345
2018,Zac Blair,-0.345
2018,Peter Malnati,-0.372
2018,Kevin Na,-0.378
2018,Jim Furyk,-0.392
2018,Retief Goosen,-0.392
2018,Ollie Schniederjans,-0.41
2018,Jonas Blixt,-0.424
2018,Matt Every,-0.437
2018,Jimmy Walker,-0.437
2018,Andrew Yun,-0.457
2018,Sung Kang,-0.488
2018,Tyrone Van Aswegen,-0.493
2018,Kyle Thompson,-0.534
2018,Jonathan Byrd,-0.542
2018,Rob Oppenheim,-0.662
2018,Robert Streb,-0.68
2018,Greg Chalmers,-0.69
2018,Billy Hurley III,-0.696
2018,Whee Kim,-0.748
2018,Derek Fathauer,-0.757
2018,Daniel Summerhays,-0.977
2018,Ricky Barnes,-1.019
2018,Michael Kim,-1.023
2018,D.A. Points,-1.069
2018,Cameron Tringale,-1.351
2018,Wesley Bryan,-1.443
