year,player_name,sg_around_green
2019,Byeong Hun An,0.631
2019,Bud Cauley,0.577
2019,Brandt Snedeker,0.48
2019,Aaron Baddeley,0.46
2019,Stephan Jaeger,0.365
2019,Patrick Cantlay,0.356
2019,Kevin Na,0.355
2019,Matt Jones,0.352
2019,Justin Thomas,0.352
2019,Adam Scott,0.351
2019,Bill Haas,0.35
2019,Hideki Matsuyama,0.347
2019,Pat Perez,0.335
2019,Patrick Reed,0.332
2019,Tommy Fleetwood,0.329
2019,Charles Howell III,0.328
2019,Jimmy Walker,0.322
2019,Si Woo Kim,0.305
2019,Rory McIlroy,0.297
2019,Webb Simpson,0.294
2019,Tyrrell Hatton,0.286
2019,Cameron Smith,0.286
2019,Sungjae Im,0.285
2019,Ernie Els,0.282
2019,Alex Noren,0.28
2019,Branden Grace,0.278
2019,Rod Pampling,0.278
2019,Louis Oosthuizen,0.27
2019,Ian Poulter,0.267
2019,Rory Sabbatini,0.263
2019,Wyndham Clark,0.261
2019,Sebastián Muñoz,0.261
2019,Adam Svensson,0.259
2019,Kevin Tway,0.249
2019,Jordan Spieth,0.246
2019,Brian Harman,0.245
2019,Kramer Hickok,0.245
2019,Dustin Johnson,0.234
2019,Fabián Gómez,0.222
2019,Xander Schauffele,0.211
2019,Jonathan Byrd,0.205
2019,Wes Roach,0.197
2019,Kiradech Aphibarnrat,0.194
2019,Matt Fitzpatrick,0.194
2019,Brian Stuard,0.19
2019,C.T. Pan,0.18
2019,Scott Langley,0.179
2019,Danny Willett,0.154
2019,Michael Kim,0.15
2019,Dylan Frittelli,0.149
2019,Denny McCarthy,0.149
2019,Seamus Power,0.147
2019,Lucas Glover,0.145
2019,Marc Leishman,0.135
2019,Harris English,0.134
2019,Paul Casey,0.133
2019,Shawn Stefani,0.133
2019,Russell Knox,0.129
2019,José de Jesús Rodríguez,0.129
2019,Jason Dufner,0.124
2019,Cameron Tringale,0.123
2019,Robert Streb,0.122
2019,Rickie Fowler,0.12
2019,Jim Furyk,0.114
2019,Michael Thompson,0.113
2019,Rafa Cabrera Bello,0.107
2019,Ryan Armour,0.106
2019,Matt Kuchar,0.105
2019,Francesco Molinari,0.105
2019,Peter Malnati,0.097
2019,Graeme McDowell,0.096
2019,Zach Johnson,0.095
2019,Phil Mickelson,0.094
2019,Julián Etulain,0.091
2019,Peter Uihlein,0.085
2019,Hank Lebioda,0.081
2019,Harold Varner III,0.076
2019,Jon Rahm,0.073
2019,Scott Piercy,0.067
2019,Brian Gay,0.065
2019,Roberto Díaz,0.063
2019,Martin Trainer,0.063
2019,Andrew Putnam,0.061
2019,Kevin Streelman,0.058
2019,Ryan Moore,0.055
2019,Tony Finau,0.048
2019,Troy Merritt,0.041
2019,Nick Watney,0.04
2019,Roberto Castro,0.039
2019,J.T. Poston,0.038
2019,Nick Taylor,0.038
2019,Brooks Koepka,0.036
2019,Justin Rose,0.036
2019,Chris Stroud,0.035
2019,Jonas Blixt,0.034
2019,Vaughn Taylor,0.032
2019,Martin Laird,0.029
2019,Patrick Rodgers,0.029
2019,Aaron Wise,0.026
2019,Jason Day,0.025
2019,Brandon Harkins,0.019
2019,Joaquin Niemann,0.018
2019,Kyle Jones,0.016
2019,Billy Horschel,0.014
2019,J.B. Holmes,0.012
2019,Henrik Stenson,0.01
2019,Gary Woodland,0.008
2019,Ryan Blaum,0.006
2019,Mackenzie Hughes,0.006
2019,Luke List,0.006
2019,Dominic Bozzelli,0.005
2019,J.J. Spaun,0.003
2019,Abraham Ancer,-0.005
2019,Russell Henley,-0.005
2019,Bryson DeChambeau,-0.016
2019,Scott Stallings,-0.017
2019,Cam Davis,-0.021
2019,Nate Lashley,-0.021
2019,Ollie Schniederjans,-0.025
2019,Daniel Berger,-0.029
2019,Sergio Garcia,-0.051
2019,Carlos Ortiz,-0.06
2019,Kyle Stanley,-0.062
2019,Bubba Watson,-0.067
2019,Brady Schnell,-0.071
2019,Bronson Burgoon,-0.074
2019,Adam Schenk,-0.075
2019,Ben Silverman,-0.079
2019,Beau Hossler,-0.08
2019,Whee Kim,-0.08
2019,Sung Kang,-0.083
2019,Keith Mitchell,-0.102
2019,Talor Gooch,-0.104
2019,Roger Sloan,-0.105
2019,Anders Albertson,-0.113
2019,Richy Werenski,-0.114
2019,Chez Reavie,-0.117
2019,Patton Kizzire,-0.12
2019,Corey Conners,-0.123
2019,K.H. Lee,-0.124
2019,Anirban Lahiri,-0.139
2019,Danny Lee,-0.139
2019,Joey Garber,-0.14
2019,Keegan Bradley,-0.142
2019,Adam Long,-0.151
2019,Brice Garnett,-0.153
2019,Curtis Luck,-0.157
2019,Sam Ryder,-0.161
2019,Josh Teater,-0.162
2019,J.J. Henry,-0.163
2019,Tom Hoge,-0.163
2019,Freddie Jacobson,-0.178
2019,Kevin Kisner,-0.186
2019,Jhonattan Vegas,-0.19
2019,Sepp Straka,-0.191
2019,Cody Gribble,-0.193
2019,Scott Brown,-0.194
2019,Tyler Duncan,-0.197
2019,Joel Dahmen,-0.204
2019,Ryan Palmer,-0.216
2019,Adam Hadwin,-0.227
2019,Brendan Steele,-0.228
2019,Charley Hoffman,-0.23
2019,Hudson Swafford,-0.239
2019,Jason Kokrak,-0.241
2019,Andrew Landry,-0.244
2019,Sam Saunders,-0.247
2019,Chesson Hadley,-0.252
2019,Alex Cejka,-0.257
2019,Johnson Wagner,-0.268
2019,Kelly Kraft,-0.273
2019,Jim Knous,-0.275
2019,Trey Mullinax,-0.293
2019,Sangmoon Bae,-0.302
2019,Sam Burns,-0.304
2019,Max Homa,-0.304
2019,David Hearn,-0.309
2019,Chase Wright,-0.313
2019,Alex Prugh,-0.323
2019,Jim Herman,-0.325
2019,Ted Potter Jr.,-0.335
2019,Emiliano Grillo,-0.345
2019,John Chin,-0.366
2019,Seth Reeves,-0.366
2019,Austin Cook,-0.372
2019,Satoshi Kodaira,-0.414
2019,Hunter Mahan,-0.574
2019,Cameron Champ,-0.597
