year,player_name,sg_around_green
2024,Hideki Matsuyama,0.58
2024,Webb Simpson,0.576
2024,Justin Thomas,0.466
2024,Mackenzie Hughes,0.444
2024,Davis Thompson,0.432
2024,Harry Hall,0.406
2024,Aaron Baddeley,0.404
2024,Alex Noren,0.394
2024,Beau Hossler,0.385
2024,Maverick McNealy,0.374
2024,Collin Morikawa,0.374
2024,Tony Finau,0.36
2024,C.T. Pan,0.36
2024,Denny McCarthy,0.358
2024,Robby Shelton,0.351
2024,Chan Kim,0.323
2024,Scottie Scheffler,0.316
2024,Martin Laird,0.303
2024,Brendon Todd,0.3
2024,Jorge Campillo,0.29
2024,Russell Henley,0.289
2024,Andrew Putnam,0.28
2024,Ben Griffin,0.271
2024,Matt Wallace,0.268
2024,Sungjae Im,0.264
2024,Brice Garnett,0.263
2024,Vince Whaley,0.263
2024,Rory McIlroy,0.248
2024,Matt Kuchar,0.245
2024,Greyson Sigg,0.234
2024,J.T. Poston,0.233
2024,Joseph Bramlett,0.23
2024,Taylor Montgomery,0.224
2024,Nate Lashley,0.219
2024,Patrick Cantlay,0.218
2024,Tommy Fleetwood,0.218
2024,Ryan Moore,0.214
2024,Zac Blair,0.21
2024,Max Homa,0.208
2024,Andrew Novak,0.2
2024,Thorbjørn Olesen,0.2
2024,Xander Schauffele,0.195
2024,Si Woo Kim,0.193
2024,Christiaan Bezuidenhout,0.177
2024,Eric Cole,0.172
2024,Mac Meissner,0.172
2024,Kevin Tway,0.171
2024,Lucas Glover,0.168
2024,K.H. Lee,0.168
2024,Joe Highsmith,0.167
2024,Robert MacIntyre,0.166
2024,S.H. Kim,0.164
2024,Brandon Wu,0.164
2024,Stephan Jaeger,0.159
2024,Jason Day,0.153
2024,Aaron Rai,0.152
2024,Bud Cauley,0.15
2024,Adam Svensson,0.145
2024,Jacob Bridgeman,0.14
2024,David Lipsky,0.139
2024,Roger Sloan,0.139
2024,Ben Taylor,0.139
2024,Chez Reavie,0.137
2024,Billy Horschel,0.136
2024,Wesley Bryan,0.135
2024,Kurt Kitayama,0.118
2024,Zach Johnson,0.117
2024,Min Woo Lee,0.111
2024,Chris Kirk,0.11
2024,Chris Gotterup,0.109
2024,Adam Scott,0.104
2024,Sam Stevens,0.098
2024,Harris English,0.097
2024,Brian Harman,0.092
2024,Daniel Berger,0.087
2024,Patrick Rodgers,0.086
2024,Ben Silverman,0.078
2024,Tyson Alexander,0.077
2024,Matt Fitzpatrick,0.075
2024,Sam Burns,0.069
2024,Sahith Theegala,0.064
2024,Kevin Chappell,0.063
2024,Wyndham Clark,0.061
2024,Peter Malnati,0.061
2024,Patton Kizzire,0.059
2024,Tom Kim,0.057
2024,Chad Ramey,0.056
2024,Trace Crowe,0.055
2024,Charley Hoffman,0.052
2024,Nick Taylor,0.051
2024,Troy Merritt,0.049
2024,Taylor Moore,0.048
2024,Dylan Wu,0.048
2024,Cam Davis,0.041
2024,Seamus Power,0.039
2024,Hayden Springer,0.031
2024,Michael Kim,0.027
2024,Chandler Phillips,0.026
2024,Henrik Norlander,0.021
2024,Keegan Bradley,0.008
2024,Keith Mitchell,0.006
2024,Cameron Young,0.005
2024,Adam Hadwin,0.004
2024,Byeong Hun An,-0.006
2024,Ludvig Åberg,-0.008
2024,Doug Ghim,-0.011
2024,Ryo Hisatsune,-0.016
2024,Mark Hubbard,-0.024
2024,Jordan Spieth,-0.024
2024,Wilson Furr,-0.025
2024,Austin Smotherman,-0.027
2024,Justin Rose,-0.029
2024,J.J. Spaun,-0.029
2024,Shane Lowry,-0.033
2024,Victor Perez,-0.033
2024,Erik Barnes,-0.035
2024,Kevin Streelman,-0.044
2024,Taylor Pendrith,-0.047
2024,Akshay Bhatia,-0.048
2024,Carl Yuan,-0.048
2024,Rickie Fowler,-0.049
2024,Martin Trainer,-0.051
2024,Brandt Snedeker,-0.054
2024,Corey Conners,-0.057
2024,Camilo Villegas,-0.057
2024,Nico Echavarria,-0.062
2024,Rico Hoey,-0.064
2024,Max Greyserman,-0.072
2024,Davis Riley,-0.074
2024,Josh Teater,-0.077
2024,Justin Lower,-0.081
2024,Garrick Higgo,-0.088
2024,Adam Schenk,-0.094
2024,Nick Dunlap,-0.109
2024,Ryan Palmer,-0.111
2024,David Skinns,-0.113
2024,Tyler Duncan,-0.124
2024,Will Zalatoris,-0.127
2024,Patrick Fishburn,-0.13
2024,Raul Pereda,-0.137
2024,Joel Dahmen,-0.144
2024,Parker Coody,-0.159
2024,Callum Tarren,-0.182
2024,Justin Suh,-0.187
2024,Jake Knapp,-0.197
2024,Alex Smalley,-0.198
2024,Jhonattan Vegas,-0.198
2024,Matt NeSmith,-0.213
2024,Erik van Rooyen,-0.216
2024,Chesson Hadley,-0.22
2024,Thomas Detry,-0.226
2024,Adrien Dumont de Chassart,-0.227
2024,Sam Ryder,-0.227
2024,Ryan Fox,-0.232
2024,Hayden Buckley,-0.233
2024,Kevin Yu,-0.233
2024,Austin Eckroat,-0.243
2024,Matti Schmid,-0.243
2024,Alejandro Tosti,-0.244
2024,Lee Hodges,-0.247
2024,Tom Hoge,-0.247
2024,Luke List,-0.25
2024,Pierceson Coody,-0.273
2024,Ryan McCormick,-0.284
2024,Sami Valimaki,-0.303
2024,Gary Woodland,-0.312
2024,Rafael Campos,-0.315
2024,Nicolai Højgaard,-0.316
2024,Vincent Norrman,-0.322
2024,Carson Young,-0.327
2024,Ben Kohles,-0.332
2024,Sepp Straka,-0.333
2024,Kevin Dougherty,-0.372
2024,Lanto Griffin,-0.377
2024,Nick Hardy,-0.378
2024,Tom Whitney,-0.392
2024,Emiliano Grillo,-0.408
2024,Kevin Kisner,-0.414
2024,Matthieu Pavon,-0.414
2024,Viktor Hovland,-0.514
2024,Ryan Brehm,-0.521
2024,Cameron Champ,-0.637
2024,Blaine Hale Jr.,-0.661
2024,Paul Barjon,-0.932
