year,player_name,final_season_rank
2024,Scottie Scheffler,1
2024,Collin Morikawa,2
2024,Sahith Theegala,3
2024,Russell Henley,4
2024,Xander Schauffele,4
2024,Adam Scott,4
2024,Sungjae Im,7
2024,Wyndham Clark,8
2024,Shane Lowry,9
2024,Hideki Matsuyama,9
2024,Rory McIlroy,9
2024,Sam Burns,12
2024,Viktor Hovland,12
2024,Taylor Pendrith,14
2024,Justin Thomas,14
2024,Ludvig Åberg,16
2024,Patrick Cantlay,17
2024,Robert MacIntyre,17
2024,Matthieu Pavon,17
2024,Tommy Fleetwood,20
2024,Byeong Hun An,21
2024,Keegan Bradley,21
2024,Tony Finau,23
2024,Billy Horschel,23
2024,Aaron Rai,23
2024,Akshay Bhatia,26
2024,Chris Kirk,27
2024,Sepp Straka,27
2024,Christiaan Bezuidenhout,29
2024,Tom Hoge,29
2024,Brian Harman,31
2024,Si Woo Kim,32
2024,Jason Day,33
2024,Davis Thompson,34
2024,Denny McCarthy,35
2024,Cam Davis,36
2024,Alex Noren,37
2024,Will Zalatoris,38
2024,Corey Conners,39
2024,Matt Fitzpatrick,40
2024,J.T. Poston,41
2024,Thomas Detry,42
2024,Stephan Jaeger,43
2024,Cameron Young,44
2024,Austin Eckroat,45
2024,Max Homa,46
2024,Adam Hadwin,47
2024,Max Greyserman,48
2024,Nick Dunlap,49
2024,Eric Cole,50
2024,Tom Kim,51
2024,Mackenzie Hughes,52
2024,Maverick McNealy,53
2024,Patrick Rodgers,54
2024,Justin Rose,55
2024,Seamus Power,56
2024,Harris English,57
2024,Nick Taylor,58
2024,Jake Knapp,59
2024,Min Woo Lee,60
2024,Ben Griffin,61
2024,Erik van Rooyen,62
2024,Brendon Todd,63
2024,Taylor Moore,64
2024,Peter Malnati,65
2024,Grayson Murray,66
2024,Jordan Spieth,67
2024,Emiliano Grillo,68
2024,Mark Hubbard,69
2024,Jhonattan Vegas,70
2024,Victor Perez,71
2024,Davis Riley,72
2024,Andrew Putnam,73
2024,Kurt Kitayama,74
2024,Luke List,75
2024,Adam Svensson,76
2024,Keith Mitchell,77
2024,Lucas Glover,78
2024,Lee Hodges,79
2024,Adam Schenk,80
2024,Charley Hoffman,81
2024,Nicolai Højgaard,82
2024,Ben Kohles,83
2024,Ryo Hisatsune,84
2024,Beau Hossler,85
2024,Andrew Novak,86
2024,Harry Hall,87
2024,Brice Garnett,88
2024,Mac Meissner,89
2024,Kevin Yu,90
2024,Justin Lower,91
2024,Doug Ghim,92
2024,C.T. Pan,93
2024,Chan Kim,94
2024,Chris Gotterup,95
2024,Sam Stevens,96
2024,Chandler Phillips,97
2024,J.J. Spaun,98
2024,Sami Valimaki,99
2024,Tyrrell Hatton,100
2024,K.H. Lee,101
2024,Rico Hoey,102
2024,Nate Lashley,103
2024,Patrick Fishburn,104
2024,Matt Kuchar,105
2024,Ryan Fox,106
2024,David Skinns,107
2024,Rickie Fowler,108
2024,Ben Silverman,109
2024,Nico Echavarria,110
2024,Chad Ramey,111
2024,Matt Wallace,112
2024,S.H. Kim,113
2024,Carson Young,114
2024,Zac Blair,115
2024,Taylor Montgomery,116
2024,Michael Kim,117
2024,Joel Dahmen,118
2024,Dylan Wu,119
2024,Pierceson Coody,120
2024,Jacob Bridgeman,121
2024,Matt NeSmith,122
2024,Vince Whaley,123
2024,Kevin Tway,124
2024,Matti Schmid,125
2024,Hayden Springer,126
2024,Sam Ryder,127
2024,Carl Yuan,128
2024,Alejandro Tosti,129
2024,Alex Smalley,130
2024,Henrik Norlander,131
2024,Greyson Sigg,132
2024,Erik Barnes,133
2024,Patton Kizzire,134
2024,Trace Crowe,135
2024,Jorge Campillo,136
2024,Michael Thorbjornsen,137
2024,Chesson Hadley,138
2024,Hayden Buckley,139
2024,Daniel Berger,140
2024,Martin Trainer,141
2024,Jimmy Stanger,142
2024,Troy Merritt,143
2024,Robby Shelton,144
2024,Zach Johnson,145
2024,Ryan Moore,146
2024,Martin Laird,147
2024,Rafael Campos,148
2024,Joseph Bramlett,149
2024,Garrick Higgo,150
2024,Webb Simpson,151
2024,Ben Martin,152
2024,Brandon Wu,153
2024,Aaron Baddeley,154
2024,Gary Woodland,155
2024,Wesley Bryan,156
2024,Thorbjørn Olesen,157
2024,Ryan Brehm,158
2024,Chez Reavie,159
2024,Joe Highsmith,160
2024,Parker Coody,161
2024,Justin Suh,162
2024,Nick Hardy,163
2024,Cameron Champ,164
2024,David Lipsky,165
2024,Adrien Dumont de Chassart,166
2024,Alexander Björk,167
2024,Kevin Chappell,168
2024,Ryan McCormick,169
2024,Tyson Alexander,170
2024,Lanto Griffin,171
2024,Kelly Kraft,172
2024,Stewart Cink,173
2024,Tyler Duncan,174
2024,Roger Sloan,175
2024,S.Y. Noh,176
2024,Scott Stallings,177
2024,Kevin Streelman,178
2024,Paul Barjon,179
2024,Padraig Harrington,180
2024,Callum Tarren,181
2024,Austin Cook,182
2024,Tom Whitney,183
2024,Ben Taylor,184
2024,Sean O'Hair,185
