year,player_name,sg_off_the_tee
2013,Bubba Watson,0.937
2013,Adam Scott,0.734
2013,Henrik Stenson,0.71
2013,Keegan Bradley,0.698
2013,Kyle Stanley,0.64
2013,Rory McIlroy,0.624
2013,Jordan Spieth,0.611
2013,Boo Weekley,0.594
2013,Nicolas Colsaerts,0.552
2013,Jim Herman,0.55
2013,Lucas Glover,0.541
2013,Robert Garrigus,0.509
2013,Graham DeLaet,0.488
2013,Jason Dufner,0.475
2013,Billy Horschel,0.465
2013,Nick Watney,0.461
2013,Justin Rose,0.459
2013,Jason Day,0.452
2013,Lee Westwood,0.439
2013,Russell Henley,0.432
2013,Charlie Beljan,0.424
2013,Nicholas Thompson,0.42
2013,Hunter Mahan,0.417
2013,Ryan Palmer,0.411
2013,Kevin Stadler,0.41
2013,Kevin Streelman,0.406
2013,Martin Kaymer,0.402
2013,Matt Jones,0.396
2013,Martin Laird,0.389
2013,Scott Stallings,0.389
2013,Chez Reavie,0.381
2013,Vijay Singh,0.371
2013,Bill Haas,0.365
2013,Josh Teater,0.365
2013,John Senden,0.344
2013,Will Claxton,0.341
2013,Scott Brown,0.338
2013,Charley Hoffman,0.333
2013,Dustin Johnson,0.332
2013,Gary Woodland,0.331
2013,Matt Every,0.323
2013,Brian Harman,0.316
2013,Eric Meierdierks,0.316
2013,Steve Stricker,0.311
2013,David Lingmerth,0.301
2013,Jeff Overton,0.296
2013,Ángel Cabrera,0.294
2013,Brendon de Jonge,0.28
2013,Kevin Chappell,0.276
2013,Rory Sabbatini,0.273
2013,Graeme McDowell,0.251
2013,Steve LeBrun,0.248
2013,Ryan Moore,0.232
2013,Derek Ernst,0.231
2013,Morgan Hoffmann,0.227
2013,Justin Hicks,0.218
2013,Webb Simpson,0.216
2013,Roberto Castro,0.204
2013,Ian Poulter,0.2
2013,Charl Schwartzel,0.195
2013,Bo Van Pelt,0.186
2013,Mark Wilson,0.185
2013,D.J. Trahan,0.182
2013,Zach Johnson,0.181
2013,John Huh,0.179
2013,Henrik Norlander,0.166
2013,Ted Potter Jr.,0.166
2013,John Rollins,0.164
2013,Robert Streb,0.164
2013,Scott Piercy,0.144
2013,Rickie Fowler,0.143
2013,J.J. Henry,0.138
2013,Martin Flores,0.136
2013,Charles Howell III,0.133
2013,Y.E. Yang,0.133
2013,Sergio Garcia,0.131
2013,Harris English,0.115
2013,Ernie Els,0.11
2013,Ryo Ishikawa,0.11
2013,Jerry Kelly,0.109
2013,Brandt Jobe,0.104
2013,K.J. Choi,0.096
2013,Fabián Gómez,0.089
2013,Patrick Reed,0.089
2013,Jimmy Walker,0.082
2013,Jason Kokrak,0.079
2013,Freddie Jacobson,0.075
2013,Jeff Maggert,0.074
2013,Scott Gardiner,0.069
2013,Greg Owen,0.064
2013,Tom Gillis,0.062
2013,Sangmoon Bae,0.053
2013,Brian Davis,0.051
2013,Tim Clark,0.048
2013,James Hahn,0.044
2013,Steven Bowditch,0.041
2013,John Merrick,0.038
2013,Sean O'Hair,0.029
2013,Carl Pettersson,0.026
2013,Brendan Steele,0.025
2013,Jim Furyk,0.023
2013,Phil Mickelson,0.021
2013,Erik Compton,0.012
2013,Ken Duke,0.009
2013,Brad Fritsch,0.005
2013,Cameron Percy,0.001
2013,Matt Kuchar,-0.01
2013,George McNeill,-0.012
2013,Brandt Snedeker,-0.025
2013,Andrew Svoboda,-0.027
2013,Ben Kohles,-0.042
2013,Vaughn Taylor,-0.042
2013,Andres Romero,-0.05
2013,Tag Ridings,-0.054
2013,Daniel Summerhays,-0.062
2013,Bud Cauley,-0.063
2013,Cameron Tringale,-0.079
2013,Darron Stiles,-0.087
2013,Tommy Gainey,-0.098
2013,Marc Leishman,-0.099
2013,Shawn Stefani,-0.11
2013,Rod Pampling,-0.115
2013,Luke Guthrie,-0.116
2013,Pat Perez,-0.127
2013,Brian Stuard,-0.128
2013,Richard Lee,-0.134
2013,D.H. Lee,-0.142
2013,Tiger Woods,-0.142
2013,Ben Crane,-0.143
2013,Jason Bohn,-0.156
2013,Geoff Ogilvy,-0.161
2013,S.Y. Noh,-0.162
2013,Ricky Barnes,-0.181
2013,Trevor Immelman,-0.181
2013,Camilo Villegas,-0.183
2013,D.A. Points,-0.194
2013,David Hearn,-0.199
2013,Troy Matteson,-0.206
2013,Tim Herron,-0.208
2013,William McGirt,-0.208
2013,Chris Kirk,-0.213
2013,Bob Estes,-0.216
2013,Robert Karlsson,-0.217
2013,Charlie Wi,-0.224
2013,Jonas Blixt,-0.227
2013,David Lynn,-0.229
2013,Doug LaBelle II,-0.243
2013,Stewart Cink,-0.264
2013,Justin Bolli,-0.273
2013,Stuart Appleby,-0.28
2013,Michael Thompson,-0.28
2013,Chad Campbell,-0.286
2013,Scott Langley,-0.302
2013,Peter Hanson,-0.306
2013,David Mathis,-0.328
2013,Jin Park,-0.335
2013,Justin Leonard,-0.341
2013,Padraig Harrington,-0.345
2013,Dicky Pride,-0.365
2013,David Toms,-0.37
2013,James Driscoll,-0.422
2013,Luke List,-0.447
2013,Luke Donald,-0.459
2013,Johnson Wagner,-0.461
2013,Lee Williams,-0.514
2013,Bryce Molder,-0.538
2013,Alistair Presnell,-0.548
2013,Greg Chalmers,-0.552
2013,Aaron Watkins,-0.568
2013,Brian Gay,-0.577
2013,Chris Stroud,-0.578
2013,Bobby Gates,-0.58
2013,Aaron Baddeley,-0.603
2013,Colt Knost,-0.625
2013,Ben Curtis,-0.632
2013,Stephen Ames,-0.662
2013,Robert Allenby,-0.733
2013,Michael Bradley,-1.058
2013,Casey Wittenberg,-1.071
2013,Mike Weir,-1.338
