year,player_name,sg_off_the_tee
2010,Joe Ogilvie,-0.005
2010,Pat Perez,-0.005
2010,Brian Davis,-0.007
2010,Woody Austin,-0.01
2010,Scott Piercy,-0.013
2010,James Driscoll,-0.014
2010,Henrik Bjornstad,-0.022
2010,Tim Clark,-0.025
2010,Charles Howell III,-0.041
2010,Roland Thatcher,-0.061
2010,Freddie Jacobson,-0.064
2010,Rocco Mediate,-0.082
2010,Jeev Milkha Singh,-0.092
2010,Aron Price,-0.1
2010,Padraig Harrington,-0.104
2010,Ian Poulter,-0.109
2010,Chris Wilson,-0.112
2010,Scott Verplank,-0.12
2010,Matt Jones,-0.122
2010,Ted Purdy,-0.124
2010,Cameron Percy,-0.128
2010,John Mallinger,-0.131
2010,Shaun Micheel,-0.136
2010,Alex Cejka,-0.146
2010,Garrett Willis,-0.155
2010,Ben Curtis,-0.159
2010,Geoff Ogilvy,-0.165
2010,Mark Calcavecchia,-0.177
2010,Lee Janzen,-0.177
2010,Troy Merritt,-0.177
2010,Carl Pettersson,-0.18
2010,Justin Leonard,-0.184
2010,James Nitties,-0.188
2010,Cliff Kresge,-0.191
2010,Mark Wilson,-0.196
2010,Derek Lamely,-0.199
2010,Briny Baird,-0.2
2010,Brian Stuard,-0.204
2010,Tom Pernice Jr.,-0.212
2010,Martin Flores,-0.223
2010,Cameron Beckman,-0.228
2010,Tim Herron,-0.233
2010,Stuart Appleby,-0.236
2010,Ricky Barnes,-0.244
2010,Chris DiMarco,-0.244
2010,Kevin Na,-0.247
2010,Craig Bowden,-0.253
2010,Paul Goydos,-0.257
2010,Bill Lunde,-0.265
2010,Michael Connell,-0.284
2010,Charlie Wi,-0.286
2010,Brandt Snedeker,-0.287
2010,Ryuji Imada,-0.298
2010,Daniel Chopra,-0.307
2010,Webb Simpson,-0.308
2010,Bob Estes,-0.33
2010,Dean Wilson,-0.341
2010,Michael Sim,-0.351
2010,Jerod Turner,-0.351
2010,David Duval,-0.354
2010,Johnson Wagner,-0.356
2010,David Lutterus,-0.368
2010,Steve Flesch,-0.386
2010,Richard Johnson,-0.388
2010,Jeff Quinney,-0.402
2010,Bryce Molder,-0.406
2010,Brett Quigley,-0.422
2010,Brent Delahoussaye,-0.467
2010,Justin Bolli,-0.475
2010,Skip Kendall,-0.486
2010,George McNeill,-0.488
2010,Trevor Immelman,-0.501
2010,Luke Donald,-0.506
2010,Jimmy Walker,-0.538
2010,Greg Chalmers,-0.555
2010,Nathan Green,-0.566
2010,Brenden Pappas,-0.593
2010,Brian Gay,-0.597
2010,Chad Collins,-0.66
2010,Michael Bradley,-0.676
2010,Kevin Johnson,-0.822
2010,Greg Kraft,-0.876
2010,Rich Barcelo,-1.027
2010,Vance Veazey,-1.117
2010,Mike Weir,-1.246
2010,Brad Faxon,-1.343
