year,player_name,scoring_average
2015,Jordan Spieth,68.938
2015,Jason Day,69.161
2015,Bubba Watson,69.296
2015,Henrik Stenson,69.354
2015,Dustin Johnson,69.585
2015,Justin Rose,69.744
2015,Zach Johnson,69.753
2015,Will Wilcox,69.804
2015,Paul Casey,69.806
2015,Jim Furyk,69.845
2015,Brooks Koepka,69.861
2015,Hideki Matsuyama,69.94
2015,Sergio Garcia,69.958
2015,Matt Kuchar,70.04
2015,Ryan Palmer,70.102
2015,Justin Thomas,70.105
2015,Kevin Na,70.121
2015,Robert Streb,70.13
2015,Brandt Snedeker,70.158
2015,Louis Oosthuizen,70.16
2015,Rickie Fowler,70.23
2015,Jason Bohn,70.235
2015,Harris English,70.235
2015,Jimmy Walker,70.268
2015,Tony Finau,70.281
2015,Patrick Reed,70.292
2015,Webb Simpson,70.31
2015,Kevin Kisner,70.344
2015,Jerry Kelly,70.383
2015,Daniel Summerhays,70.397
2015,Danny Lee,70.398
2015,Brendan Steele,70.413
2015,Russell Knox,70.421
2015,Ian Poulter,70.421
2015,Shawn Stefani,70.421
2015,Rory Sabbatini,70.435
2015,Keegan Bradley,70.45
2015,Adam Scott,70.456
2015,Francesco Molinari,70.458
2015,George McNeill,70.478
2015,Lee Westwood,70.484
2015,Brendon Todd,70.533
2015,Luke Donald,70.555
2015,Marc Leishman,70.569
2015,Daniel Berger,70.581
2015,Russell Henley,70.581
2015,J.B. Holmes,70.581
2015,Phil Mickelson,70.585
2015,Chad Campbell,70.604
2015,Charley Hoffman,70.613
2015,Patrick Rodgers,70.619
2015,Jason Dufner,70.633
2015,Brendon de Jonge,70.642
2015,Brian Harman,70.647
2015,William McGirt,70.647
2015,Jason Kokrak,70.654
2015,Pat Perez,70.666
2015,Kevin Chappell,70.672
2015,Bill Haas,70.672
2015,Nick Watney,70.68
2015,Chad Collins,70.681
2015,Scott Piercy,70.688
2015,Colt Knost,70.698
2015,Zac Blair,70.714
2015,Jim Herman,70.719
2015,Graham DeLaet,70.72
2015,Hudson Swafford,70.732
2015,John Peterson,70.735
2015,Vijay Singh,70.761
2015,Martin Laird,70.772
2015,Stewart Cink,70.774
2015,Boo Weekley,70.775
2015,Bryce Molder,70.779
2015,Scott Brown,70.797
2015,David Lingmerth,70.8
2015,Johnson Wagner,70.807
2015,Tom Hoge,70.812
2015,Matt Jones,70.812
2015,Ryan Moore,70.829
2015,Jonathan Byrd,70.83
2015,Steven Bowditch,70.835
2015,Jeff Overton,70.836
2015,Spencer Levin,70.837
2015,David Hearn,70.843
2015,Jon Curran,70.849
2015,Kyle Reifers,70.854
2015,Carl Pettersson,70.866
2015,Charles Howell III,70.872
2015,James Hahn,70.896
2015,Martin Flores,70.919
2015,Cameron Tringale,70.92
2015,Ben Martin,70.95
2015,Chris Kirk,70.959
2015,Gary Woodland,70.982
2015,Morgan Hoffmann,70.988
2015,Mark Wilson,70.991
2015,Adam Hadwin,71.021
2015,Sean O'Hair,71.03
2015,Scott Langley,71.032
2015,Sangmoon Bae,71.036
2015,John Huh,71.037
2015,Cameron Percy,71.039
2015,Billy Hurley III,71.043
2015,Billy Horschel,71.05
2015,Camilo Villegas,71.067
2015,Steve Wheatcroft,71.072
2015,Alex Prugh,71.089
2015,John Senden,71.09
2015,David Toms,71.092
2015,Charl Schwartzel,71.093
2015,Steven Alker,71.094
2015,Whee Kim,71.097
2015,Carlos Ortiz,71.098
2015,Jamie Donaldson,71.102
2015,Scott Pinckney,71.103
2015,Alex Cejka,71.117
2015,Hunter Mahan,71.124
2015,Blayne Barber,71.127
2015,Chez Reavie,71.146
2015,Michael Putnam,71.156
2015,Chris Stroud,71.194
2015,Fabián Gómez,71.207
2015,Luke Guthrie,71.211
2015,Aaron Baddeley,71.218
2015,Mark Hubbard,71.227
2015,Erik Compton,71.228
2015,Michael Thompson,71.23
2015,Jonas Blixt,71.238
2015,Ryo Ishikawa,71.246
2015,Jason Gore,71.273
2015,Kevin Streelman,71.282
2015,Davis Love III,71.289
2015,Lucas Glover,71.291
2015,Ken Duke,71.306
2015,Jhonattan Vegas,71.326
2015,Roberto Castro,71.334
2015,J.J. Henry,71.334
2015,John Merrick,71.334
2015,Brian Stuard,71.341
2015,Greg Chalmers,71.363
2015,K.J. Choi,71.372
2015,Nicholas Thompson,71.396
2015,Andres Gonzales,71.427
2015,Andres Romero,71.427
2015,Derek Fathauer,71.431
2015,Derek Ernst,71.453
2015,Brice Garnett,71.453
2015,Troy Merritt,71.458
2015,S.Y. Noh,71.465
2015,Sung Joon Park,71.469
2015,Bo Van Pelt,71.497
2015,Gonzalo Fernandez-Castaño,71.5
2015,Greg Owen,71.512
2015,Justin Leonard,71.517
2015,Geoff Ogilvy,71.559
2015,Jonathan Randolph,71.606
2015,Ricky Barnes,71.647
2015,Brian Davis,71.656
2015,Retief Goosen,71.667
2015,Sam Saunders,71.668
2015,Tyrone Van Aswegen,71.684
2015,D.A. Points,71.701
2015,Nick Taylor,71.716
2015,Ángel Cabrera,71.734
2015,Max Homa,71.763
2015,Robert Garrigus,71.774
2015,Bill Lunde,71.796
2015,Chesson Hadley,71.798
