year,player_name,money_earned
2025,Scottie Scheffler,27659550
2025,Tommy Fleetwood,18496238
2025,Rory McIlroy,16992418
2025,Russell Henley,14707570
2025,J.J. Spaun,13278222
2025,Ben Griffin,11724352
2025,Justin Thomas,10896155
2025,Sepp Straka,10650894
2025,Patrick Cantlay,9441931
2025,Justin Rose,8857976
2025,Harris English,8840132
2025,Cameron Young,8789813
2025,Keegan Bradley,8702812
2025,Robert MacIntyre,8467191
2025,Maverick McNealy,8322575
2025,Ludvig Åberg,8276973
2025,Corey Conners,8167903
2025,Collin Morikawa,7915347
2025,Andrew Novak,7788219
2025,Shane Lowry,7082794
2025,Sam Burns,6801982
2025,Hideki Matsuyama,6650152
2025,Viktor Hovland,5824239
2025,Brian Harman,5547660
2025,Nick Taylor,5431209
2025,Sungjae Im,5082896
2025,Akshay Bhatia,4882187
2025,Chris Gotterup,4844784
2025,Xander Schauffele,4839866
2025,Jacob Bridgeman,4437269
2025,Lucas Glover,4397743
2025,Sam Stevens,4392752
2025,Harry Hall,4309601
2025,Tom Hoge,4201600
2025,Si Woo Kim,4184686
2025,Daniel Berger,4115448
2025,Michael Kim,4105211
2025,Ryan Fox,3981947
2025,Taylor Pendrith,3978452
2025,Ryan Gerard,3872916
2025,Denny McCarthy,3871251
2025,Matt Fitzpatrick,3831413
2025,Max Greyserman,3798185
2025,Jason Day,3740375
2025,Thomas Detry,3651876
2025,Kurt Kitayama,3476376
2025,Rickie Fowler,3441954
2025,Sami Valimaki,3388761
2025,Brian Campbell,3370767
2025,Bud Cauley,3321090
2025,Min Woo Lee,3301286
2025,Aaron Rai,3274601
2025,J.T. Poston,3233502
2025,Jordan Spieth,3159660
2025,Aldrich Potgieter,3038146
2025,Jake Knapp,3012401
2025,Chris Kirk,2964600
2025,Nico Echavarria,2891343
2025,Wyndham Clark,2883112
2025,Joe Highsmith,2820859
2025,Jhonattan Vegas,2795198
2025,Patrick Rodgers,2793088
2025,Stephan Jaeger,2684801
2025,Byeong Hun An,2652079
2025,Tony Finau,2551493
2025,Kevin Yu,2536810
2025,Rico Hoey,2536072
2025,Max McGreevy,2522721
2025,Mackenzie Hughes,2497976
2025,Davis Riley,2496448
2025,Garrick Higgo,2448383
2025,Davis Thompson,2439587
2025,Christiaan Bezuidenhout,2434490
2025,Eric Cole,2369702
2025,Alex Smalley,2337573
2025,Emiliano Grillo,2315983
2025,Matt McCarty,2308452
2025,Matti Schmid,2303222
2025,Michael Thorbjornsen,2286658
2025,Erik van Rooyen,2142196
2025,Rasmus Højgaard,2103443
2025,Cam Davis,2093245
2025,Gary Woodland,2044795
2025,Adam Schenk,2016294
2025,Keith Mitchell,2014835
2025,Nicolai Højgaard,1897477
2025,Vince Whaley,1869447
2025,Ryo Hisatsune,1835136
2025,Steven Fisk,1804525
2025,Adam Scott,1803164
2025,Mark Hubbard,1763551
2025,Mac Meissner,1762863
2025,Kevin Roy,1734139
2025,Austin Eckroat,1675705
2025,Max Homa,1636827
2025,Lee Hodges,1617203
2025,William Mouw,1597314
2025,Matt Wallace,1570460
2025,Danny Walker,1561918
2025,Beau Hossler,1533612
2025,Chandler Phillips,1518764
2025,Tom Kim,1496889
2025,Chad Ramey,1490602
2025,Billy Horschel,1483614
2025,Karl Vilips,1479028
2025,Takumi Kanaya,1463762
2025,Ricky Castillo,1444455
2025,Thorbjørn Olesen,1438925
2025,Taylor Moore,1424004
2025,David Lipsky,1411093
