year,player_name,final_season_rank
2023,Viktor Hovland,1
2023,Xander Schauffele,2
2023,Wyndham Clark,3
2023,Rory McIlroy,4
2023,Patrick Cantlay,5
2023,Tommy Fleetwood,6
2023,Collin Morikawa,6
2023,Scottie Scheffler,6
2023,Keegan Bradley,9
2023,Sam Burns,9
2023,Matt Fitzpatrick,9
2023,Max Homa,9
2023,Adam Schenk,9
2023,Russell Henley,14
2023,Sepp Straka,14
2023,Rickie Fowler,16
2023,Tyrrell Hatton,16
2023,Lucas Glover,18
2023,Jon Rahm,18
2023,Tony Finau,20
2023,Si Woo Kim,20
2023,Tom Kim,20
2023,Brian Harman,23
2023,Sungjae Im,24
2023,Nick Taylor,25
2023,Corey Conners,26
2023,Jordan Spieth,27
2023,Jason Day,28
2023,Emiliano Grillo,29
2023,Taylor Moore,29
2023,Sahith Theegala,31
2023,Chris Kirk,32
2023,Denny McCarthy,33
2023,Justin Rose,34
2023,Andrew Putnam,35
2023,Kurt Kitayama,36
2023,Adam Svensson,37
2023,Harris English,38
2023,J.T. Poston,39
2023,Lee Hodges,40
2023,Seamus Power,41
2023,Cameron Young,42
2023,Eric Cole,43
2023,Byeong Hun An,44
2023,Adam Hadwin,45
2023,Tom Hoge,46
2023,Brendon Todd,47
2023,Cam Davis,48
2023,Patrick Rodgers,49
2023,Hideki Matsuyama,50
2023,Mackenzie Hughes,51
2023,Nick Hardy,52
2023,Taylor Montgomery,53
2023,Alex Smalley,54
2023,Thomas Detry,55
2023,Stephan Jaeger,56
2023,Brandon Wu,57
2023,Beau Hossler,58
2023,Davis Riley,59
2023,Hayden Buckley,60
2023,Sam Ryder,61
2023,J.J. Spaun,62
2023,Ben Griffin,63
2023,Keith Mitchell,64
2023,Sam Stevens,65
2023,Matt Kuchar,66
2023,Mark Hubbard,67
2023,Aaron Rai,68
2023,Vincent Norrman,69
2023,Matt NeSmith,70
2023,Justin Thomas,71
2023,Adam Scott,72
2023,Davis Thompson,73
2023,Austin Eckroat,74
2023,Ben Taylor,75
2023,Garrick Higgo,76
2023,K.H. Lee,77
2023,Shane Lowry,78
2023,Michael Kim,79
2023,David Lingmerth,80
2023,Justin Suh,81
2023,Matt Wallace,82
2023,S.H. Kim,83
2023,Joel Dahmen,84
2023,Danny Willett,85
2023,Dylan Wu,86
2023,Kevin Streelman,87
2023,Harry Hall,88
2023,Joseph Bramlett,89
2023,Billy Horschel,90
2023,Callum Tarren,91
2023,Robby Shelton,92
2023,Zac Blair,93
2023,Gary Woodland,94
2023,Chez Reavie,95
2023,Aaron Baddeley,96
2023,Nate Lashley,97
2023,David Lipsky,98
2023,Kevin Yu,99
2023,Will Gordon,100
2023,Alex Noren,101
2023,Akshay Bhatia,102
2023,Justin Lower,103
2023,Tyson Alexander,104
2023,Andrew Novak,105
2023,Greyson Sigg,106
2023,Nico Echavarria,107
2023,Maverick McNealy,108
2023,Christiaan Bezuidenhout,109
2023,Tyler Duncan,110
2023,Carson Young,111
2023,Martin Laird,112
2023,Ben Martin,113
2023,Taylor Pendrith,114
2023,Chad Ramey,115
2023,Peter Malnati,116
2023,Doug Ghim,117
2023,MJ Daffue,118
2023,Luke List,119
2023,C.T. Pan,120
2023,Chesson Hadley,121
2023,Patton Kizzire,122
2023,Zecheng Dou,123
2023,Jimmy Walker,124
2023,Austin Smotherman,125
2023,Trey Mullinax,126
2023,Aaron Wise,127
2023,Scott Stallings,128
2023,Harrison Endycott,129
2023,Scott Piercy,130
2023,Erik van Rooyen,131
2023,Harry Higgs,132
2023,Troy Merritt,133
2023,Paul Haley II,134
2023,Ludvig Åberg,135
2023,Webb Simpson,136
2023,Charley Hoffman,137
2023,Will Zalatoris,138
2023,Kramer Hickok,139
2023,Mito Pereira,140
2023,Henrik Norlander,141
2023,Adam Long,142
2023,Cameron Champ,143
2023,Russell Knox,144
2023,Richy Werenski,145
2023,Cody Gribble,146
2023,Kevin Tway,147
2023,Matti Schmid,148
2023,Matthias Schwab,149
2023,Ryan Moore,150
2023,Carl Yuan,151
2023,Cameron Percy,152
2023,Lucas Herbert,153
2023,Zach Johnson,154
2023,Ryan Palmer,155
2023,Ryan Armour,156
2023,Sean O'Hair,157
2023,S.Y. Noh,158
2023,Doc Redman,159
2023,Dylan Frittelli,160
2023,Tano Goya,161
2023,Trevor Cone,162
2023,Brice Garnett,163
2023,Grayson Murray,164
2023,James Hahn,165
2023,Brent Grant,166
2023,Stewart Cink,167
2023,Chris Stroud,168
2023,Ryan Brehm,169
2023,Augusto Núñez,170
2023,Erik Barnes,171
2023,Jason Dufner,172
2023,Robert Streb,173
2023,Kevin Roy,174
2023,Max McGreevy,175
2023,Austin Cook,176
2023,Michael Thompson,177
2023,Martin Trainer,178
2023,Kevin Chappell,179
2023,Padraig Harrington,180
2023,Brendan Steele,181
2023,Luke Donald,182
2023,Jonathan Byrd,183
2023,Francesco Molinari,184
2023,Satoshi Kodaira,185
2023,Danny Lee,186
2023,Jhonattan Vegas,187
2023,Trevor Werbylo,188
2023,Scott Harrington,189
2023,Wesley Bryan,190
2023,Kelly Kraft,191
2023,Brandon Matthews,192
2023,Sung Kang,193
2023,Nick Watney,194
2023,Jim Herman,195
2023,Kyle Westmoreland,196
2023,Jonas Blixt,197
2023,Brian Stuard,198
2023,Hank Lebioda,199
2023,William McGirt,200
2023,Lanto Griffin,201
2023,Kevin Kisner,202
2023,Ricky Barnes,203
2023,Brian Gay,204
2023,Bill Haas,205
2023,Geoff Ogilvy,206
2023,Michael Gligic,207
2023,Sebastián Muñoz,208
2023,Fabián Gómez,209
2023,Rory Sabbatini,210
2023,Andrew Landry,211
2023,Tommy Gainey,212
2023,John Huh,213
2023,Ted Potter Jr.,214
2023,Brandt Snedeker,215
2023,Anders Albertson,216
2023,Nicholas Lindheim,217
2023,Greg Chalmers,218
2023,Derek Ernst,219
2023,Derek Lamely,220
2023,Scott Brown,221
2023,Vince Whaley,222
2023,Philip Knowles,223
2023,Camilo Villegas,224
2023,Ben Crane,225
2023,Sangmoon Bae,226
2023,Kyle Stanley,227
2023,Tiger Woods,228
2023,Fred Couples,229
2023,D.A. Points,230
2023,Arjun Atwal,231
2023,J.B. Holmes,232
2023,D.J. Trahan,232
2023,Mike Weir,234
2023,Jerry Kelly,235
2023,Bo Van Pelt,236
2023,George McNeill,237
2023,Ernie Els,238
2023,Kevin Stadler,239
2023,Richard Johnson,240
