year,player_name,sg_approach
2025,Scottie Scheffler,1.291
2025,Viktor Hovland,0.945
2025,Shane Lowry,0.765
2025,Collin Morikawa,0.765
2025,J.J. Spaun,0.738
2025,Tommy Fleetwood,0.711
2025,Sepp Straka,0.677
2025,Rico Hoey,0.667
2025,Henrik Norlander,0.667
2025,Ben Kohles,0.656
2025,Nicolai Højgaard,0.6
2025,Xander Schauffele,0.578
2025,Russell Henley,0.577
2025,Akshay Bhatia,0.575
2025,Patrick Cantlay,0.564
2025,Zac Blair,0.537
2025,Doug Ghim,0.531
2025,Sami Valimaki,0.516
2025,Hideki Matsuyama,0.483
2025,Victor Perez,0.479
2025,Aaron Rai,0.476
2025,Ben Griffin,0.466
2025,Lee Hodges,0.465
2025,Antoine Rozner,0.462
2025,Lucas Glover,0.458
2025,Ryan Gerard,0.457
2025,Daniel Berger,0.456
2025,Nick Taylor,0.427
2025,Si Woo Kim,0.425
2025,Thomas Rosenmueller,0.406
2025,Greyson Sigg,0.392
2025,Kurt Kitayama,0.389
2025,Chris Kirk,0.388
2025,Bud Cauley,0.377
2025,Michael Kim,0.368
2025,Gary Woodland,0.364
2025,Mac Meissner,0.34
2025,Justin Thomas,0.325
2025,Corey Conners,0.315
2025,Robert MacIntyre,0.312
2025,Tom Hoge,0.311
2025,Kevin Yu,0.31
2025,Ryan Fox,0.303
2025,Emiliano Grillo,0.303
2025,David Skinns,0.291
2025,Andrew Putnam,0.287
2025,Joseph Bramlett,0.281
2025,Maverick McNealy,0.28
2025,Keegan Bradley,0.278
2025,Matteo Manassero,0.274
2025,Jackson Suber,0.27
2025,Chan Kim,0.269
2025,David Lipsky,0.266
2025,Austin Eckroat,0.252
2025,Justin Rose,0.25
2025,Luke Clanton,0.243
2025,Adam Svensson,0.238
2025,Jordan Spieth,0.23
2025,Stephan Jaeger,0.22
2025,John Pak,0.213
2025,Thorbjørn Olesen,0.209
2025,Steven Fisk,0.202
2025,Denny McCarthy,0.202
2025,Eric Cole,0.189
2025,Keith Mitchell,0.172
2025,Adam Scott,0.17
2025,Joel Dahmen,0.163
2025,Rory McIlroy,0.157
2025,Lanto Griffin,0.153
2025,Tom Kim,0.152
2025,Ryo Hisatsune,0.151
2025,Nate Lashley,0.147
2025,Patrick Fishburn,0.144
2025,Nick Dunlap,0.131
2025,Taylor Pendrith,0.128
2025,Matt Fitzpatrick,0.123
2025,Michael Thorbjornsen,0.123
2025,Jhonattan Vegas,0.123
2025,Seamus Power,0.107
2025,Matt Kuchar,0.098
2025,Matt Wallace,0.093
2025,Mark Hubbard,0.091
2025,Davis Thompson,0.087
2025,Nick Hardy,0.086
2025,Alex Smalley,0.083
2025,Nico Echavarria,0.081
2025,J.T. Poston,0.076
2025,Max McGreevy,0.072
2025,Carson Young,0.072
2025,Brian Harman,0.069
2025,Ricky Castillo,0.06
2025,Trey Mullinax,0.06
2025,Matti Schmid,0.059
2025,Pierceson Coody,0.058
2025,Rickie Fowler,0.042
2025,Karl Vilips,0.042
2025,Sam Ryder,0.041
2025,Ludvig Åberg,0.037
2025,Kevin Roy,0.032
2025,Erik van Rooyen,0.017
2025,Paul Peterson,0.011
2025,Zach Johnson,0.009
2025,Ben Martin,0.007
2025,Jake Knapp,0.003
2025,Chris Gotterup,-0.013
2025,Christiaan Bezuidenhout,-0.014
2025,Harry Hall,-0.017
2025,Camilo Villegas,-0.019
2025,Brandt Snedeker,-0.027
2025,Brian Campbell,-0.028
2025,Max Greyserman,-0.03
2025,Justin Lower,-0.032
2025,Andrew Novak,-0.036
2025,Kris Ventura,-0.036
2025,Vince Whaley,-0.054
2025,Matt McCarty,-0.055
2025,Chandler Phillips,-0.064
2025,Will Gordon,-0.069
2025,Harris English,-0.07
2025,Adam Schenk,-0.088
2025,Rasmus Højgaard,-0.098
2025,Thriston Lawrence,-0.099
2025,Chad Ramey,-0.107
2025,Jacob Bridgeman,-0.111
2025,Jason Day,-0.113
2025,Garrick Higgo,-0.114
2025,Sam Burns,-0.118
2025,Patton Kizzire,-0.122
2025,Cameron Young,-0.124
2025,Hayden Buckley,-0.127
2025,Jesper Svensson,-0.127
2025,Patrick Rodgers,-0.129
2025,Isaiah Salinda,-0.133
2025,Sahith Theegala,-0.134
2025,Tony Finau,-0.135
2025,Danny Walker,-0.136
2025,Aldrich Potgieter,-0.137
2025,Trevor Cone,-0.149
2025,Alejandro Tosti,-0.162
2025,Thomas Detry,-0.164
2025,Noah Goodwin,-0.164
2025,Mackenzie Hughes,-0.171
2025,Harry Higgs,-0.177
2025,Niklas Norgaard,-0.177
2025,Jeremy Paul,-0.182
2025,Cam Davis,-0.197
2025,Taylor Moore,-0.207
2025,Taylor Montgomery,-0.236
2025,Sam Stevens,-0.25
2025,William Mouw,-0.257
