year,player_name,sg_putting
2009,Luke Donald,0.934
2009,Tiger Woods,0.877
2009,Brad Faxon,0.78
2009,Ben Curtis,0.766
2009,Brandt Snedeker,0.761
2009,Bryce Molder,0.747
2009,Brian Gay,0.726
2009,Jim Furyk,0.715
2009,Greg Chalmers,0.698
2009,Matt Kuchar,0.698
2009,Parker McLachlin,0.617
2009,Aaron Baddeley,0.604
2009,Bob Heintz,0.601
2009,Matt Jones,0.583
2009,Webb Simpson,0.555
2009,Joe Ogilvie,0.546
2009,Pat Perez,0.534
2009,Freddie Jacobson,0.516
2009,Jason Day,0.5
2009,Geoff Ogilvy,0.493
2009,Charlie Wi,0.488
2009,Padraig Harrington,0.477
2009,Kevin Na,0.477
2009,Scott McCarron,0.473
2009,Retief Goosen,0.47
2009,Mike Weir,0.469
2009,Jeff Klauk,0.453
2009,Ryuji Imada,0.442
2009,Stephen Ames,0.436
2009,Ben Crane,0.431
2009,Corey Pavin,0.429
2009,Hunter Mahan,0.41
2009,George McNeill,0.408
2009,Spencer Levin,0.4
2009,Mark Wilson,0.386
2009,Zach Johnson,0.38
2009,Nathan Green,0.375
2009,Dean Wilson,0.351
2009,David Mathis,0.349
2009,Ryan Moore,0.347
2009,Chris Riley,0.346
2009,Eric Axley,0.341
2009,Stewart Cink,0.34
2009,Vaughn Taylor,0.339
2009,Richard Johnson,0.332
2009,Jerry Kelly,0.327
2009,Harrison Frazar,0.322
2009,Carl Pettersson,0.321
2009,Bob Estes,0.313
2009,Tim Petrovic,0.306
2009,Daniel Chopra,0.302
2009,Tim Clark,0.276
2009,Bo Van Pelt,0.275
2009,Kevin Sutherland,0.27
2009,Kenny Perry,0.268
2009,Lee Janzen,0.262
2009,Anthony Kim,0.245
2009,James Nitties,0.238
2009,Nick Watney,0.237
2009,Jeff Quinney,0.217
2009,Steve Stricker,0.207
2009,Ryan Palmer,0.188
2009,Ángel Cabrera,0.172
2009,Lucas Glover,0.149
2009,Marc Leishman,0.141
