year,player_name,sg_total
2024,Scottie Scheffler,2.496
2024,Xander Schauffele,1.941
2024,Rory McIlroy,1.412
2024,Hideki Matsuyama,1.268
2024,Collin Morikawa,1.203
2024,Aaron Rai,1.185
2024,Ludvig Åberg,1.064
2024,Davis Thompson,1.06
2024,Maverick McNealy,1.037
2024,Tony Finau,1.033
2024,Wyndham Clark,1.032
2024,Alex Noren,1.011
2024,Sam Burns,1.003
2024,Corey Conners,0.962
2024,Russell Henley,0.95
2024,Sahith Theegala,0.944
2024,Adam Scott,0.938
2024,Taylor Pendrith,0.88
2024,Doug Ghim,0.871
2024,Max Greyserman,0.87
2024,Keith Mitchell,0.822
2024,Sungjae Im,0.8
2024,Brian Harman,0.788
2024,Andrew Novak,0.786
2024,Justin Thomas,0.762
2024,Si Woo Kim,0.761
2024,Akshay Bhatia,0.748
2024,Kurt Kitayama,0.738
2024,Billy Horschel,0.731
2024,Robert MacIntyre,0.725
2024,Viktor Hovland,0.721
2024,Ben Silverman,0.717
2024,Ben Griffin,0.716
2024,Denny McCarthy,0.716
2024,Mac Meissner,0.706
2024,Mackenzie Hughes,0.705
2024,Harry Hall,0.672
2024,Patrick Cantlay,0.664
2024,Tommy Fleetwood,0.659
2024,Shane Lowry,0.657
2024,Lucas Glover,0.646
2024,Christiaan Bezuidenhout,0.641
2024,Beau Hossler,0.593
2024,Jhonattan Vegas,0.565
2024,Erik van Rooyen,0.56
2024,Jacob Bridgeman,0.557
2024,C.T. Pan,0.541
2024,Sam Stevens,0.541
2024,Chan Kim,0.508
2024,Byeong Hun An,0.499
2024,J.T. Poston,0.486
2024,Jason Day,0.483
2024,Tom Hoge,0.483
2024,Victor Perez,0.482
2024,Patrick Fishburn,0.48
2024,Min Woo Lee,0.478
2024,Chandler Phillips,0.453
2024,Henrik Norlander,0.448
2024,Rico Hoey,0.423
2024,Matt Fitzpatrick,0.406
2024,Stephan Jaeger,0.392
2024,J.J. Spaun,0.39
2024,Seamus Power,0.377
2024,Tom Kim,0.371
2024,Harris English,0.359
2024,Hayden Springer,0.357
2024,Keegan Bradley,0.34
2024,Kevin Yu,0.336
2024,Zach Johnson,0.318
2024,Matt Wallace,0.317
2024,Bud Cauley,0.313
2024,Matti Schmid,0.311
2024,Austin Eckroat,0.301
2024,Mark Hubbard,0.297
2024,Andrew Putnam,0.297
2024,Patton Kizzire,0.288
2024,Daniel Berger,0.287
2024,Eric Cole,0.287
2024,Ryo Hisatsune,0.271
2024,Jordan Spieth,0.265
2024,Cameron Young,0.262
2024,Carson Young,0.257
2024,Matt Kuchar,0.245
2024,Jorge Campillo,0.241
2024,Nate Lashley,0.236
2024,Thomas Detry,0.231
2024,Joseph Bramlett,0.216
2024,Taylor Moore,0.21
2024,K.H. Lee,0.209
2024,Patrick Rodgers,0.208
2024,Sepp Straka,0.205
2024,Justin Lower,0.201
2024,Michael Kim,0.184
2024,Kevin Tway,0.145
2024,Nick Taylor,0.133
2024,Ryan Fox,0.132
2024,Charley Hoffman,0.116
2024,Austin Smotherman,0.108
2024,Chris Kirk,0.105
2024,Thorbjørn Olesen,0.101
2024,Adam Svensson,0.1
2024,Greyson Sigg,0.08
2024,Roger Sloan,0.069
2024,Emiliano Grillo,0.05
2024,Dylan Wu,0.045
2024,Joe Highsmith,0.026
2024,Nico Echavarria,0.023
2024,Will Zalatoris,0.016
2024,Ryan Moore,0.013
2024,Matthieu Pavon,-0.014
2024,Adam Hadwin,-0.028
2024,Chesson Hadley,-0.046
2024,Max Homa,-0.054
2024,Chad Ramey,-0.057
2024,Joel Dahmen,-0.073
2024,Pierceson Coody,-0.074
2024,Trace Crowe,-0.075
2024,Zac Blair,-0.087
2024,Nick Hardy,-0.093
2024,Brendon Todd,-0.112
2024,Wesley Bryan,-0.118
2024,Lanto Griffin,-0.133
2024,Chris Gotterup,-0.139
2024,Webb Simpson,-0.144
2024,Brice Garnett,-0.15
2024,Nick Dunlap,-0.155
2024,David Skinns,-0.159
2024,Cameron Champ,-0.16
2024,Nicolai Højgaard,-0.176
2024,S.H. Kim,-0.177
2024,Vince Whaley,-0.177
2024,Chez Reavie,-0.198
2024,Lee Hodges,-0.209
2024,Rickie Fowler,-0.21
2024,Sami Valimaki,-0.211
2024,Martin Laird,-0.218
2024,Gary Woodland,-0.22
2024,Kevin Streelman,-0.238
2024,Parker Coody,-0.289
2024,Troy Merritt,-0.293
2024,Kevin Chappell,-0.299
2024,Luke List,-0.316
2024,Jake Knapp,-0.323
2024,Justin Suh,-0.324
2024,Ben Kohles,-0.348
2024,Alex Smalley,-0.351
2024,Robby Shelton,-0.353
2024,David Lipsky,-0.397
2024,Adam Schenk,-0.411
2024,Sam Ryder,-0.422
2024,Cam Davis,-0.426
2024,Justin Rose,-0.445
2024,Brandon Wu,-0.458
2024,Matt NeSmith,-0.484
2024,Aaron Baddeley,-0.499
2024,Kevin Dougherty,-0.539
2024,Wilson Furr,-0.55
2024,Peter Malnati,-0.578
2024,Garrick Higgo,-0.583
2024,Tom Whitney,-0.602
2024,Tyler Duncan,-0.625
2024,Davis Riley,-0.63
2024,Taylor Montgomery,-0.704
2024,Alejandro Tosti,-0.713
2024,Rafael Campos,-0.723
2024,Hayden Buckley,-0.746
2024,Ryan McCormick,-0.786
2024,Carl Yuan,-0.807
2024,Ryan Palmer,-0.875
2024,Tyson Alexander,-0.883
2024,Ben Taylor,-1.067
2024,Brandt Snedeker,-1.164
2024,Adrien Dumont de Chassart,-1.207
2024,Callum Tarren,-1.247
2024,Ryan Brehm,-1.336
2024,Vincent Norrman,-1.374
2024,Martin Trainer,-1.381
2024,Blaine Hale Jr.,-1.388
2024,Josh Teater,-1.421
2024,Kevin Kisner,-1.691
2024,Paul Barjon,-1.804
2024,Erik Barnes,-1.868
2024,Raul Pereda,-1.879
2024,Camilo Villegas,-1.988
