year,player_name,sg_around_green
2012,Justin Rose,0.567
2012,Greg Chalmers,0.459
2012,Luke Donald,0.43
2012,Charlie Wi,0.43
2012,Nick O'Hern,0.424
2012,Phil Mickelson,0.398
2012,Bud Cauley,0.388
2012,Padraig Harrington,0.384
2012,Trevor Immelman,0.384
2012,K.J. Choi,0.382
2012,Webb Simpson,0.371
2012,Jonas Blixt,0.367
2012,Bob Estes,0.347
2012,Chris Stroud,0.325
2012,Brandt Snedeker,0.316
2012,Matt Kuchar,0.309
2012,Brian Gay,0.293
2012,Sergio Garcia,0.283
2012,Jason Day,0.275
2012,Jim Furyk,0.275
2012,Bill Haas,0.273
2012,Rory McIlroy,0.273
2012,Charles Howell III,0.27
2012,Roberto Castro,0.269
2012,Jimmy Walker,0.258
2012,Jerry Kelly,0.245
2012,Pat Perez,0.232
2012,David Hearn,0.231
2012,Danny Lee,0.23
2012,Justin Leonard,0.227
2012,Jason Dufner,0.222
2012,J.J. Killeen,0.213
2012,Vijay Singh,0.212
2012,Tom Pernice Jr.,0.209
2012,Ian Poulter,0.207
2012,John Mallinger,0.206
2012,Kevin Na,0.206
2012,Rod Pampling,0.203
2012,Adam Scott,0.203
2012,Ryuji Imada,0.196
2012,Ben Crane,0.195
2012,Tiger Woods,0.194
2012,Marc Leishman,0.193
2012,Martin Flores,0.192
2012,Matt Every,0.191
2012,Tom Gillis,0.189
2012,David Toms,0.189
2012,Bryce Molder,0.188
2012,J.B. Holmes,0.186
2012,Spencer Levin,0.18
2012,Zach Johnson,0.176
2012,Henrik Stenson,0.169
2012,Tim Herron,0.163
2012,Vaughn Taylor,0.16
2012,Stuart Appleby,0.158
2012,Aaron Baddeley,0.152
2012,Sean O'Hair,0.149
2012,Steve Stricker,0.147
2012,Kevin Chappell,0.138
2012,J.J. Henry,0.133
2012,Billy Mayfair,0.131
2012,Rory Sabbatini,0.129
2012,Geoff Ogilvy,0.127
2012,S.Y. Noh,0.122
2012,Matt Jones,0.112
2012,John Rollins,0.107
2012,Russell Knox,0.105
2012,Kevin Kisner,0.103
2012,Brian Harman,0.101
2012,Rocco Mediate,0.1
2012,Mathew Goggin,0.099
2012,Brendon Todd,0.094
2012,Patrick Sheehan,0.092
2012,Brian Davis,0.09
2012,Marco Dawson,0.084
2012,Nathan Green,0.083
2012,Chris DiMarco,0.079
2012,Ricky Barnes,0.075
2012,Billy Hurley III,0.072
2012,Richard Lee,0.071
2012,Mark Wilson,0.069
2012,Daniel Chopra,0.068
2012,Dicky Pride,0.064
2012,Bubba Watson,0.059
2012,Jonathan Byrd,0.058
2012,Carl Pettersson,0.049
2012,Daniel Summerhays,0.045
2012,Bill Lunde,0.044
2012,Charl Schwartzel,0.039
2012,Ben Curtis,0.036
2012,Rickie Fowler,0.034
2012,Robert Karlsson,0.03
2012,Kevin Streelman,0.028
2012,Freddie Jacobson,0.02
2012,Mark Anderson,0.017
2012,Greg Owen,0.012
2012,Louis Oosthuizen,0.006
2012,Cameron Tringale,0.003
2012,Brendon de Jonge,0.0
2012,James Driscoll,0.0
2012,Troy Kelly,-0.001
2012,Josh Teater,-0.001
2012,David Mathis,-0.002
2012,D.A. Points,-0.003
2012,Chad Campbell,-0.004
2012,Ernie Els,-0.006
2012,Nick Watney,-0.007
2012,Ryan Moore,-0.009
2012,Michael Bradley,-0.01
2012,Tim Clark,-0.014
2012,John Senden,-0.016
2012,Ken Duke,-0.023
2012,John Huh,-0.025
2012,Dustin Johnson,-0.035
2012,Chris Kirk,-0.037
2012,Davis Love III,-0.038
2012,Scott Piercy,-0.042
2012,Kyle Stanley,-0.043
2012,Jason Kokrak,-0.045
2012,William McGirt,-0.047
2012,John Merrick,-0.047
2012,Andres Romero,-0.049
2012,Colt Knost,-0.053
2012,George McNeill,-0.053
2012,Blake Adams,-0.057
2012,Gary Christian,-0.067
2012,Kyle Reifers,-0.074
2012,Matt Bettencourt,-0.077
2012,Jeff Overton,-0.08
2012,Arjun Atwal,-0.084
2012,Stephen Ames,-0.097
2012,Martin Laird,-0.099
2012,Chez Reavie,-0.101
2012,Ryo Ishikawa,-0.104
2012,Miguel Angel Carballo,-0.106
2012,Brendan Steele,-0.112
2012,Billy Horschel,-0.116
2012,Camilo Villegas,-0.117
2012,Hunter Mahan,-0.122
2012,Charley Hoffman,-0.123
2012,Harris English,-0.124
2012,Ángel Cabrera,-0.126
2012,Keegan Bradley,-0.127
2012,Jhonattan Vegas,-0.135
2012,D.J. Trahan,-0.15
2012,Erik Compton,-0.155
2012,Heath Slocum,-0.158
2012,Jason Bohn,-0.162
2012,Boo Weekley,-0.162
2012,Will Claxton,-0.163
2012,Lee Westwood,-0.166
2012,Cameron Beckman,-0.167
2012,Tommy Biershenk,-0.167
2012,Garth Mulroy,-0.179
2012,Brandt Jobe,-0.18
2012,Kyle Thompson,-0.189
2012,Michael Thompson,-0.192
2012,Y.E. Yang,-0.192
2012,Ryan Palmer,-0.193
2012,Gavin Coles,-0.196
2012,Troy Matteson,-0.196
2012,Scott Stallings,-0.198
2012,Kris Blanks,-0.203
2012,Derek Lamely,-0.204
2012,Chris Couch,-0.205
2012,Jeff Maggert,-0.214
2012,Scott Brown,-0.219
2012,Bo Van Pelt,-0.22
2012,Hunter Haas,-0.223
2012,Scott Dunlap,-0.226
2012,Graham DeLaet,-0.234
2012,Stewart Cink,-0.239
2012,Steve Wheatcroft,-0.253
2012,Tommy Gainey,-0.262
2012,Robert Garrigus,-0.264
2012,Gary Woodland,-0.269
2012,Robert Allenby,-0.286
2012,Sung Kang,-0.286
2012,Stephen Gangluff,-0.296
2012,Johnson Wagner,-0.31
2012,Bobby Gates,-0.318
2012,Alexandre Rocha,-0.32
2012,Harrison Frazar,-0.325
2012,Kevin Stadler,-0.359
