year,player_name,sg_around_green
2022,Matt Kuchar,0.519
2022,Danny Willett,0.513
2022,Talor Gooch,0.502
2022,Matt Jones,0.48
2022,Tommy Fleetwood,0.467
2022,Pat Perez,0.46
2022,Matt Fitzpatrick,0.452
2022,Billy Horschel,0.413
2022,Charles Howell III,0.413
2022,Stephan Jaeger,0.408
2022,Chris Kirk,0.408
2022,Sungjae Im,0.383
2022,Jonathan Byrd,0.382
2022,Adam Hadwin,0.361
2022,Justin Thomas,0.355
2022,Rory Sabbatini,0.351
2022,Bill Haas,0.349
2022,Harold Varner III,0.348
2022,Francesco Molinari,0.336
2022,Andrew Putnam,0.333
2022,Russell Henley,0.325
2022,Luke Donald,0.318
2022,Kevin Kisner,0.314
2022,Jim Knous,0.302
2022,Scottie Scheffler,0.3
2022,Camilo Villegas,0.298
2022,Jordan Spieth,0.295
2022,S.Y. Noh,0.294
2022,Mackenzie Hughes,0.288
2022,Patrick Reed,0.28
2022,Rickie Fowler,0.274
2022,Si Woo Kim,0.272
2022,Wesley Bryan,0.271
2022,Patrick Cantlay,0.266
2022,Joaquin Niemann,0.263
2022,Denny McCarthy,0.261
2022,Ian Poulter,0.251
2022,Martin Laird,0.24
2022,Xander Schauffele,0.235
2022,Jason Day,0.231
2022,Webb Simpson,0.23
2022,Cameron Smith,0.223
2022,Rory McIlroy,0.222
2022,J.T. Poston,0.218
2022,Sam Burns,0.217
2022,Tony Finau,0.206
2022,Hideki Matsuyama,0.206
2022,Matthias Schwab,0.204
2022,Brian Harman,0.186
2022,Tyrrell Hatton,0.186
2022,Matthew Wolff,0.183
2022,Scott Piercy,0.181
2022,Shane Lowry,0.173
2022,Brett Drewitt,0.17
2022,Peter Malnati,0.167
2022,Sahith Theegala,0.167
2022,Max Homa,0.165
2022,Brian Stuard,0.146
2022,Anirban Lahiri,0.145
2022,Brendon Todd,0.144
2022,Gary Woodland,0.144
2022,Beau Hossler,0.141
2022,Marc Leishman,0.132
2022,Michael Thompson,0.132
2022,Cameron Percy,0.131
2022,Kevin Streelman,0.129
2022,John Huh,0.128
2022,Scott Stallings,0.124
2022,Brice Garnett,0.117
2022,Keegan Bradley,0.115
2022,Cameron Young,0.112
2022,Zach Johnson,0.111
2022,Ryan Palmer,0.109
2022,Will Zalatoris,0.106
2022,Taylor Moore,0.103
2022,Cameron Tringale,0.103
2022,Vince Whaley,0.101
2022,Luke List,0.099
2022,Dylan Frittelli,0.096
2022,Lucas Herbert,0.094
2022,Seamus Power,0.091
2022,C.T. Pan,0.08
2022,Keith Mitchell,0.079
2022,K.H. Lee,0.077
2022,Aaron Wise,0.076
2022,Robert Streb,0.071
2022,Henrik Norlander,0.061
2022,Kevin Tway,0.058
2022,Tom Hoge,0.056
2022,Nick Taylor,0.051
2022,Mito Pereira,0.047
2022,David Skinns,0.045
2022,Alex Noren,0.042
2022,Aaron Rai,0.042
2022,Brandt Snedeker,0.04
2022,Wyndham Clark,0.039
2022,Cam Davis,0.038
2022,Vaughn Taylor,0.038
2022,Tyler Duncan,0.036
2022,David Lipsky,0.026
2022,Andrew Novak,0.024
2022,Kurt Kitayama,0.016
2022,Christiaan Bezuidenhout,0.015
2022,Hank Lebioda,0.015
