year,player_name,sg_approach
2016,Cameron Smith,-0.286
2016,Jim Herman,-0.288
2016,Fabián Gómez,-0.289
2016,Derek Ernst,-0.291
2016,Jonas Blixt,-0.303
2016,Bryce Molder,-0.331
2016,Abraham Ancer,-0.34
2016,Steve Marino,-0.35
2016,Ángel Cabrera,-0.355
2016,Aaron Baddeley,-0.362
2016,Rod Pampling,-0.372
2016,Whee Kim,-0.39
2016,Steve Wheatcroft,-0.394
2016,Scott Pinckney,-0.396
2016,Erik Compton,-0.443
2016,Jamie Lovemark,-0.459
2016,Robert Allenby,-0.46
2016,Ernie Els,-0.48
2016,Zac Blair,-0.498
2016,Peter Malnati,-0.532
2016,Martin Piller,-0.549
2016,Hiroshi Iwata,-0.562
2016,Brian Harman,-0.611
2016,Rory Sabbatini,-0.628
2016,Dicky Pride,-0.856
2016,Hunter Mahan,-0.869
2016,Andrew Landry,-0.892
2016,Scott Langley,-0.998
2016,D.H. Lee,-1.318
2016,Brendon Todd,-1.424
2016,Steven Bowditch,-1.68
