year,player_name,sg_approach
2016,Adam Scott,1.491
2016,Kevin Na,0.788
2016,Hideki Matsuyama,0.774
2016,Robert Garrigus,0.734
2016,Webb Simpson,0.728
2016,Phil Mickelson,0.726
2016,Jimmy Walker,0.69
2016,Graham DeLaet,0.662
2016,Charl Schwartzel,0.652
2016,D.A. Points,0.64
2016,Kevin Chappell,0.634
2016,Alex Cejka,0.626
2016,Paul Casey,0.616
2016,Vaughn Taylor,0.612
2016,Branden Grace,0.603
2016,Tyrone Van Aswegen,0.571
2016,Chez Reavie,0.567
2016,David Hearn,0.532
2016,Gary Woodland,0.522
2016,Justin Thomas,0.494
2016,Stewart Cink,0.492
2016,Daniel Berger,0.49
2016,Francesco Molinari,0.484
2016,Sergio Garcia,0.482
2016,Greg Owen,0.475
2016,Jason Dufner,0.469
2016,Luke Donald,0.465
2016,Jim Furyk,0.465
2016,Rory McIlroy,0.447
2016,Roberto Castro,0.437
2016,Dustin Johnson,0.43
2016,Jerry Kelly,0.427
2016,Jason Day,0.426
2016,Jason Kokrak,0.424
2016,Tim Wilkinson,0.424
2016,Billy Horschel,0.422
2016,Keegan Bradley,0.419
2016,Ryan Moore,0.418
2016,Justin Rose,0.409
2016,Bubba Watson,0.393
2016,Chris Kirk,0.369
2016,Robert Streb,0.366
2016,David Toms,0.36
2016,Russell Knox,0.356
2016,Patton Kizzire,0.339
2016,Matt Kuchar,0.326
2016,Hudson Swafford,0.32
2016,Martin Laird,0.313
2016,Rickie Fowler,0.308
2016,Lucas Glover,0.308
2016,Louis Oosthuizen,0.3
2016,George McNeill,0.278
2016,Luke List,0.277
2016,Jason Bohn,0.272
2016,Bill Haas,0.272
2016,K.J. Choi,0.263
2016,Kyle Stanley,0.262
2016,Cameron Tringale,0.257
2016,William McGirt,0.256
2016,Emiliano Grillo,0.255
2016,Ryan Palmer,0.242
2016,Harris English,0.24
2016,Brendan Steele,0.238
2016,Kevin Streelman,0.238
2016,Tom Hoge,0.236
2016,Chad Campbell,0.235
2016,Colt Knost,0.228
2016,Billy Hurley III,0.226
2016,Johnson Wagner,0.219
2016,Dawie van der Walt,0.21
2016,Danny Lee,0.205
2016,Ricky Barnes,0.2
2016,John Senden,0.199
2016,Rob Oppenheim,0.189
2016,Jhonattan Vegas,0.18
2016,Scott Stallings,0.177
2016,Geoff Ogilvy,0.173
2016,Brandt Snedeker,0.164
2016,Zach Johnson,0.163
2016,Charley Hoffman,0.161
2016,Chesson Hadley,0.16
2016,Michael Thompson,0.16
2016,Padraig Harrington,0.159
2016,Chris Stroud,0.159
2016,Will Wilcox,0.159
2016,Patrick Reed,0.158
2016,Graeme McDowell,0.153
2016,Bronson Burgoon,0.145
2016,Jordan Spieth,0.145
2016,Anirban Lahiri,0.143
2016,Brooks Koepka,0.139
2016,Russell Henley,0.136
2016,Brett Stegmaier,0.133
2016,Blayne Barber,0.127
2016,David Lingmerth,0.116
2016,Scott Piercy,0.116
2016,S.Y. Noh,0.114
2016,John Huh,0.11
2016,Thomas Aiken,0.101
2016,Ben Crane,0.101
2016,Ben Martin,0.081
2016,Retief Goosen,0.08
2016,Camilo Villegas,0.08
2016,Shawn Stefani,0.073
2016,Will MacKenzie,0.072
2016,Carlos Ortiz,0.061
2016,Nick Taylor,0.06
2016,Harold Varner III,0.057
2016,Charles Howell III,0.046
2016,Kyle Reifers,0.04
2016,Smylie Kaufman,0.039
2016,Henrik Norlander,0.031
2016,Spencer Levin,0.003
2016,Jon Curran,0.001
2016,Rhein Gibson,0.0
2016,Steve Stricker,-0.003
2016,Patrick Rodgers,-0.009
2016,Vijay Singh,-0.01
2016,Tyler Aldridge,-0.031
2016,Scott Brown,-0.038
2016,Adam Hadwin,-0.055
2016,Freddie Jacobson,-0.059
2016,Mark Wilson,-0.061
2016,Luke Guthrie,-0.075
2016,Michael Kim,-0.078
2016,James Hahn,-0.082
2016,Boo Weekley,-0.09
2016,Marc Leishman,-0.092
2016,Jason Gore,-0.097
2016,Stuart Appleby,-0.1
2016,Kelly Kraft,-0.1
2016,Sam Saunders,-0.105
2016,Brian Stuard,-0.11
2016,Andres Gonzales,-0.112
2016,Sung Kang,-0.121
2016,Troy Merritt,-0.138
2016,Kevin Kisner,-0.142
2016,J.B. Holmes,-0.151
2016,Jeff Overton,-0.157
2016,Si Woo Kim,-0.168
2016,Shane Lowry,-0.18
2016,Sean O'Hair,-0.187
2016,Mark Hubbard,-0.189
2016,Morgan Hoffmann,-0.192
2016,Brendon de Jonge,-0.195
2016,Ken Duke,-0.202
2016,Chad Collins,-0.226
2016,Matt Jones,-0.233
2016,Tony Finau,-0.247
2016,Derek Fathauer,-0.25
2016,J.J. Henry,-0.257
2016,Daniel Summerhays,-0.257
2016,Wes Roach,-0.262
2016,Andrew Loupe,-0.281
