year,player_name,sg_total
2016,Jason Day,2.118
2016,Dustin Johnson,1.928
2016,Adam Scott,1.894
2016,Rory McIlroy,1.681
2016,Jordan Spieth,1.569
2016,Rickie Fowler,1.378
2016,Paul Casey,1.372
2016,Phil Mickelson,1.364
2016,Matt Kuchar,1.314
2016,Hideki Matsuyama,1.29
2016,Justin Rose,1.128
2016,Brooks Koepka,1.092
2016,Charl Schwartzel,1.043
2016,Patrick Reed,1.026
2016,Bubba Watson,0.992
2016,Brandt Snedeker,0.968
2016,William McGirt,0.958
2016,Gary Woodland,0.903
2016,Ryan Moore,0.895
2016,Daniel Berger,0.893
2016,Jimmy Walker,0.892
2016,Branden Grace,0.855
2016,Louis Oosthuizen,0.836
2016,Billy Horschel,0.829
2016,Sergio Garcia,0.801
2016,Ryan Palmer,0.774
2016,Kevin Chappell,0.77
2016,Steve Stricker,0.721
2016,Charles Howell III,0.701
2016,Shane Lowry,0.669
2016,Webb Simpson,0.667
2016,Chris Kirk,0.653
2016,Alex Cejka,0.642
2016,Robert Garrigus,0.637
2016,Harris English,0.634
2016,Kevin Na,0.627
2016,Retief Goosen,0.613
2016,Zach Johnson,0.609
2016,Roberto Castro,0.587
2016,Lucas Glover,0.572
2016,Jhonattan Vegas,0.571
2016,Francesco Molinari,0.562
2016,Tim Wilkinson,0.561
2016,Russell Henley,0.56
2016,Kevin Kisner,0.548
2016,Chad Campbell,0.544
2016,Bryce Molder,0.54
2016,Jim Furyk,0.53
2016,David Hearn,0.525
2016,Charley Hoffman,0.525
2016,Jason Kokrak,0.525
2016,Bill Haas,0.519
2016,Adam Hadwin,0.519
2016,Marc Leishman,0.51
2016,Russell Knox,0.506
2016,J.B. Holmes,0.504
2016,Jamie Lovemark,0.504
2016,Si Woo Kim,0.503
2016,Chez Reavie,0.5
2016,Jason Dufner,0.488
2016,Emiliano Grillo,0.479
2016,John Senden,0.451
2016,Luke List,0.436
2016,Patton Kizzire,0.403
2016,David Toms,0.38
2016,Luke Donald,0.378
2016,Sean O'Hair,0.371
2016,Johnson Wagner,0.368
2016,Billy Hurley III,0.348
2016,Smylie Kaufman,0.344
2016,Justin Thomas,0.32
2016,Colt Knost,0.318
2016,Patrick Rodgers,0.311
2016,Martin Laird,0.306
2016,Keegan Bradley,0.298
2016,Hudson Swafford,0.298
2016,Ricky Barnes,0.295
2016,Danny Lee,0.268
2016,David Lingmerth,0.261
2016,Aaron Baddeley,0.257
2016,Brendan Steele,0.255
2016,Spencer Levin,0.238
2016,Daniel Summerhays,0.236
2016,Robert Streb,0.21
2016,K.J. Choi,0.204
2016,Ben Crane,0.202
2016,Scott Piercy,0.187
2016,Kyle Reifers,0.177
2016,Stuart Appleby,0.176
2016,Kyle Stanley,0.176
2016,Brian Harman,0.169
2016,Jerry Kelly,0.167
2016,Thomas Aiken,0.156
2016,Scott Stallings,0.138
2016,Tony Finau,0.128
2016,Vijay Singh,0.128
2016,Kevin Streelman,0.124
2016,Harold Varner III,0.124
2016,Chris Stroud,0.121
2016,Graham DeLaet,0.12
2016,Blayne Barber,0.099
2016,Boo Weekley,0.082
2016,Freddie Jacobson,0.072
2016,Anirban Lahiri,0.068
2016,Henrik Norlander,0.063
2016,Stewart Cink,0.062
2016,Kelly Kraft,0.058
2016,Jon Curran,0.053
2016,Brett Stegmaier,0.048
2016,Vaughn Taylor,0.033
2016,S.Y. Noh,0.026
2016,Ben Martin,0.023
2016,Scott Brown,0.011
2016,Sung Kang,0.004
2016,Tyrone Van Aswegen,-0.009
2016,Ernie Els,-0.024
2016,Cameron Tringale,-0.024
2016,Fabián Gómez,-0.037
2016,Andrew Landry,-0.04
2016,John Huh,-0.051
2016,Padraig Harrington,-0.067
2016,Nick Taylor,-0.068
2016,Michael Thompson,-0.072
2016,Jonas Blixt,-0.086
2016,Will Wilcox,-0.089
2016,Brian Stuard,-0.093
2016,Andrew Loupe,-0.115
2016,Morgan Hoffmann,-0.116
2016,Shawn Stefani,-0.144
2016,Michael Kim,-0.147
2016,Graeme McDowell,-0.178
2016,Geoff Ogilvy,-0.187
2016,Chesson Hadley,-0.196
2016,James Hahn,-0.199
2016,Bronson Burgoon,-0.2
2016,Jim Herman,-0.207
2016,Whee Kim,-0.209
2016,Mark Hubbard,-0.216
2016,Jason Bohn,-0.22
2016,Steve Wheatcroft,-0.221
2016,Sam Saunders,-0.232
2016,Tyler Aldridge,-0.24
2016,Dawie van der Walt,-0.274
2016,Rob Oppenheim,-0.298
2016,Will MacKenzie,-0.304
2016,Wes Roach,-0.316
2016,Tom Hoge,-0.323
2016,Matt Jones,-0.324
2016,Scott Pinckney,-0.325
2016,Brendon de Jonge,-0.332
2016,Troy Merritt,-0.364
2016,Camilo Villegas,-0.369
2016,Zac Blair,-0.37
2016,D.A. Points,-0.406
2016,Rod Pampling,-0.426
2016,Derek Fathauer,-0.435
2016,Luke Guthrie,-0.444
2016,Chad Collins,-0.452
2016,Greg Owen,-0.453
2016,Andres Gonzales,-0.462
2016,Martin Piller,-0.479
2016,Steve Marino,-0.487
2016,Jeff Overton,-0.492
2016,Mark Wilson,-0.554
2016,Jason Gore,-0.558
2016,Scott Langley,-0.594
2016,Hiroshi Iwata,-0.643
2016,Peter Malnati,-0.652
2016,Derek Ernst,-0.683
2016,Erik Compton,-0.687
2016,Rhein Gibson,-0.708
2016,Carlos Ortiz,-0.723
2016,Abraham Ancer,-0.727
2016,Ken Duke,-0.734
2016,J.J. Henry,-0.734
2016,Cameron Smith,-0.763
2016,Hunter Mahan,-0.779
2016,George McNeill,-0.791
2016,Dicky Pride,-0.83
2016,Ángel Cabrera,-1.164
2016,Rory Sabbatini,-1.403
2016,Brendon Todd,-1.593
2016,D.H. Lee,-1.778
2016,Robert Allenby,-1.95
2016,Steven Bowditch,-3.209
