year,player_name,sg_approach
2014,Jim Furyk,1.175
2014,Sergio Garcia,1.15
2014,Hideki Matsuyama,1.022
2014,Graham DeLaet,0.895
2014,Paul Casey,0.762
2014,Justin Rose,0.744
2014,Nick Watney,0.648
2014,Chad Campbell,0.641
2014,Kyle Stanley,0.623
2014,Adam Scott,0.61
2014,Jimmy Walker,0.608
2014,Rory McIlroy,0.602
2014,Brooks Koepka,0.598
2014,Jason Dufner,0.59
2014,Henrik Stenson,0.575
2014,Robert Allenby,0.552
2014,Marc Leishman,0.546
2014,John Peterson,0.539
2014,George McNeill,0.537
2014,Dustin Johnson,0.533
2014,Matt Kuchar,0.527
2014,Kevin Chappell,0.526
2014,Zach Johnson,0.513
2014,Russell Knox,0.502
2014,Keegan Bradley,0.5
2014,Ryan Moore,0.499
2014,Jason Kokrak,0.476
2014,Lucas Glover,0.469
2014,Michael Putnam,0.469
2014,Bo Van Pelt,0.468
2014,Harris English,0.465
2014,S.Y. Noh,0.447
2014,Stewart Cink,0.442
2014,Camilo Villegas,0.413
2014,Ricky Barnes,0.396
2014,Ryo Ishikawa,0.395
2014,Martin Flores,0.391
2014,Kevin Stadler,0.386
2014,Bill Haas,0.382
2014,Gary Woodland,0.381
2014,Graeme McDowell,0.379
2014,Martin Kaymer,0.37
2014,Jim Renner,0.367
2014,Kevin Na,0.341
2014,Webb Simpson,0.333
2014,Ken Duke,0.329
2014,Bubba Watson,0.324
2014,Andrew Svoboda,0.323
2014,Cameron Tringale,0.322
2014,Luke Donald,0.315
2014,Charl Schwartzel,0.315
2014,Charley Hoffman,0.301
2014,Nicholas Thompson,0.301
2014,Brian Harman,0.296
2014,Tyrone Van Aswegen,0.291
2014,Chris Kirk,0.287
2014,Jordan Spieth,0.286
2014,Troy Merritt,0.261
2014,Mike Weir,0.257
2014,Tim Clark,0.253
2014,John Merrick,0.252
2014,Billy Hurley III,0.25
2014,Chesson Hadley,0.242
2014,Brendan Steele,0.222
2014,Jerry Kelly,0.218
2014,Rickie Fowler,0.213
2014,David Toms,0.203
2014,Will Wilcox,0.203
2014,Jeff Maggert,0.2
2014,Brian Stuard,0.195
2014,Jason Bohn,0.185
2014,Jason Day,0.176
2014,Justin Hicks,0.172
2014,Phil Mickelson,0.166
2014,Robert Garrigus,0.156
2014,Retief Goosen,0.151
2014,Scott Langley,0.15
2014,David Hearn,0.146
2014,Brandt Snedeker,0.143
2014,Ernie Els,0.141
2014,Daniel Summerhays,0.138
2014,Ryan Palmer,0.133
2014,Billy Horschel,0.132
2014,Chris Stroud,0.132
2014,John Senden,0.127
2014,Vijay Singh,0.126
2014,Luke Guthrie,0.113
2014,Brad Fritsch,0.098
2014,Carl Pettersson,0.096
2014,Ted Potter Jr.,0.096
2014,Steven Bowditch,0.094
2014,Heath Slocum,0.083
2014,Ángel Cabrera,0.078
2014,Kevin Kisner,0.076
2014,Erik Compton,0.066
2014,Shawn Stefani,0.065
2014,Pat Perez,0.063
2014,Davis Love III,0.053
2014,K.J. Choi,0.049
2014,Boo Weekley,0.044
2014,Geoff Ogilvy,0.038
2014,Lee Westwood,0.037
2014,Matt Every,0.029
2014,Rory Sabbatini,0.021
2014,Charles Howell III,0.017
2014,John Huh,0.016
2014,Hudson Swafford,0.015
2014,James Hahn,0.009
2014,Bryce Molder,0.006
2014,John Rollins,0.002
2014,Danny Lee,-0.007
2014,Ben Crane,-0.009
2014,Brendon de Jonge,-0.012
2014,Trevor Immelman,-0.013
2014,Will MacKenzie,-0.041
2014,Michael Thompson,-0.046
2014,Tommy Gainey,-0.057
2014,Jeff Overton,-0.059
2014,Gonzalo Fernandez-Castaño,-0.07
2014,Josh Teater,-0.091
2014,Ben Martin,-0.097
2014,Wes Roach,-0.107
2014,Bud Cauley,-0.109
2014,Mark Wilson,-0.112
2014,Spencer Levin,-0.113
2014,J.J. Henry,-0.119
2014,Charlie Beljan,-0.128
2014,Scott Brown,-0.139
2014,Louis Oosthuizen,-0.145
2014,James Driscoll,-0.146
2014,Roberto Castro,-0.159
2014,Stuart Appleby,-0.16
2014,Woody Austin,-0.169
2014,David Lingmerth,-0.171
2014,Brendon Todd,-0.174
2014,Ian Poulter,-0.176
2014,Briny Baird,-0.183
2014,Brice Garnett,-0.197
2014,Freddie Jacobson,-0.199
2014,William McGirt,-0.202
2014,Martin Laird,-0.205
2014,Hunter Mahan,-0.221
2014,Scott Stallings,-0.221
2014,Jim Herman,-0.238
2014,Kevin Streelman,-0.242
2014,Charlie Wi,-0.253
2014,Johnson Wagner,-0.254
2014,Robert Streb,-0.259
2014,Jonathan Byrd,-0.265
2014,Tim Wilkinson,-0.287
2014,Aaron Baddeley,-0.291
2014,Sangmoon Bae,-0.299
2014,Jonas Blixt,-0.299
2014,D.A. Points,-0.308
2014,J.B. Holmes,-0.317
2014,Jamie Lovemark,-0.321
2014,Patrick Reed,-0.352
2014,Russell Henley,-0.371
2014,Andres Romero,-0.381
2014,Ben Curtis,-0.416
2014,Troy Matteson,-0.417
2014,Brian Davis,-0.419
2014,Matt Jones,-0.421
2014,Morgan Hoffmann,-0.425
2014,Jhonattan Vegas,-0.439
2014,Sean O'Hair,-0.473
2014,Justin Leonard,-0.497
2014,Brian Gay,-0.501
2014,Andrew Loupe,-0.509
2014,Chad Collins,-0.522
2014,Bronson La'Cassie,-0.535
2014,Y.E. Yang,-0.586
2014,D.H. Lee,-0.591
2014,Kevin Tway,-0.623
2014,Greg Chalmers,-0.636
2014,Derek Ernst,-0.694
2014,Richard Lee,-0.75
