year,player_name,sg_total
2019,Rory McIlroy,2.551
2019,Patrick Cantlay,1.857
2019,Adam Scott,1.831
2019,Justin Thomas,1.631
2019,Webb Simpson,1.507
2019,Jon Rahm,1.505
2019,Hideki Matsuyama,1.498
2019,Xander Schauffele,1.393
2019,Brooks Koepka,1.366
2019,Paul Casey,1.361
2019,Dustin Johnson,1.321
2019,Tommy Fleetwood,1.279
2019,Justin Rose,1.243
2019,Rickie Fowler,1.066
2019,Matt Kuchar,1.062
2019,Jason Kokrak,1.036
2019,Sungjae Im,1.023
2019,Bryson DeChambeau,1.013
2019,Lucas Glover,0.976
2019,Henrik Stenson,0.971
2019,Brandt Snedeker,0.962
2019,Jim Furyk,0.897
2019,Matt Fitzpatrick,0.887
2019,Gary Woodland,0.882
2019,Patrick Reed,0.876
2019,Jason Day,0.833
2019,Marc Leishman,0.833
2019,Billy Horschel,0.829
2019,Ryan Moore,0.826
2019,Chez Reavie,0.824
2019,Rory Sabbatini,0.82
2019,Byeong Hun An,0.819
2019,Charles Howell III,0.809
2019,Louis Oosthuizen,0.777
2019,Tony Finau,0.768
2019,Ian Poulter,0.764
2019,Sergio Garcia,0.746
2019,Vaughn Taylor,0.732
2019,Denny McCarthy,0.687
2019,Kevin Kisner,0.671
2019,Joaquin Niemann,0.67
2019,Kevin Streelman,0.669
2019,Scott Piercy,0.631
2019,Matt Jones,0.628
2019,Jhonattan Vegas,0.626
2019,Corey Conners,0.62
2019,Bud Cauley,0.558
2019,Sepp Straka,0.552
2019,Russell Knox,0.55
2019,Cameron Tringale,0.546
2019,Andrew Putnam,0.536
2019,Nate Lashley,0.523
2019,Abraham Ancer,0.515
2019,J.T. Poston,0.506
2019,Tyrrell Hatton,0.489
2019,Adam Schenk,0.487
2019,Ryan Palmer,0.475
2019,Sam Ryder,0.462
2019,Zach Johnson,0.459
2019,Jordan Spieth,0.459
2019,Nick Taylor,0.452
2019,Dylan Frittelli,0.439
2019,Michael Thompson,0.426
2019,Troy Merritt,0.421
2019,Rafa Cabrera Bello,0.419
2019,Emiliano Grillo,0.418
2019,Wyndham Clark,0.413
2019,Brian Stuard,0.393
2019,Graeme McDowell,0.385
2019,Danny Willett,0.383
2019,Adam Svensson,0.38
2019,Peter Malnati,0.379
2019,Talor Gooch,0.37
2019,Brian Harman,0.346
2019,Adam Hadwin,0.343
2019,Sebastián Muñoz,0.343
2019,Aaron Wise,0.329
2019,Cameron Smith,0.324
2019,Aaron Baddeley,0.313
2019,Pat Perez,0.288
2019,Bubba Watson,0.281
2019,Daniel Berger,0.28
2019,Josh Teater,0.262
2019,Keith Mitchell,0.254
2019,Patrick Rodgers,0.231
2019,Harold Varner III,0.227
2019,Martin Laird,0.223
2019,Luke List,0.202
2019,Harris English,0.2
2019,Ryan Armour,0.19
2019,Russell Henley,0.167
2019,Hank Lebioda,0.167
2019,Wes Roach,0.165
2019,Bill Haas,0.153
2019,Keegan Bradley,0.147
2019,Kevin Tway,0.143
2019,Cam Davis,0.137
2019,Si Woo Kim,0.134
2019,Nick Watney,0.133
2019,Carlos Ortiz,0.125
2019,Jonas Blixt,0.122
2019,Shawn Stefani,0.093
2019,Kevin Na,0.087
2019,Joel Dahmen,0.085
2019,Kiradech Aphibarnrat,0.083
2019,Max Homa,0.082
2019,Jimmy Walker,0.062
2019,C.T. Pan,0.059
2019,Charley Hoffman,0.057
2019,Sam Burns,0.05
2019,Francesco Molinari,0.038
2019,Sung Kang,0.03
2019,J.J. Spaun,0.03
2019,Roger Sloan,0.02
2019,Chase Wright,0.01
2019,Roberto Castro,0.009
2019,Johnson Wagner,0.005
2019,Scott Brown,-0.004
2019,Andrew Landry,-0.011
2019,Kyle Stanley,-0.013
2019,Jason Dufner,-0.015
2019,Brice Garnett,-0.034
2019,Mackenzie Hughes,-0.044
2019,Alex Prugh,-0.066
2019,Scott Stallings,-0.078
2019,Stephan Jaeger,-0.093
2019,Patton Kizzire,-0.098
2019,Branden Grace,-0.107
2019,K.H. Lee,-0.107
2019,Roberto Díaz,-0.123
2019,Chesson Hadley,-0.128
2019,Danny Lee,-0.137
2019,Ryan Blaum,-0.145
2019,Richy Werenski,-0.147
2019,Dominic Bozzelli,-0.15
2019,Fabián Gómez,-0.159
2019,Trey Mullinax,-0.172
2019,Beau Hossler,-0.178
2019,Peter Uihlein,-0.181
2019,Hudson Swafford,-0.198
2019,José de Jesús Rodríguez,-0.24
2019,Tom Hoge,-0.246
2019,Alex Noren,-0.269
2019,Brian Gay,-0.278
2019,Kramer Hickok,-0.287
2019,Austin Cook,-0.319
2019,Bronson Burgoon,-0.344
2019,Ben Silverman,-0.357
2019,Sam Saunders,-0.365
2019,Jim Knous,-0.372
2019,Cameron Champ,-0.374
2019,Jim Herman,-0.386
2019,Brandon Harkins,-0.389
2019,Adam Long,-0.418
2019,Robert Streb,-0.424
2019,Julián Etulain,-0.434
2019,Phil Mickelson,-0.438
2019,J.B. Holmes,-0.45
2019,Ollie Schniederjans,-0.471
2019,Anders Albertson,-0.52
2019,Ernie Els,-0.527
2019,Brendan Steele,-0.53
2019,David Hearn,-0.615
2019,Sangmoon Bae,-0.634
2019,Kyle Jones,-0.634
2019,Joey Garber,-0.684
2019,Kelly Kraft,-0.715
2019,Seamus Power,-0.719
2019,Chris Stroud,-0.729
2019,Anirban Lahiri,-0.752
2019,Tyler Duncan,-0.758
2019,Jonathan Byrd,-0.762
2019,Brady Schnell,-0.763
2019,Scott Langley,-0.767
2019,Hunter Mahan,-0.774
2019,Freddie Jacobson,-0.826
2019,Alex Cejka,-0.844
2019,Ted Potter Jr.,-0.944
2019,Cody Gribble,-1.027
2019,Curtis Luck,-1.104
2019,Rod Pampling,-1.177
2019,J.J. Henry,-1.192
2019,Whee Kim,-1.29
2019,Martin Trainer,-1.431
2019,Seth Reeves,-1.439
2019,John Chin,-1.555
2019,Satoshi Kodaira,-1.628
2019,Michael Kim,-2.135
