year,player_name,sg_total
2025,Max McGreevy,0.287
2025,Ben Kohles,0.272
2025,Brandt Snedeker,0.247
2025,Wyndham Clark,0.246
2025,Ryo Hisatsune,0.23
2025,Brian Harman,0.228
2025,Kris Ventura,0.226
2025,Mark Hubbard,0.191
2025,Aldrich Potgieter,0.181
2025,Matti Schmid,0.178
2025,Doug Ghim,0.156
2025,Patrick Rodgers,0.14
2025,Taylor Moore,0.136
2025,Niklas Norgaard,0.134
2025,Hayden Springer,0.103
2025,Zac Blair,0.093
2025,Joseph Bramlett,0.093
2025,Min Woo Lee,0.086
2025,Justin Rose,0.084
2025,Eric Cole,0.073
2025,Greyson Sigg,0.058
2025,Luke Clanton,0.052
2025,Thomas Detry,0.052
2025,Seamus Power,0.043
2025,Tom Kim,0.042
2025,Zach Johnson,0.04
2025,Danny Walker,0.04
2025,Lanto Griffin,0.037
2025,Jackson Suber,0.023
2025,Austin Eckroat,0.021
2025,Rasmus Højgaard,0.015
2025,William Mouw,0.011
2025,Chad Ramey,0.008
2025,Mackenzie Hughes,0.006
2025,Joel Dahmen,0.003
2025,Jhonattan Vegas,0.0
2025,Beau Hossler,-0.009
2025,Sungjae Im,-0.046
2025,Brice Garnett,-0.068
2025,Trey Mullinax,-0.074
2025,Henrik Norlander,-0.081
2025,Matteo Manassero,-0.085
2025,Chan Kim,-0.089
2025,Noah Goodwin,-0.102
2025,Ben Martin,-0.103
2025,Antoine Rozner,-0.11
2025,Nate Lashley,-0.126
2025,Paul Peterson,-0.132
2025,Tony Finau,-0.139
2025,Byeong Hun An,-0.152
2025,David Skinns,-0.179
2025,Nick Hardy,-0.192
2025,Chandler Phillips,-0.192
2025,Carson Young,-0.196
2025,Alejandro Tosti,-0.223
2025,David Lipsky,-0.224
2025,Ben Silverman,-0.224
2025,Erik van Rooyen,-0.224
2025,Thomas Rosenmueller,-0.236
2025,Adam Schenk,-0.244
2025,Jeremy Paul,-0.262
2025,Quade Cummins,-0.265
2025,Luke List,-0.293
2025,Thriston Lawrence,-0.297
2025,Max Homa,-0.303
2025,Patton Kizzire,-0.316
2025,Rikuya Hoshino,-0.328
2025,Isaiah Salinda,-0.329
2025,Adam Svensson,-0.338
2025,Trevor Cone,-0.355
2025,Tom Hoge,-0.431
2025,Justin Lower,-0.472
2025,Sahith Theegala,-0.485
2025,Davis Riley,-0.488
2025,Harry Higgs,-0.5
2025,Will Gordon,-0.596
2025,Adam Hadwin,-0.603
2025,John Pak,-0.638
2025,Camilo Villegas,-0.64
2025,Brian Campbell,-0.675
2025,Cam Davis,-0.679
2025,Joe Highsmith,-0.701
2025,Karl Vilips,-0.806
2025,Hayden Buckley,-0.822
2025,Kevin Velo,-0.926
2025,Matthew Riedel,-0.974
2025,Matthieu Pavon,-0.977
2025,Peter Malnati,-0.988
2025,Tim Widing,-1.005
2025,Braden Thornberry,-1.033
2025,Kaito Onishi,-1.153
2025,Nick Dunlap,-1.159
2025,Mason Andersen,-1.214
2025,Cristobal Del Solar,-1.232
2025,Will Chandler,-1.246
2025,Rafael Campos,-1.275
2025,Taylor Dickson,-1.388
2025,Frankie Capan III,-1.409
2025,Ryan Palmer,-2.425
