year,player_name,greens_in_regulation
2012,Justin Rose,70.34
2012,Bubba Watson,69.95
2012,Lee Westwood,69.75
2012,Camilo Villegas,69.55
2012,Boo Weekley,69.53
2012,Russell Knox,69.36
2012,Robert Garrigus,69.23
2012,Brendon de Jonge,69.17
2012,Jason Dufner,69.17
2012,John Merrick,69.13
2012,Will Claxton,69.06
2012,Hunter Mahan,68.97
2012,Ben Curtis,68.87
2012,Billy Horschel,68.79
2012,Louis Oosthuizen,68.78
2012,John Senden,68.59
2012,Greg Owen,68.58
2012,Roberto Castro,68.41
2012,Steve Stricker,68.33
2012,Richard Lee,68.29
2012,Sean O'Hair,68.25
2012,J.J. Henry,68.24
2012,Jim Furyk,68.19
2012,Heath Slocum,67.84
2012,Roland Thatcher,67.8
2012,Kevin Stadler,67.75
2012,Harris English,67.74
2012,Daniel Summerhays,67.68
2012,Tiger Woods,67.58
2012,Bill Lunde,67.56
2012,Josh Teater,67.5
2012,Webb Simpson,67.47
2012,S.Y. Noh,67.41
2012,Kyle Reifers,67.41
2012,Ricky Barnes,67.36
2012,Tim Herron,67.36
2012,Mathew Goggin,67.3
2012,Scott Dunlap,67.21
2012,Chad Campbell,67.13
2012,Bo Van Pelt,67.07
2012,Kyle Stanley,67.06
2012,Gary Christian,66.99
2012,Nathan Green,66.92
2012,Alexandre Rocha,66.87
2012,Kris Blanks,66.84
2012,Graham DeLaet,66.74
2012,Charles Howell III,66.61
2012,Chris Kirk,66.6
2012,Cameron Tringale,66.6
2012,Adam Scott,66.57
2012,Bud Cauley,66.55
2012,Keegan Bradley,66.54
2012,Ernie Els,66.52
2012,John Mallinger,66.51
2012,D.A. Points,66.48
2012,Charlie Beljan,66.46
2012,John Huh,66.44
2012,Nick Watney,66.43
2012,Scott Stallings,66.38
2012,Rory McIlroy,66.36
2012,Charley Hoffman,66.35
2012,Ryan Moore,66.35
2012,David Hearn,66.32
2012,Jeff Overton,66.32
2012,William McGirt,66.3
2012,Vaughn Taylor,66.3
2012,Graeme McDowell,66.26
2012,Matt Every,66.23
2012,Vijay Singh,66.22
2012,Kevin Streelman,66.22
2012,Steve Wheatcroft,66.22
2012,John Rollins,66.16
2012,Chez Reavie,66.13
2012,David Toms,66.09
2012,Jhonattan Vegas,66.07
2012,Jason Kokrak,66.0
2012,D.J. Trahan,65.94
2012,Blake Adams,65.91
2012,Johnson Wagner,65.91
2012,Robert Allenby,65.79
2012,Dustin Johnson,65.75
2012,Scott Piercy,65.73
2012,Jeff Maggert,65.66
2012,Jerry Kelly,65.63
2012,Bobby Gates,65.39
2012,Matt Kuchar,65.38
2012,Henrik Stenson,65.37
2012,Michael Bradley,65.35
2012,Cameron Beckman,65.3
2012,Martin Laird,65.3
2012,Brendan Steele,65.3
2012,Danny Lee,65.24
2012,Bill Haas,65.17
2012,Ryan Palmer,65.16
2012,Garth Mulroy,65.11
2012,Pat Perez,65.05
2012,Davis Love III,65.02
2012,Rickie Fowler,64.99
2012,Sergio Garcia,64.98
2012,Luke Donald,64.96
2012,Zach Johnson,64.95
2012,Rod Pampling,64.93
2012,Bryce Molder,64.91
2012,Rocco Mediate,64.84
2012,Ben Crane,64.81
2012,Stuart Appleby,64.79
2012,Miguel Angel Carballo,64.79
2012,Kyle Thompson,64.78
2012,Matt Jones,64.74
2012,Brandt Jobe,64.68
2012,Ken Duke,64.61
2012,Jason Bohn,64.59
2012,Dicky Pride,64.51
2012,Scott Brown,64.5
2012,J.B. Holmes,64.5
2012,Jimmy Walker,64.3
2012,Stewart Cink,64.26
2012,Tim Clark,64.26
2012,Gavin Coles,64.23
2012,Phil Mickelson,64.14
2012,Kevin Chappell,64.11
2012,Mark Wilson,64.03
2012,Billy Mayfair,64.02
2012,Troy Matteson,64.01
2012,Gary Woodland,64.01
2012,Martin Flores,63.98
2012,Brian Harman,63.92
2012,Carl Pettersson,63.89
2012,Mark Anderson,63.85
2012,Arjun Atwal,63.85
2012,Tom Gillis,63.85
2012,Brandt Snedeker,63.75
2012,Geoff Ogilvy,63.66
2012,Jonas Blixt,63.65
2012,Chris Couch,63.65
2012,Jonathan Byrd,63.64
2012,K.J. Choi,63.57
2012,Brian Davis,63.47
2012,Trevor Immelman,63.45
2012,Chris Stroud,63.37
2012,Ángel Cabrera,63.33
2012,Ted Potter Jr.,63.32
2012,Nick O'Hern,63.29
2012,Michael Thompson,63.26
2012,Robert Karlsson,63.25
2012,Troy Kelly,63.17
2012,Hunter Haas,63.14
2012,George McNeill,63.03
2012,Patrick Sheehan,62.93
2012,Marco Dawson,62.76
2012,Marc Leishman,62.76
2012,Brian Gay,62.71
2012,Charl Schwartzel,62.65
2012,Erik Compton,62.48
2012,Kevin Kisner,62.48
2012,Bob Estes,62.39
2012,James Driscoll,62.38
2012,Tommy Gainey,62.3
2012,Rory Sabbatini,62.24
2012,Stephen Ames,62.18
2012,Padraig Harrington,62.17
2012,Colt Knost,62.12
2012,John Daly,62.08
2012,Edward Loar,62.05
2012,Kevin Na,62.03
2012,Freddie Jacobson,61.85
2012,Tom Pernice Jr.,61.69
2012,Ian Poulter,61.61
2012,Jason Day,61.31
2012,Andres Romero,61.3
2012,Harrison Frazar,61.21
2012,David Mathis,61.04
2012,Spencer Levin,60.97
2012,Ryuji Imada,60.6
2012,Chris DiMarco,60.55
2012,Justin Leonard,60.44
2012,Derek Lamely,60.3
2012,J.J. Killeen,60.27
2012,Brendon Todd,60.0
2012,Tommy Biershenk,59.89
2012,Greg Chalmers,59.83
2012,Sangmoon Bae,59.81
2012,Daniel Chopra,59.8
2012,Charlie Wi,59.69
2012,Ryo Ishikawa,59.61
2012,Stephen Gangluff,59.15
2012,Sung Kang,59.15
2012,Matt Bettencourt,58.95
2012,Y.E. Yang,58.51
2012,Aaron Baddeley,58.1
2012,Billy Hurley III,57.74
