year,player_name,sg_around_green
2017,Tim Wilkinson,0.538
2017,Bill Haas,0.516
2017,Matt Jones,0.503
2017,Ian Poulter,0.501
2017,Pat Perez,0.44
2017,S.Y. Noh,0.439
2017,Matt Kuchar,0.43
2017,Jordan Spieth,0.429
2017,Webb Simpson,0.426
2017,Luke Donald,0.422
2017,Cameron Smith,0.399
2017,Steven Alker,0.398
2017,Cameron Tringale,0.396
2017,Justin Rose,0.373
2017,Rickie Fowler,0.349
2017,Hideki Matsuyama,0.346
2017,Marc Leishman,0.337
2017,Brian Harman,0.329
2017,Brandt Snedeker,0.314
2017,Aaron Baddeley,0.31
2017,Robert Streb,0.305
2017,Bryce Molder,0.301
2017,Chad Collins,0.294
2017,Justin Thomas,0.289
2017,Kevin Na,0.288
2017,Jason Day,0.273
2017,Jamie Lovemark,0.258
2017,Brian Gay,0.254
2017,Patrick Reed,0.25
2017,Steven Bowditch,0.238
2017,Camilo Villegas,0.235
2017,Seamus Power,0.229
2017,Zach Johnson,0.226
2017,Zac Blair,0.218
2017,Kyle Reifers,0.218
2017,Phil Mickelson,0.216
2017,K.J. Choi,0.213
2017,Martin Laird,0.203
2017,Geoff Ogilvy,0.196
2017,Andres Gonzales,0.19
2017,Peter Malnati,0.19
2017,Louis Oosthuizen,0.189
2017,Rod Pampling,0.183
2017,Sergio Garcia,0.182
2017,Greg Chalmers,0.175
2017,Harris English,0.169
2017,Branden Grace,0.165
2017,Whee Kim,0.163
2017,Chad Campbell,0.144
2017,Wesley Bryan,0.141
2017,Lucas Glover,0.14
2017,J.B. Holmes,0.137
2017,Francesco Molinari,0.128
2017,Alex Cejka,0.127
2017,Charl Schwartzel,0.127
2017,Paul Casey,0.122
2017,Shawn Stefani,0.122
2017,Dustin Johnson,0.121
2017,Nick Taylor,0.121
2017,Gonzalo Fernandez-Castaño,0.12
2017,Brandon Hagy,0.118
2017,Billy Hurley III,0.117
2017,David Hearn,0.115
2017,Morgan Hoffmann,0.115
2017,Ricky Barnes,0.114
2017,Si Woo Kim,0.11
2017,Kevin Chappell,0.106
2017,Michael Kim,0.106
2017,Ben Crane,0.105
2017,Rory McIlroy,0.095
2017,Brendan Steele,0.09
2017,D.A. Points,0.087
2017,Tyrone Van Aswegen,0.085
2017,Mark Anderson,0.082
2017,Charles Howell III,0.081
2017,Brad Fritsch,0.075
2017,Luke List,0.074
2017,Byeong Hun An,0.071
2017,Rafa Cabrera Bello,0.068
2017,Tony Finau,0.065
2017,Kevin Kisner,0.065
2017,Mackenzie Hughes,0.063
2017,Chris Stroud,0.06
2017,Chris Kirk,0.059
2017,Anirban Lahiri,0.059
2017,Jon Rahm,0.057
2017,Steve Wheatcroft,0.054
2017,Kevin Tway,0.053
2017,Carl Pettersson,0.052
2017,Daniel Summerhays,0.051
2017,John Huh,0.043
2017,Adam Scott,0.043
2017,Gary Woodland,0.039
2017,Kyle Stanley,0.038
2017,Jonas Blixt,0.037
2017,Roberto Castro,0.031
2017,James Hahn,0.03
2017,Rory Sabbatini,0.028
2017,Retief Goosen,0.027
2017,Patrick Cantlay,0.021
2017,Brooks Koepka,0.019
2017,Fabián Gómez,0.006
2017,Keegan Bradley,0.004
2017,Ken Duke,0.0
2017,Russell Henley,0.0
2017,J.J. Henry,0.0
2017,Ryan Armour,-0.005
2017,Troy Merritt,-0.009
2017,Bryson DeChambeau,-0.016
2017,Ryo Ishikawa,-0.021
2017,Patton Kizzire,-0.021
2017,Charley Hoffman,-0.031
2017,David Lingmerth,-0.031
2017,Ollie Schniederjans,-0.032
2017,C.T. Pan,-0.034
2017,Jim Furyk,-0.036
2017,Kevin Streelman,-0.038
2017,Adam Hadwin,-0.044
2017,Bud Cauley,-0.05
2017,Stewart Cink,-0.05
2017,Brett Drewitt,-0.054
2017,Ryan Blaum,-0.057
2017,Julián Etulain,-0.058
2017,Ryan Palmer,-0.058
2017,Jhonattan Vegas,-0.06
2017,Cody Gribble,-0.061
2017,J.T. Poston,-0.062
2017,Mark Hubbard,-0.064
2017,Ernie Els,-0.067
2017,Jim Herman,-0.07
2017,Smylie Kaufman,-0.073
2017,Spencer Levin,-0.073
2017,Chez Reavie,-0.073
2017,Jason Bohn,-0.076
2017,Patrick Rodgers,-0.077
2017,Harold Varner III,-0.081
2017,Scott Stallings,-0.084
2017,Xander Schauffele,-0.086
2017,Daniel Berger,-0.09
2017,Ryan Brehm,-0.099
2017,Sean O'Hair,-0.101
2017,Graeme McDowell,-0.111
2017,Tag Ridings,-0.111
2017,Emiliano Grillo,-0.116
2017,Russell Knox,-0.119
2017,Cameron Percy,-0.123
2017,Jimmy Walker,-0.123
2017,Dominic Bozzelli,-0.125
2017,Brian Campbell,-0.126
2017,Jason Dufner,-0.133
2017,William McGirt,-0.137
2017,Miguel Angel Carballo,-0.142
2017,Søren Kjeldsen,-0.142
2017,Sebastián Muñoz,-0.143
2017,Derek Fathauer,-0.149
2017,Jonathan Randolph,-0.149
2017,Brian Stuard,-0.164
2017,Vaughn Taylor,-0.168
2017,Trey Mullinax,-0.169
2017,Ryan Moore,-0.173
2017,Tom Hoge,-0.176
2017,Grayson Murray,-0.176
2017,Sung Kang,-0.182
2017,Robert Garrigus,-0.19
2017,Bubba Watson,-0.201
2017,Michael Thompson,-0.208
2017,Jason Kokrak,-0.226
2017,Ben Martin,-0.227
2017,Nick Watney,-0.238
2017,J.J. Spaun,-0.24
2017,Scott Piercy,-0.25
2017,Scott Brown,-0.262
2017,Danny Lee,-0.263
2017,Shane Lowry,-0.277
2017,Martin Flores,-0.28
2017,Sam Saunders,-0.28
2017,Johnson Wagner,-0.287
2017,Richy Werenski,-0.303
2017,Blayne Barber,-0.306
2017,Matt Every,-0.306
2017,Nicholas Lindheim,-0.311
2017,Billy Horschel,-0.324
2017,Hunter Mahan,-0.326
2017,Hudson Swafford,-0.337
2017,Andrew Loupe,-0.403
2017,Boo Weekley,-0.429
2017,Graham DeLaet,-0.436
2017,Kelly Kraft,-0.479
2017,Brett Stegmaier,-0.493
2017,Rick Lamb,-0.678
